Entrez	Gene Symbol	Ensembl ID	P-value
23765	IL17RA	ENSG00000177663	8.289999999999999e-191
23495	TNFRSF13B	ENSG00000240505	4.23e-40
2322	FLT3	ENSG00000122025	1.68e-29
3394	IRF8	ENSG00000140968	6.329999999999999e-24
8698	S1PR4	ENSG00000125910	7e-13
7916	PRRC2A	ENSG00000231825	1.31e-10
9938	ARHGAP25	ENSG00000163219	2.15e-10
4353	MPO	ENSG00000005381	2.18e-10
259215	LY6G6F	ENSG00000243804	2.82e-10
629	CFB	ENSG00000243649	3.19e-10
4820	NKTR	ENSG00000114857	7.97e-09
120425	JAML	ENSG00000160593	1.43e-08
3304	HSPA1B	ENSG00000232804	6.24e-08
7919	DDX39B	ENSG00000237889	6.39e-08
63940	GPSM3	ENSG00000237052	6.57e-08
4277	MICB	ENSG00000238289	7.63e-08
177	AGER	ENSG00000237405	1.65e-07
5310	PKD1	ENSG00000008710	2.61e-07
5341	PLEK	ENSG00000115956	2.64e-07
