Entrez	Gene Symbol	P-value	Beta
81027	TUBB1	0.0	1.5638208
30845	EHD3	0.0	0.13002008
26052	DNM3	0.0	0.22388959
55619	DOCK10	9e-217	0.13228782
23143	LRCH1	6e-175	0.06696016
514	ATP5F1E	9e-173	0.07372286
7171	TPM4	4e-139	0.21531555
8882	ZPR1	5e-138	0.083061725
148823	GCSAML	7.000000000000001e-134	0.11120212
342618	SLFN14	9e-127	0.12839073
10666	CD226	2e-121	0.053092632
8528	DDO	1e-117	0.053834297
25893	TRIM58	6e-117	0.086442865
8997	KALRN	9e-116	0.064506225
5339	PLEC	4e-103	0.049044654
11252	PACSIN2	6e-99	0.076623894
7277	TUBA4A	3e-94	0.07761159
8402	SLC25A11	8.000000000000001e-81	0.08184654
7168	TPM1	1e-79	0.046843164
10954	PDIA5	4e-79	0.043475833
10109	ARPC2	1e-74	0.065179005
8328	GFI1B	3e-74	0.24767755
23236	PLCB1	7e-74	0.04025585
90459	ERI1	6e-73	0.05820641
1523	CUX1	2.9999999999999995e-70	0.30401337
81671	VMP1	4e-67	0.04441455
22818	COPZ1	5e-65	0.040376935
84289	ING5	5e-63	0.037671674
55604	CARMIL1	3e-57	0.03639145
54453	RIN2	4e-57	0.20925152
6251	RSU1	7.999999999999998e-54	0.035021916
85377	MICALL1	1e-51	0.09558532
23199	GSE1	7e-51	0.039022814
10184	LHFPL2	9e-50	0.036942597
163259	DENND2C	7e-48	0.19192141
2207	FCER1G	1e-47	0.057000227
79683	ZDHHC14	4e-47	0.036073238
830	CAPZA2	4e-46	0.037635926
10867	TSPAN9	4e-46	0.03570377
4815	NINJ2	9.000000000000001e-45	0.032350935
81704	DOCK8	3e-41	0.035502672
2812	GP1BB	4e-41	0.035049293
55711	FAR2	2e-40	0.029972358
7409	VAV1	6.9999999999999995e-40	0.13942106
7874	USP7	3e-38	0.037223116
9717	SEC14L5	4e-38	0.029665176
57140	RNPEPL1	8e-38	0.042039726
51272	BET1L	1e-37	0.035620473
79774	GRTP1	2e-37	0.06968535
23075	SWAP70	2e-37	0.030185444
5029	P2RY2	5.0000000000000005e-37	0.033672154
10019	SH2B3	2e-36	0.034780454
91828	EXOC3L4	2e-36	0.03536091
9844	ELMO1	8e-36	0.034741204
54855	TENT5C	1e-35	0.033275098
55843	ARHGAP15	8.000000000000001e-34	0.041233923
51603	METTL13	1.9999999999999998e-32	0.033860374
29072	SETD2	1.9999999999999998e-32	0.03805803
91181	NUP210L	1e-31	0.026077535
9754	STARD8	2e-31	0.036269072
2869	GRK5	9e-31	0.039973877
10723	SLC12A7	3e-30	0.026122479
83641	FAM107B	7.999999999999999e-30	0.02571107
64116	SLC39A8	1.0000000000000001e-29	0.048567016
80005	DOCK5	3e-29	0.025703829
79987	SVEP1	5.0000000000000004e-29	0.074755386
6497	SKI	9.000000000000001e-29	0.03232787
23261	CAMTA1	9.999999999999999e-29	0.025989546
79820	CATSPERB	1.9999999999999997e-28	0.033150546
722	C4BPA	1.9999999999999997e-28	0.037889604
28	ABO	5e-28	0.032067288
6902	TBCA	1e-27	0.027499419
9727	RAB11FIP3	9.999999999999999e-27	0.045100514
64122	FN3K	9.999999999999999e-27	0.024414912
2815	GP9	1.9999999999999998e-26	0.5971779
2590	GALNT2	1.9999999999999998e-26	0.024366304
22899	ARHGEF15	3e-25	0.023318969
221037	JMJD1C	5e-25	0.023821156
87	ACTN1	6e-25	0.27916458
153830	RNF145	6e-25	0.026879268
7094	TLN1	7.9999999999999985e-25	0.024875516
440275	EIF2AK4	3e-24	0.023346929
79748	LMAN1L	6e-24	0.023527049
10420	TESK2	1.0000000000000001e-23	0.026329357
136319	MTPN	2.0000000000000002e-23	0.042307023
9605	VPS9D1	7.000000000000001e-23	0.025909277
113444	SMIM12	1e-22	0.023242101
375033	PEAR1	6e-22	0.03857549
51012	PRELID3B	1e-21	0.06856745
23191	CYFIP1	1e-21	0.029430019
5341	PLEK	2e-21	0.1143972
2309	FOXO3	2e-21	0.022173798
56998	CTNNBIP1	3e-21	0.021111777
5880	RAC2	5e-21	0.06168697
6484	ST3GAL4	5e-21	0.021460464
9497	SLC4A7	7e-21	0.023841226
3480	IGF1R	1e-20	0.029887356
84687	PPP1R9B	1e-20	0.027820304
23243	ANKRD28	2e-20	0.022326976
7294	TXK	2e-20	0.023614448
23215	PRRC2C	6e-20	0.671075
57178	ZMIZ1	7e-20	0.0736621
55578	SUPT20H	1e-19	0.033566892
57794	SUGP1	1e-19	0.021594068
6891	TAP2	2e-19	0.022992264
84449	ZNF333	2e-19	0.020754747
11280	SCN11A	3e-19	0.021915322
51429	SNX9	4e-19	0.043323714
6708	SPTA1	4e-19	0.02213195
9874	TLK1	5e-19	0.037622146
10520	ZNF211	5e-19	0.028384874
11176	BAZ2A	5e-19	0.040550396
9734	HDAC9	8e-19	0.02423462
10653	SPINT2	1e-18	0.020277776
1950	EGF	1e-18	0.02027158
4292	MLH1	2e-18	0.02003284
116028	RMI2	2e-18	0.021870624
27147	DENND2A	2e-18	0.019828195
55643	BTBD2	6e-18	0.026199372
221927	BRAT1	7e-18	0.02370632
80314	EPC1	8e-18	0.025133071
10046	MAMLD1	9e-18	0.01647961
94121	SYTL4	1e-17	0.017110005
10791	VAMP5	1e-17	0.025005257
1956	EGFR	1e-17	0.01933931
896	CCND3	2e-17	0.024070619
161882	ZFPM1	3e-17	0.021431247
10395	DLC1	3e-17	0.022077497
221395	ADGRF5	4e-17	0.027710956
50650	ARHGEF3	5e-17	0.019677233
5834	PYGB	5e-17	0.018724998
421	ARVCF	7e-17	0.02077377
1787	TRDMT1	8e-17	0.020091176
26051	PPP1R16B	2e-16	0.03730144
111	ADCY5	2e-16	0.022577612
1282	COL4A1	2e-16	0.023482943
3964	LGALS8	2e-16	0.020150946
25862	USP49	3e-16	0.02257558
8451	CUL4A	3e-16	0.022489114
81570	CLPB	3e-16	0.06964697
976	ADGRE5	4e-16	0.06976689
128611	ZNF831	5e-16	1.3160472
4023	LPL	6e-16	0.06842715
2035	EPB41	6e-16	0.019673852
8871	SYNJ2	6e-16	0.019112926
220963	SLC16A9	7e-16	0.01849398
63893	UBE2O	8e-16	0.022482662
222484	LNX2	9e-16	0.04214188
8347	H2BC4	1e-15	0.025256565
56952	PRTFDC1	1e-15	0.018731993
2130	EWSR1	1e-15	0.02187022
4300	MLLT3	2e-15	0.019253572
130814	SLC66A3	2e-15	0.017871995
147968	CAPN12	3e-15	0.017827824
5468	PPARG	3e-15	0.02731142
2932	GSK3B	5e-15	0.018160766
9351	NHERF2	6e-15	0.02263258
23648	SSBP3	7e-15	0.026898257
5336	PLCG2	9e-15	0.024962245
1207	CLNS1A	1e-14	0.01802024
9046	DOK2	1e-14	0.04251164
10411	RAPGEF3	2e-14	0.08305356
55871	ZNG1A	2e-14	0.023506202
374655	ZNF710	2e-14	0.0724246
57506	MAVS	2e-14	0.018160457
10673	TNFSF13B	3e-14	0.063445285
64393	ZMAT3	3e-14	0.017251808
9444	QKI	3e-14	0.018028786
123041	SLC24A4	3e-14	0.028673826
79890	RIN3	4e-14	0.02321931
2122	MECOM	4e-14	0.04156233
6786	STIM1	5e-14	0.018630333
26119	LDLRAP1	6e-14	0.016878508
54932	EXD3	6e-14	0.018239861
80301	PLEKHO2	7e-14	0.5556494
1909	EDNRA	1e-13	0.019313524
140688	NOL4L	1e-13	0.017867643
10806	SDCCAG8	2e-13	0.017747713
220164	DOK6	2e-13	0.017744264
2533	FYB1	2e-13	0.018280365
51092	SIDT2	2e-13	0.21766323
3097	HIVEP2	3e-13	0.020339768
23294	ANKS1A	3e-13	0.050065316
55614	KIF16B	6e-13	0.01824205
255877	BCL6B	6e-13	0.032571528
83874	TBC1D10A	7e-13	0.018895235
25942	SIN3A	7e-13	0.020669391
3783	KCNN4	7e-13	0.016717216
9958	USP15	8e-13	0.024884911
8821	INPP4B	8e-13	0.022196136
23240	TMEM131L	1e-12	0.04532027
158471	PRUNE2	1e-12	0.016503613
84632	AFAP1L2	1e-12	0.016072214
1399	CRKL	1e-12	0.112460315
8891	EIF2B3	1e-12	0.015824879
4676	NAP1L4	2e-12	0.019005973
160140	C11orf65	2e-12	0.022079827
6184	RPN1	2e-12	0.016567113
4026	LPP	2e-12	0.016282018
55752	SEPTIN11	2e-12	0.016357495
440854	CAPN14	2e-12	0.49294427
5062	PAK2	3e-12	0.016243458
3106	HLA-B	3e-12	0.036900084
54456	MOV10L1	4e-12	0.01619618
7456	WIPF1	4e-12	0.020170074
9520	NPEPPS	4e-12	0.064853445
23140	ZZEF1	4e-12	0.015603812
26130	GAPVD1	5e-12	0.01573248
10180	RBM6	6e-12	0.016350063
445815	PALM2AKAP2	6e-12	0.016731614
57523	NYNRIN	8e-12	0.016619466
54536	EXOC6	8e-12	0.01549139
7148	TNXB	9e-12	0.03548271
5990	RFX2	9e-12	0.015906071
4055	LTBR	1e-11	0.017943025
60678	EEFSEC	1e-11	0.01764526
51564	HDAC7	1e-11	0.016864402
4778	NFE2	1e-11	0.02676381
80781	COL18A1	1e-11	0.018081028
133746	JMY	1e-11	0.016049063
2119	ETV5	2e-11	0.02202865
23176	SEPTIN8	2e-11	0.017268442
57561	ARRDC3	2e-11	0.048734415
8395	PIP5K1B	2e-11	0.017728297
11214	AKAP13	2e-11	0.017863065
1759	DNM1	2e-11	0.01889988
64359	NXN	2e-11	0.016320225
120892	LRRK2	3e-11	0.1102515
55589	BMP2K	3e-11	0.019694569
80119	PIF1	3e-11	0.04095175
149499	LRRC71	4e-11	0.020481862
26030	PLEKHG3	4e-11	0.021564554
57580	PREX1	4e-11	0.018272502
5899	RALB	4e-11	0.015647586
10801	SEPTIN9	5e-11	0.015436537
9473	THEMIS2	5e-11	0.07012811
4650	MYO9B	6e-11	0.02676207
284119	CAVIN1	7e-11	0.02021665
7186	TRAF2	7e-11	0.018811803
51526	OSER1	8e-11	0.016791185
9846	GAB2	8e-11	0.020001503
5794	PTPRH	8e-11	0.023869647
8726	EED	9e-11	0.03116147
64744	SMAP2	9e-11	0.02942646
22821	RASA3	1e-10	0.024683941
284	ANGPT1	1e-10	0.014837617
1373	CPS1	1e-10	0.01571681
4520	MTF1	1e-10	0.014745266
4862	NPAS2	1e-10	0.020872977
51592	TRIM33	1e-10	0.026038831
2768	GNA12	1e-10	0.014991197
3673	ITGA2	1e-10	0.0148544
9612	NCOR2	2e-10	0.0146181695
140876	RIPOR3	2e-10	0.21765839
1522	CTSZ	2e-10	0.02080979
4690	NCK1	2e-10	0.05556117
200728	TMEM17	2e-10	0.022619892
132660	LIN54	2e-10	0.024016777
57153	SLC44A2	3e-10	0.02885326
8398	PLA2G6	3e-10	0.014577185
2324	FLT4	4e-10	0.022457363
54810	GIPC2	5e-10	0.015825063
857	CAV1	5e-10	0.02290979
54806	AHI1	6e-10	0.014047481
4846	NOS3	6e-10	0.02590168
55727	BTBD7	7e-10	0.0178406
50807	ASAP1	8e-10	0.013932625
5358	PLS3	8e-10	0.011944743
55785	FGD6	9e-10	0.01744047
506	ATP5F1B	9e-10	0.028386327
79628	SH3TC2	9e-10	0.020260427
79087	ALG12	1e-09	0.017622046
7465	WEE1	1e-09	0.0138474945
8609	KLF7	1e-09	0.014798547
10788	IQGAP2	2e-09	0.0329574
55214	P3H2	2e-09	0.02801322
10146	G3BP1	2e-09	0.015581113
63976	PRDM16	2e-09	0.01642629
22837	COBLL1	2e-09	0.014420695
1281	COL3A1	2e-09	0.015184956
5915	RARB	3e-09	0.016582321
22797	TFEC	3e-09	0.030236635
4306	NR3C2	3e-09	0.019365663
3131	HLF	3e-09	0.014582361
775	CACNA1C	3e-09	0.018587485
23348	DOCK9	3e-09	0.0134418495
1725	DHPS	3e-09	0.05665901
29911	HOOK2	3e-09	0.044273
54014	BRWD1	4e-09	0.013407649
2050	EPHB4	4e-09	0.013505116
83439	TCF7L1	4e-09	0.01363512
27246	RNF115	4e-09	0.059859615
25853	DCAF12	4e-09	0.019818159
11102	RPP14	5e-09	0.014148349
3241	HPCAL1	6e-09	0.016789898
65986	ZBTB10	6e-09	0.015329854
10000	AKT3	7e-09	0.021145916
54454	ATAD2B	7e-09	0.013437344
399818	EEF1AKMT2	7e-09	0.017741213
7454	WAS	7e-09	0.10620575
2172	FABP6	8e-09	0.014686274
4253	MIA2	8e-09	0.0130748125
