Entrez	Gene Symbol	P-value	Beta
84870	RSPO3	1e-300	
80129	CCDC170	1e-300	
79974	CPED1	1e-300	
65084	TMEM135	9e-261	
2099	ESR1	1e-215	
652	BMP4	9e-197	
125228	FAM210A	1e-150	
6711	SPTBN1	1e-141	
23293	SMG6	1e-140	
7979	SEM1	2e-119	
83999	KREMEN1	3e-110	
4140	MARK3	1e-106	
54828	BCAS3	1e-94	
6424	SFRP4	8e-93	
7227	TRPS1	3.0000000000000004e-81	
23705	CADM1	5.000000000000001e-81	
358	AQP1	7e-79	
4038	LRP4	1e-65	
219931	TPCN2	3e-63	
10014	HDAC5	2e-62	
387755	INSC	4e-61	
10336	PCGF3	3e-57	
7482	WNT2B	4e-55	
162282	ANKFN1	3e-53	
29	ABR	2e-51	
26059	ERC2	3e-51	
473	RERE	3e-50	
222255	ATXN7L1	4.0000000000000005e-49	
4223	MEOX2	5.000000000000001e-49	
1601	DAB2	9e-49	
5727	PTCH1	3e-48	
653	BMP5	2e-46	
2139	EYA2	5.0000000000000004e-45	
51338	MS4A4A	5.0000000000000004e-45	
2138	EYA1	2e-44	
168850	ZNF800	7e-44	
5396	PRRX1	2e-43	
26052	DNM3	2e-43	
4088	SMAD3	4e-43	
143098	MPP7	1e-41	
84456	L3MBTL3	3e-41	
8939	FUBP3	4e-41	
4684	NCAM1	6e-41	
2070	EYA4	2e-40	
23187	PHLDB1	4e-40	
3632	INPP5A	4e-40	
283358	B4GALNT3	9e-40	
55532	SLC30A10	2e-38	
2037	EPB41L2	8e-38	
55553	SOX6	8e-38	
55005	RMND1	3e-37	
6913	TBX15	4e-37	
6546	SLC8A1	7e-37	
80790	CMIP	1e-36	
6239	RREB1	8e-36	
1021	CDK6	1e-35	
6934	TCF7L2	1e-35	
84316	NAA38	2e-35	
9252	RPS6KA5	4e-35	
4323	MMP14	2.0000000000000003e-34	
9423	NTN1	2.0000000000000003e-34	
83478	ARHGAP24	9e-34	
5151	PDE8A	9.999999999999999e-33	
6764	DENND2B	9.999999999999999e-33	
10477	UBE2E3	8.999999999999999e-32	
7709	ZBTB17	2e-31	
399909	PCNX3	2e-31	
54796	BNC2	3.0000000000000003e-31	
5909	RAP1GAP	3.0000000000000003e-31	
10082	GPC6	8e-31	
51111	KMT5B	5e-30	
4313	MMP2	6e-30	
3269	HRH1	1.0000000000000001e-29	
650	BMP2	1.0000000000000001e-29	
85461	TANC1	9.999999999999999e-29	
400954	EML6	9.999999999999999e-29	
10801	SEPTIN9	1.9999999999999997e-28	
4299	AFF1	3e-28	
56916	SMARCAD1	3.9999999999999994e-28	
90025	UBE3D	9e-28	
84898	PLXDC2	1e-27	
8792	TNFRSF11A	3e-27	
4782	NFIC	4e-27	
8313	AXIN2	5e-27	
64855	NIBAN2	5e-27	
27115	PDE7B	9.999999999999999e-27	
2788	GNG7	4.9999999999999996e-26	
253461	ZBTB38	7.999999999999999e-26	
23092	ARHGAP26	7.999999999999999e-26	
5581	PRKCE	3e-25	
25791	NGEF	3e-25	
1588	CYP19A1	5e-25	
9033	PKD2L1	5e-25	
55297	CCDC91	6e-25	
8091	HMGA2	7.9999999999999985e-25	
2690	GHR	3e-24	
8660	IRS2	5e-24	
98	ACYP2	5e-24	
79083	MLPH	5e-24	
162	AP1B1	5e-24	
3607	FOXK2	7.000000000000001e-24	
64682	ANAPC1	8.000000000000001e-24	
1788	DNMT3A	9e-24	
55094	GPATCH1	1.0000000000000001e-23	
129852	C2orf73	2.0000000000000002e-23	
54878	DPP8	2.0000000000000002e-23	
9903	KLHL21	5e-23	
832	CAPZB	6e-23	
2201	FBN2	7.000000000000001e-23	
4255	MGMT	9.000000000000001e-23	
8777	MPDZ	1e-22	
5586	PKN2	1e-22	
64399	HHIP	2e-22	
861	RUNX1	2e-22	
6507	SLC1A3	2e-22	
8099	CDK2AP1	2e-22	
4092	SMAD7	2e-22	
2475	MTOR	2e-21	
26230	TIAM2	2e-21	
2487	FRZB	4e-21	
80114	BICC1	9e-21	
6522	SLC4A2	9e-21	
1503	CTPS1	1e-20	
1879	EBF1	1e-20	
64359	NXN	2e-20	
8289	ARID1A	2e-20	
23345	SYNE1	2e-20	
131405	TRIM71	2e-20	
55752	SEPTIN11	2e-20	
6462	SHBG	3e-20	
23328	SASH1	3e-20	
5915	RARB	6e-20	
115	ADCY9	7e-20	
9586	CREB5	9e-20	
84708	LNX1	1e-19	
1301	COL11A1	1e-19	
8671	SLC4A4	2e-19	
11101	ATE1	2e-19	
775	CACNA1C	3e-19	
5324	PLAG1	3e-19	
4211	MEIS1	4e-19	
63876	PKNOX2	8e-19	
55504	TNFRSF19	9e-19	
89795	NAV3	9e-19	
3237	HOXD11	1e-18	
4772	NFATC1	1e-18	
63892	THADA	1e-18	
9722	NOS1AP	1e-18	
11278	KLF12	1e-18	
904	CCNT1	2e-18	
57597	BAHCC1	2e-18	
254251	LCORL	2e-18	
9060	PAPSS2	2e-18	
152485	ZNF827	5e-18	
7090	TLE3	6e-18	
201501	ZBTB7C	7e-18	
5435	POLR2F	8e-18	
84687	PPP1R9B	8e-18	
60487	TRMT11	1e-17	
23405	DICER1	1e-17	
114793	FMNL2	1e-17	
120114	FAT3	1e-17	
8178	ELL	1e-17	
25827	FBXL2	4e-17	
92949	ADAMTSL1	4e-17	
667	DST	5e-17	
5986	RFNG	6e-17	
3672	ITGA1	6e-17	
5795	PTPRJ	8e-17	
353345	GPR141	9e-17	
23491	CES3	9e-17	
9701	PPP6R2	1e-16	
121340	SP7	2e-16	
79068	FTO	3e-16	
84251	SGIP1	3e-16	
5467	PPARD	4e-16	
3728	JUP	4e-16	
6755	SSTR5	7e-16	
2308	FOXO1	7e-16	
10371	SEMA3A	7e-16	
25865	PRKD2	7e-16	
283078	MKX	7e-16	
55909	BIN3	8e-16	
9889	ZBED4	8e-16	
55007	FAM118A	9e-16	
3646	EIF3E	9e-16	
1374	CPT1A	1e-15	
3976	LIF	1e-15	
6307	MSMO1	1e-15	
4784	NFIX	2e-15	
79927	FAM110D	2e-15	
84627	ZNF469	2e-15	
4093	SMAD9	3e-15	
57659	ZBTB4	3e-15	
80005	DOCK5	4e-15	
144347	RFLNA	4e-15	
9867	PJA2	4e-15	
124359	CDYL2	4e-15	
57623	ZFAT	5e-15	
23245	ASTN2	6e-15	
56963	RGMA	7e-15	
10312	TCIRG1	8e-15	
23418	CRB1	9e-15	
317761	C14orf39	1e-14	
10867	TSPAN9	1e-14	
8396	PIP4K2B	1e-14	
91683	SYT12	1e-14	
8533	COPS3	2e-14	
57520	HECW2	2e-14	
27303	RBMS3	2e-14	
324	APC	2e-14	
440574	MICOS10	2e-14	
644150	WIPF3	2e-14	
5195	PEX14	2e-14	
89796	NAV1	2e-14	
1608	DGKG	2e-14	
389072	PLEKHM3	3e-14	
3062	HCRTR2	3e-14	
10815	CPLX1	3e-14	
27332	ZNF638	4e-14	
7077	TIMP2	4e-14	
283383	ADGRD1	5e-14	
83938	LRMDA	6e-14	
5664	PSEN2	7e-14	
157680	VPS13B	8e-14	
55084	SOBP	9e-14	
1396	CRIP1	1e-13	
10644	IGF2BP2	1e-13	
1739	DLG1	1e-13	
84141	EVA1A	1e-13	
9902	MRC2	1e-13	
91057	CCDC34	2e-13	
9638	FEZ1	2e-13	
84987	COX14	2e-13	
535	ATP6V0A1	3e-13	
79901	CYBRD1	3e-13	
2043	EPHA4	4e-13	
338773	TMEM119	4e-13	
10725	NFAT5	4e-13	
29992	PILRA	4e-13	
56995	TULP4	4e-13	
463	ZFHX3	5e-13	
167838	TXLNB	5e-13	
84614	ZBTB37	5e-13	
4522	MTHFD1	5e-13	
3667	IRS1	5e-13	
9710	GARRE1	7e-13	
192668	CYS1	7e-13	
54464	XRN1	8e-13	
30844	EHD4	8e-13	
11228	RASSF8	1e-12	
9938	ARHGAP25	1e-12	
3516	RBPJ	1e-12	
23389	MED13L	2e-12	
596	BCL2	2e-12	
29904	EEF2K	2e-12	
1780	DYNC1I1	2e-12	
92344	GORAB	2e-12	
1112	FOXN3	2e-12	
8038	ADAM12	2e-12	
9792	SERTAD2	2e-12	
6660	SOX5	2e-12	
84790	TUBA1C	2e-12	
153129	SLC38A9	3e-12	
8522	GAS7	3e-12	
392636	AGMO	3e-12	
23090	ZNF423	4e-12	
83660	TLN2	4e-12	
10599	SLCO1B1	4e-12	
10794	ZNF460	4e-12	
100289678	ZNF783	5e-12	
8170	SLC14A2	5e-12	
4325	MMP16	5e-12	
55843	ARHGAP15	5e-12	
84501	SPIRE2	6e-12	
7042	TGFB2	7e-12	
57492	ARID1B	7e-12	
81704	DOCK8	7e-12	
57706	DENND1A	7e-12	
23078	VWA8	7e-12	
144455	E2F7	8e-12	
7150	TOP1	8e-12	
146	ADRA1D	9e-12	
5890	RAD51B	9e-12	
171425	CLYBL	9e-12	
54620	FBXL19	1e-11	
10461	MERTK	1e-11	
4528	MTIF2	1e-11	
57460	PPM1H	1e-11	
84159	ARID5B	1e-11	
51257	MARCHF2	1e-11	
25814	ATXN10	1e-11	
340156	MYLK4	1e-11	
1108	CHD4	1e-11	
54899	PXK	2e-11	
2762	GMDS	2e-11	
8224	SYN3	2e-11	
57418	WDR18	2e-11	
4774	NFIA	2e-11	
219855	SLC37A2	2e-11	
80777	CYB5B	2e-11	
79591	ARMH3	2e-11	
29911	HOOK2	2e-11	
11136	SLC7A9	2e-11	
4882	NPR2	2e-11	
2056	EPO	2e-11	
64847	SPATA20	2e-11	
6604	SMARCD3	2e-11	
84803	GPAT3	2e-11	
2030	SLC29A1	2e-11	
10395	DLC1	2e-11	
8630	HSD17B6	2e-11	
80031	SEMA6D	3e-11	
23191	CYFIP1	3e-11	
7518	XRCC4	3e-11	
80206	FHOD3	3e-11	
140766	ADAMTS14	3e-11	
160335	TMTC2	3e-11	
23531	MMD	3e-11	
55130	ODAD2	3e-11	
776	CACNA1D	4e-11	
9826	ARHGEF11	4e-11	
56171	DNAH7	4e-11	
1232	CCR3	4e-11	
8613	PLPP3	4e-11	
54540	FAM193B	4e-11	
79758	DHRS12	4e-11	
3751	KCND2	5e-11	
4287	ATXN3	5e-11	
10190	TXNDC9	5e-11	
2296	FOXC1	6e-11	
83439	TCF7L1	6e-11	
7341	SUMO1	7e-11	
94240	EPSTI1	7e-11	
256435	ST6GALNAC3	7e-11	
256815	C10orf67	8e-11	
8658	TNKS	9e-11	
687	KLF9	9e-11	
657	BMPR1A	9e-11	
4041	LRP5	9e-11	
90488	TMEM263	9e-11	
344558	SH3RF3	9e-11	
7003	TEAD1	9e-11	
83463	MXD3	1e-10	
53405	CLIC5	1e-10	
57476	GRAMD1B	1e-10	
53335	BCL11A	1e-10	
92521	SPECC1	1e-10	
4729	NDUFV2	2e-10	
8817	FGF18	2e-10	
171024	SYNPO2	2e-10	
7049	TGFBR3	2e-10	
