Entrez	Gene Symbol	P-value	Beta
338	APOB	4e-107	0.104327
8882	ZPR1	3e-77	0.130052
1952	CELSR2	2e-65	0.0972029
8854	ALDH1A2	9.999999999999999e-55	0.0775516
255738	PCSK9	2.0000000000000003e-49	0.267991
9784	SNX17	2e-31	0.0568262
53345	TM6SF2	8e-31	0.104022
85440	DOCK7	1.9999999999999998e-26	0.0528813
28	ABO	3e-24	0.0623873
10452	TOMM40	3e-23	0.143561
64241	ABCG8	3e-16	0.0414134
23460	ABCA6	4e-16	0.129929
3250	HPR	9e-16	0.0486142
3482	IGF2R	3e-15	0.0710176
51085	MLXIPL	2e-14	0.0451387
6484	ST3GAL4	7e-13	0.0617085
7227	TRPS1	1e-11	0.0358362
3949	LDLR	1e-11	0.0327464
4023	LPL	1e-11	0.122091
5819	NECTIN2	4e-11	0.0317385
10349	ABCA10	8e-11	0.0459622
2590	GALNT2	2e-10	0.0306954
4299	AFF1	3e-10	0.0305752
