Entrez	Gene Symbol	P-value	Beta
64231	MS4A6A	2e-15	0.113064
23607	CD2AP	2e-11	0.0420411
1378	CR1	5e-10	0.0881409
1636	ACE	2e-09	0.0663703
164781	DAW1	2e-09	0.0999447
83449	PMFBP1	3e-08	0.0685141
64097	EPB41L4A	4e-08	0.0295906
2324	FLT4	5e-08	0.0867662
5601	MAPK9	5e-08	0.0708031
51112	TRAPPC12	7e-08	0.0974151
5071	PRKN	7e-08	0.0405363
5579	PRKCB	7e-08	0.0293113
23118	TAB2	7e-08	0.0881631
123041	SLC24A4	8e-08	0.0908386
2898	GRIK2	1e-07	0.138031
2992	GYG1	1e-07	0.0371944
3775	KCNK1	1e-07	0.0436721
375686	SPATC1	2e-07	0.686234
55714	TENM3	3e-07	0.0527806
4600	MX2	3e-07	0.0545744
146691	TOM1L2	3e-07	0.068753
140733	MACROD2	3e-07	0.253532
5742	PTGS1	3e-07	0.0417915
4133	MAP2	3e-07	0.0070028
5340	PLG	4e-07	4.34238e-05
6814	STXBP3	4e-07	0.0698864
28232	SLCO3A1	4e-07	0.00352672
27241	BBS9	4e-07	0.0936297
55260	TMEM143	4e-07	0.0315022
9229	DLGAP1	5e-07	0.0258174
463	ZFHX3	5e-07	0.0619751
203238	CCDC171	6e-07	0.522863
148641	SLC35F3	7e-07	1.54625
2962	GTF2F1	7e-07	0.0385871
10347	ABCA7	7e-07	0.0934686
23064	SETX	8e-07	0.225393
84498	FAM120B	8e-07	0.00780535
1282	COL4A1	9e-07	0.0355592
4784	NFIX	9e-07	0.0273868
440275	EIF2AK4	9e-07	0.0168017
102	ADAM10	9e-07	0.0475757
64759	TNS3	1e-06	0.062185
6305	SBF1	1e-06	0.0376995
131034	CPNE4	1e-06	0.0632087
1794	DOCK2	1e-06	0.0684176
6196	RPS6KA2	1e-06	0.023548
4781	NFIB	1e-06	0.11345
23362	PSD3	1e-06	0.0243517
306	ANXA3	1e-06	0.0218696
1232	CCR3	1e-06	0.60772
7464	CORO2A	1e-06	1.21005
5793	PTPRG	1e-06	0.0202373
6000	RGS7	1e-06	0.200007
121256	TMEM132D	1e-06	0.0654891
118430	MUCL1	1e-06	0.0729401
153020	RASGEF1B	2e-06	0.135724
8495	PPFIBP2	2e-06	0.0290634
10098	TSPAN5	2e-06	0.00647158
257019	FRMD3	2e-06	0.0529121
23012	STK38L	2e-06	0.0436893
9197	SLC33A1	2e-06	0.044403
1761	DMRT1	2e-06	0.388783
7092	TLL1	2e-06	0.0750049
5587	PRKD1	2e-06	0.0396994
50807	ASAP1	2e-06	0.0707162
6446	SGK1	2e-06	0.0768884
238	ALK	2e-06	0.490587
3720	JARID2	2e-06	0.0174138
221336	BEND6	2e-06	5.32304
83473	KATNAL2	2e-06	0.0229616
26059	ERC2	2e-06	0.0224123
2272	FHIT	2e-06	0.0582126
55092	TMEM51	2e-06	0.085855
81553	CYRIA	2e-06	0.0670718
55102	ATG2B	2e-06	0.0370569
8318	CDC45	2e-06	0.0477314
28969	BZW2	3e-06	0.11477
80206	FHOD3	3e-06	0.186836
51142	CHCHD2	3e-06	0.0372221
116028	RMI2	3e-06	0.0509359
55297	CCDC91	3e-06	0.0524909
255631	COL24A1	3e-06	0.0228287
8440	NCK2	3e-06	0.656176
9772	TMEM94	3e-06	11.1457
9358	ITGBL1	3e-06	0.0154277
6598	SMARCB1	3e-06	0.00465265
10225	CD96	3e-06	0.0662754
80148	SLC66A2	3e-06	0.01521
56243	KIAA1217	3e-06	0.0846145
23504	RIMBP2	3e-06	0.182577
6512	SLC1A7	3e-06	0.0495948
56253	CRTAM	4e-06	2.00588
130733	TMEM178A	4e-06	0.0372327
5991	RFX3	4e-06	0.131523
23359	ENTREP2	4e-06	0.42493
90678	LRSAM1	4e-06	0.0530551
285600	KIAA0825	4e-06	0.0295727
55167	MSL2	4e-06	0.616357
9855	FARP2	4e-06	16.1189
9378	NRXN1	4e-06	0.019617
348378	SHISAL2A	4e-06	0.0473864
51430	SUCO	5e-06	0.0772456
57118	CAMK1D	5e-06	0.0285695
4745	NELL1	5e-06	0.0175525
151126	ZNF385B	5e-06	0.0131055
3570	IL6R	5e-06	0.0782242
64478	CSMD1	5e-06	0.0644305
124739	USP43	5e-06	0.0652326
23263	MCF2L	5e-06	0.136847
7082	TJP1	5e-06	0.0149023
9429	ABCG2	5e-06	0.0258677
57630	SH3RF1	5e-06	0.103473
1191	CLU	5e-06	0.0606944
253738	EBF3	6e-06	0.140563
81624	DIAPH3	6e-06	0.0957651
2202	EFEMP1	6e-06	0.0469092
220164	DOK6	6e-06	0.0804995
23683	PRKD3	6e-06	0.0851126
1738	DLD	6e-06	0.0281482
169792	GLIS3	6e-06	0.0519383
81035	COLEC12	6e-06	0.881068
84623	KIRREL3	6e-06	0.0711294
1285	COL4A3	6e-06	0.185064
6653	SORL1	6e-06	0.129898
80731	THSD7B	6e-06	0.0398799
80125	CCDC33	7e-06	0.0374921
1131	CHRM3	7e-06	0.0247358
55786	ZNF415	7e-06	0.0394131
23481	PES1	7e-06	0.0462871
245973	ATP6V1C2	7e-06	0.961832
10979	FERMT2	7e-06	0.0699547
845	CASQ2	7e-06	0.11804
6599	SMARCC1	7e-06	0.0906926
57453	DSCAML1	7e-06	0.0330412
57091	CASS4	7e-06	0.101252
6002	RGS12	7e-06	0.020326
50863	NTM	7e-06	0.0239034
9915	ARNT2	7e-06	0.11539
23729	SHPK	8e-06	2.18237
861	RUNX1	8e-06	0.122274
253832	ZDHHC20	8e-06	0.0140716
6489	ST8SIA1	8e-06	0.147183
26074	CFAP61	8e-06	0.00245811
57419	SLC24A3	9e-06	0.0843459
10040	TOM1L1	9e-06	0.0546489
56980	PRDM10	9e-06	0.0465649
26047	CNTNAP2	9e-06	0.0280017
196527	ANO6	9e-06	0.00669292
83478	ARHGAP24	1e-05	0.0399517
51008	ASCC1	1e-05	0.0225662
948	CD36	1e-05	1.49437
9037	SEMA5A	1e-05	0.0571805
57224	NHSL1	1e-05	0.294605
84186	ZCCHC7	1e-05	0.10565
57545	CC2D2A	1e-05	6.38043
