Entrez	Gene Symbol	P-value	Beta
79068	FTO	2.0000000000000002e-29	0.0712
253461	ZBTB38	1e-13	0.0483
23017	FAIM2	2e-13	0.0503
29919	RMC1	1e-11	0.0442
64771	ILRUN	3e-11	0.0619
8200	GDF5	2e-10	0.0414
1021	CDK6	2e-09	0.0407
9369	NRXN3	3e-09	0.0469
115	ADCY9	1e-08	0.037
5587	PRKD1	2e-08	0.0871
253559	CADM2	2e-08	0.0476
11273	ATXN2L	2e-08	0.0365
1608	DGKG	7e-08	0.0459
134359	POC5	7e-08	0.038
799	CALCR	1e-07	0.0341
55107	ANO1	2e-07	0.169
128869	PIGU	2e-07	0.046
57630	SH3RF1	2e-07	1.7981
100507436	MICA	2e-07	0.0375
2272	FHIT	3e-07	0.0477
9425	CDYL	4e-07	0.8802
54496	PRMT7	4e-07	0.0355
3097	HIVEP2	5e-07	0.0345
84905	ZNF341	1e-06	0.0381
5991	RFX3	1e-06	0.0897
25836	NIPBL	1e-06	0.0314
1740	DLG2	1e-06	0.0458
401145	CCSER1	1e-06	0.3385
94026	POM121L2	2e-06	0.063
6695	SPOCK1	2e-06	1.0101
6249	CLIP1	2e-06	0.0368
4121	MAN1A1	2e-06	0.0474
338811	TAFA2	2e-06	0.3189
11122	PTPRT	2e-06	0.0329
1793	DOCK1	2e-06	0.2266
3084	NRG1	2e-06	1.6178
4782	NFIC	2e-06	0.0326
4773	NFATC2	2e-06	0.1002
5108	PCM1	2e-06	0.0599
23254	KAZN	2e-06	0.1926
84456	L3MBTL3	2e-06	0.0353
51101	ZC2HC1A	3e-06	0.4348
7092	TLL1	3e-06	0.5851
25839	COG4	3e-06	0.2637
116832	RPL39L	3e-06	0.4195
57536	KIAA1328	3e-06	0.9627
3708	ITPR1	3e-06	1.9161
64839	FBXL17	3e-06	0.3785
6869	TACR1	3e-06	0.5988
285220	EPHA6	3e-06	0.2432
29914	UBIAD1	4e-06	0.033
51334	PRR16	4e-06	0.1414
2104	ESRRG	4e-06	0.1243
646262	LACTBL1	4e-06	0.0338
9728	SECISBP2L	4e-06	0.3477
5581	PRKCE	4e-06	0.0356
5607	MAP2K5	4e-06	0.0325
22913	RALY	4e-06	0.0492
25803	SPDEF	4e-06	0.0642
22871	NLGN1	5e-06	0.0442
25914	RTTN	5e-06	1.1285
57614	RELCH	5e-06	0.0476
2309	FOXO3	5e-06	0.0331
1889	ECE1	5e-06	0.1563
2567	GABRG3	6e-06	0.5923
140733	MACROD2	6e-06	1.4457
2308	FOXO1	6e-06	0.035
51061	TXNDC11	6e-06	0.8075
5361	PLXNA1	6e-06	0.0897
9320	TRIP12	6e-06	0.1532
23322	RPGRIP1L	6e-06	1.066
285590	SH3PXD2B	6e-06	0.5386
158038	LINGO2	6e-06	0.0388
774	CACNA1B	6e-06	1.0965
116028	RMI2	6e-06	0.182
54453	RIN2	7e-06	0.6437
64344	HIF3A	7e-06	0.2268
55100	WDR70	7e-06	0.0295
254251	LCORL	7e-06	0.0328
64710	NUCKS1	7e-06	0.0291
2898	GRIK2	7e-06	0.4665
79858	NEK11	8e-06	0.1003
55108	BSDC1	8e-06	0.0459
80731	THSD7B	8e-06	0.2494
85019	TMEM241	8e-06	0.0305
113263	GLCCI1	8e-06	0.0286
57687	VAT1L	8e-06	0.0315
23216	TBC1D1	8e-06	0.4751
5937	RBMS1	9e-06	0.4243
54715	RBFOX1	9e-06	0.0348
445815	PALM2AKAP2	9e-06	0.6575
23624	CBLC	9e-06	0.1085
29119	CTNNA3	9e-06	1.8638
