Entrez	Gene Symbol	P-value	Beta
4035	LRP1	1e-90	1.1126827
63976	PRDM16	7e-71	1.1163261
9457	FHL5	7e-54	1.0876702
221692	PHACTR1	1e-47	1.0802991
4209	MEF2D	3e-41	1.0753573
57419	SLC24A3	9.999999999999999e-29	1.0669541
79783	SUGCT	3.9999999999999994e-28	1.0930161
23245	ASTN2	2e-21	1.0593685
8645	KCNK5	9e-19	1.0519925
9414	TJP2	2e-16	1.0440058
116534	MRGPRE	3e-16	1.0457517
60495	HPSE2	7e-16	1.0868005
10428	CFDP1	5e-14	1.0420084
140688	NOL4L	9e-14	1.0421335
55092	TMEM51	9e-14	1.0408108
10413	YAP1	2e-13	1.0404236
51085	MLXIPL	3e-13	1.0598369
728780	ANKDD1B	9e-13	1.0401729
57674	RNF213	9e-13	1.0404944
5654	HTRA1	1e-12	1.0387634
3632	INPP5A	7e-12	1.0455196
23293	SMG6	1e-10	1.0344595
23613	ZMYND8	1e-10	1.0355141
9902	MRC2	2e-10	1.0382379
3633	INPP5B	3e-10	1.0393463
63892	THADA	4e-10	1.033317
773	CACNA1A	5e-10	1.0337903
79813	EHMT1	6e-10	1.0461785
744	MPPED2	7e-10	1.0373247
28966	SNX24	7e-10	1.0487164
54805	CNNM2	7e-10	1.0366527
58489	ABHD17C	8e-10	1.0363967
57659	ZBTB4	2e-09	1.0504199
490	ATP2B1	2e-09	1.0418781
55626	AMBRA1	2e-09	1.0440768
861	RUNX1	3e-09	1.0320065
5265	SERPINA1	3e-09	1.1173737
2185	PTK2B	3e-09	1.0422407
55083	KIF26B	5e-09	1.0382338
9839	ZEB2	5e-09	1.0421106
29951	PDZRN4	6e-09	1.0424325
127795	C1orf87	6e-09	1.0318826
3693	ITGB5	7e-09	1.0326611
8028	MLLT10	8e-09	1.0345877
23261	CAMTA1	8e-09	1.030267
8444	DYRK3	8e-09	1.0374928
112752	IFT43	9e-09	1.1699371
100526737	RBM14-RBM4	9e-09	1.030707
58499	ZNF462	9e-09	1.0423471
23143	LRCH1	1e-08	1.0348412
22993	HMGXB3	1e-08	1.0482037
57794	SUGP1	1e-08	1.0658803
285237	C3orf38	1e-08	1.042124
9910	RABGAP1L	2e-08	1.0495464
23499	MACF1	2e-08	1.0358403
64324	NSD1	2e-08	1.038647
1743	DLST	2e-08	1.0311865
5321	PLA2G4A	2e-08	1.0311627
125058	TBC1D16	4e-08	1.0305051
9612	NCOR2	4e-08	1.0411054
84126	ATRIP	4e-08	1.0288585
4781	NFIB	4e-08	1.0303855
282996	RBM20	4e-08	1.0297273
3236	HOXD10	5e-08	1.0808287
23554	TSPAN12	5e-08	1.0361739
7049	TGFBR3	5e-08	1.0334462
