Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	7e-121	0.138873
8854	ALDH1A2	2.9999999999999998e-114	0.0965237
85440	DOCK7	3e-105	0.0917563
53345	TM6SF2	1e-62	0.1284
2646	GCKR	1e-55	0.064724
9388	LIPG	4.9999999999999996e-54	0.272485
4018	LPA	7.999999999999999e-42	0.224634
1952	CELSR2	3e-32	0.0580399
3156	HMGCR	9.999999999999999e-29	0.0463297
19	ABCA1	2e-27	0.0496352
255738	PCSK9	4e-27	0.165697
57572	DOCK6	1e-20	0.101934
3106	HLA-B	5e-20	0.0407746
3083	HGFAC	4e-17	0.035128
64241	ABCG8	1e-16	0.0356946
28	ABO	4e-16	0.0424072
5467	PPARD	6e-13	0.0474307
116519	APOA5	7e-13	0.16764
6311	ATXN2	6e-12	0.0277979
158219	TTC39B	7e-12	0.0334374
6580	SLC22A1	2e-11	0.0533161
23788	MTCH2	3e-11	0.027965
220972	MARCHF8	4e-11	0.0320419
55616	ASAP3	1e-10	0.0391707
3990	LIPC	1e-10	0.295413
949	SCARB1	2e-10	0.0258473
23387	SIK3	2e-10	0.0568778
3172	HNF4A	2e-10	0.0748822
7227	TRPS1	5e-10	0.0278828
7332	UBE2L3	6e-10	0.0326814
28983	TMPRSS11E	1e-09	0.0285942
22895	RPH3A	1e-09	0.0275047
2217	FCGRT	2e-09	0.0439839
4482	MSRA	2e-09	0.0243674
4598	MVK	3e-09	0.0248902
23051	ZHX3	4e-09	0.0238504
2524	FUT2	8e-09	0.023926
146456	TMED6	8e-09	0.0570097
8647	ABCB11	1e-08	0.0229768
2444	FRK	2e-08	0.0232763
9701	PPP6R2	2e-08	0.0235066
23460	ABCA6	3e-08	0.0313763
27161	AGO2	4e-08	0.0276942
