Entrez	Gene Symbol	P-value	Beta
81027	TUBB1	8e-228	0.16952397
6311	ATXN2	6.999999999999999e-209	0.10059846
7066	THPO	1e-168	0.1486616
80305	TRABD	1e-133	0.10856329
3717	JAK2	1e-120	0.053099237
578	BAK1	2e-109	0.07077183
94239	H2AZ2	5.0000000000000003e-107	0.0500597
10257	ABCC4	2e-101	0.08975439
9927	MFN2	5e-101	0.048047967
1029	CDKN2A	4e-89	0.04994112
22818	COPZ1	8e-78	0.07052195
10019	SH2B3	7e-77	0.11294513
596	BCL2	4e-76	0.12296316
350	APOH	2e-68	0.1155878
124540	MSI2	1e-64	0.0884289
169981	SPIN3	6.999999999999999e-62	0.038488567
148823	GCSAML	1e-61	0.07597757
10171	RCL1	1e-61	0.043308116
63892	THADA	5e-60	0.07094335
57787	MARK4	6e-59	0.041993663
7015	TERT	2e-58	0.04245118
10906	TRAFD1	5e-55	0.598987
3090	HIC1	4.9999999999999996e-54	0.036917035
91768	CABLES1	8e-52	0.03480064
51272	BET1L	9e-52	0.040959165
85366	MYLK2	7e-51	0.03753816
23293	SMG6	3e-50	0.035499066
64844	MARCHF7	5e-50	0.10136651
3106	HLA-B	2.0000000000000003e-49	0.07311976
10666	CD226	8.000000000000001e-49	0.033286687
63976	PRDM16	5e-48	0.039968148
196740	VSTM4	6e-48	0.038981434
342618	SLFN14	5e-47	0.04281309
5339	PLEC	5e-47	0.03283632
7171	TPM4	1e-46	0.12265325
1523	CUX1	3e-46	0.24572186
9734	HDAC9	4e-41	0.036973964
2078	ERG	2e-40	0.04473189
30845	EHD3	2e-40	0.033452433
23186	RCOR1	8.000000000000001e-39	0.03295915
10420	TESK2	1e-37	0.03392854
1950	EGF	2e-36	0.029119415
80018	NAA25	2e-36	0.985331
57130	ATP13A1	2e-36	0.13342641
861	RUNX1	2e-36	0.055867165
3705	ITPK1	1e-35	0.04488054
161882	ZFPM1	4e-35	0.033496823
5890	RAD51B	4e-35	0.038810365
7297	TYK2	8e-35	0.0688871
11030	RBPMS	6e-34	0.03131791
28	ABO	2e-33	0.055692565
143888	POGLUT3	2e-33	0.028098498
164656	TMPRSS6	6e-33	0.027280316
7132	TNFRSF1A	9.999999999999999e-33	0.027395997
51564	HDAC7	1.9999999999999998e-32	0.07044758
7372	UMPS	1e-31	0.02989388
6643	SNX2	2e-31	0.02647388
9779	TBC1D5	2e-31	0.032291193
2122	MECOM	2e-31	0.051870856
9938	ARHGAP25	3.0000000000000003e-31	0.030269703
348	APOE	6.0000000000000005e-31	0.03638729
57210	SLC45A4	6e-28	0.028786069
10644	IGF2BP2	1e-27	0.027738161
4162	MCAM	1e-27	0.04909083
5341	PLEK	1e-27	0.13116759
29941	PKN3	1e-27	0.034566585
5379	PMS2P1	5e-27	0.03219337
841	CASP8	8e-27	0.027272532
23199	GSE1	9.999999999999999e-27	0.03655658
729830	FHIP1A	9.999999999999999e-27	0.024566256
4330	MN1	3e-26	0.024817122
421	ARVCF	7.999999999999999e-26	0.026242938
6764	DENND2B	3e-25	0.023613393
23495	TNFRSF13B	8.999999999999998e-25	0.17647049
80222	TARS2	3e-24	0.023285741
3899	AFF3	3e-24	0.023938764
79890	RIN3	5e-24	0.029191256
6497	SKI	5e-24	0.022752644
4352	MPL	6e-24	0.4761017
3133	HLA-E	8.000000000000001e-24	0.02398372
80339	PNPLA3	2.0000000000000002e-23	0.027246974
7704	ZBTB16	2.0000000000000002e-23	0.05967892
25953	PNKD	4.0000000000000004e-23	0.022987712
