Entrez	Gene Symbol	Ensembl ID	P-value
11183	MAP4K5	ENSG00000012983	1.4100000000000001e-36
125	ADH1B	ENSG00000196616	7.13e-21
80339	PNPLA3	ENSG00000100344	5.72e-17
84226	C2orf16	ENSG00000221843	1.21e-15
348	APOE	ENSG00000130203	1.83e-15
11321	GPN1	ENSG00000198522	2.8e-15
57678	GPAM	ENSG00000119927	4.28e-13
25813	SAMM50	ENSG00000100347	3.22e-12
8890	EIF2B4	ENSG00000115211	4.47e-10
26291	FGF21	ENSG00000105550	4.85e-10
57159	TRIM54	ENSG00000138100	7.44e-10
26160	IFT172	ENSG00000138002	9.9e-10
29780	PARVB	ENSG00000188677	2.18e-09
4018	LPA	ENSG00000198670	7.96e-09
