Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	1e-200	0.218983
8854	ALDH1A2	1e-200	0.165039
348	APOE	1e-200	0.265793
2646	GCKR	2e-104	0.103181
4023	LPL	1e-100	0.164043
51085	MLXIPL	2e-57	0.108833
51129	ANGPTL4	2e-40	0.221184
7158	TP53BP1	4.0000000000000004e-23	0.146377
63935	PCIF1	5e-21	0.0562631
9415	FADS2	5e-20	0.0446128
22837	COBLL1	7e-15	0.0370786
19	ABCA1	1e-14	0.0408779
4299	AFF1	1e-13	0.0352102
5340	PLG	2e-12	0.0644446
57794	SUGP1	3e-12	0.0613279
10452	TOMM40	3e-11	0.0334421
6927	HNF1A	1e-10	0.0310544
