Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	3e-187	0.1175
9415	FADS2	1e-73	0.0741
4023	LPL	1.0000000000000001e-72	0.0791
19	ABCA1	8e-40	0.0623
146894	CD300LG	1e-35	0.1501
23387	SIK3	9e-34	0.0585
3172	HNF4A	1.9999999999999998e-32	0.1335
85440	DOCK7	3e-32	0.0489
2590	GALNT2	9e-26	0.0573
51129	ANGPTL4	6e-24	0.1518
64771	ILRUN	2e-22	0.0582
55815	TSNAXIP1	1e-21	0.0557
10658	CELF1	4e-21	0.0397
57678	GPAM	5e-21	0.043
64757	MTARC1	9e-20	0.039
949	SCARB1	9e-20	0.0405
10019	SH2B3	1e-19	0.0383
348	APOE	6e-18	0.068
7332	UBE2L3	2e-17	0.0405
220972	MARCHF8	2e-15	0.0357
23499	MACF1	7e-15	0.0341
28983	TMPRSS11E	1e-12	0.0361
158219	TTC39B	3e-12	0.0406
83892	KCTD10	5e-12	0.0276
2646	GCKR	2e-11	0.0277
207	AKT1	6e-11	0.0284
2932	GSK3B	7e-11	0.0259
1810	DR1	8e-11	0.028
9103	FCGR2C	9e-11	0.0275
255738	PCSK9	1e-10	0.094
338328	GPIHBP1	4e-10	0.0313
4018	LPA	5e-10	0.032
23161	SNX13	8e-10	0.0253
84959	UBASH3B	2e-09	0.0244
