Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
1071	CETP	ENSG00000087237	4.22e-93
51085	MLXIPL	ENSG00000009950	3.82e-87
255738	PCSK9	ENSG00000169174	2.0600000000000003e-73
11183	MAP4K5	ENSG00000012983	7.04e-60
8882	ZPR1	ENSG00000109917	8.57e-53
116519	APOA5	ENSG00000110243	4.63e-52
23624	CBLC	ENSG00000142273	7.17e-52
84811	BUD13	ENSG00000137656	1.49e-50
337	APOA4	ENSG00000110244	5.04e-38
338	APOB	ENSG00000084674	3.2800000000000003e-37
23460	ABCA6	ENSG00000154262	6.260000000000001e-35
5049	PAFAH1B2	ENSG00000168092	5.04e-33
51129	ANGPTL4	ENSG00000167772	2.07e-31
5817	PVR	ENSG00000073008	1.66e-30
345	APOC3	ENSG00000110245	2.57e-29
3949	LDLR	ENSG00000130164	1.67e-28
4018	LPA	ENSG00000198670	4.5e-27
146894	CD300LG	ENSG00000161649	1.89e-26
11321	GPN1	ENSG00000198522	2.68e-26
84226	C2orf16	ENSG00000221843	2.69e-26
221037	JMJD1C	ENSG00000171988	4.26e-25
23461	ABCA5	ENSG00000154265	2.08e-21
8890	EIF2B4	ENSG00000115211	8.44e-21
26160	IFT172	ENSG00000138002	1.32e-20
350	APOH	ENSG00000091583	3.45e-19
23173	METAP1	ENSG00000164024	2.21e-18
64241	ABCG8	ENSG00000143921	2.1e-16
78992	YIPF2	ENSG00000130733	1.31e-15
6580	SLC22A1	ENSG00000175003	4.98e-15
64240	ABCG5	ENSG00000138075	7.77e-15
343263	MYBPHL	ENSG00000221986	1.21e-14
728780	ANKDD1B	ENSG00000189045	1.79e-14
10087	CERT1	ENSG00000113163	3.17e-14
84277	DNAJC30	ENSG00000176410	3.96e-14
113201	GOLM2	ENSG00000166734	4.52e-14
94137	RP1L1	ENSG00000183638	7.96e-14
169436	STKLD1	ENSG00000281245	8.62e-13
9919	SEC16A	ENSG00000148396	2.15e-12
125931	CEACAM20	ENSG00000273777	6.16e-12
57159	TRIM54	ENSG00000138100	6.11e-11
83650	SLC35G5	ENSG00000285084	7.44e-11
256006	ANKRD31	ENSG00000145700	8.07e-11
161497	STRC	ENSG00000242866	1.33e-10
23203	PMPCA	ENSG00000165688	1.72e-10
25764	HYPK	ENSG00000242028	2.01e-10
125	ADH1B	ENSG00000196616	2.66e-10
5140	PDE3B	ENSG00000152270	7.18e-10
2923	PDIA3	ENSG00000167004	1.08e-09
80237	ELL3	ENSG00000128886	1.3e-09
117155	CATSPER2	ENSG00000166762	1.37e-09
6621	SNAPC4	ENSG00000165684	1.51e-09
134359	POC5	ENSG00000152359	2.42e-09
1952	CELSR2	ENSG00000143126	2.45e-09
2696	GIPR	ENSG00000010310	2.47e-09
83706	FERMT3	ENSG00000149781	3.04e-09
6494	SIPA1	ENSG00000213445	5.05e-09
8884	SLC5A6	ENSG00000138074	6.42e-09
3837	KPNB1	ENSG00000108424	8.48e-09
353355	ZNF233	ENSG00000159915	9.61e-09
5729	PTGDR	ENSG00000168229	2.23e-07
7772	ZNF229	ENSG00000278318	6.39e-07
