Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.5648
255738	PCSK9	9e-205	0.4444
3949	LDLR	2e-200	0.1951
8854	ALDH1A2	4e-51	0.0617
23383	MAU2	4e-44	0.1155
9415	FADS2	5e-41	0.0553
64241	ABCG8	2e-40	0.1092
9785	DHX38	6e-23	0.0482
8701	DNAH11	6e-23	0.0475
23460	ABCA6	3e-22	0.1642
29881	NPC1L1	1e-20	0.0505
19	ABCA1	2e-19	0.042
8882	ZPR1	1e-18	0.0502
3482	IGF2R	3e-18	0.0677
126695	KDF1	2e-16	0.1057
5265	SERPINA1	2e-16	0.1249
55219	MACO1	2e-15	0.0322
2646	GCKR	6e-15	0.0321
6484	ST3GAL4	7e-15	0.0536
9388	LIPG	5e-13	0.1436
85363	TRIM5	5e-13	0.0531
144108	SPTY2D1	9e-13	0.0307
675	BRCA2	8e-12	0.0329
5468	PPARG	8e-12	0.0279
7227	TRPS1	1e-11	0.03
350	APOH	1e-11	0.0943
28983	TMPRSS11E	3e-11	0.0332
57523	NYNRIN	3e-11	0.0266
84310	C7orf50	8e-11	0.0365
10444	ZER1	5e-10	0.0394
3172	HNF4A	9e-10	0.0699
