Entrez	Gene Symbol	P-value	Beta
55843	ARHGAP15	9e-110	0.15
148641	SLC35F3	2e-52	0.11
57512	GPR158	1e-38	0.07
728215	NALF1	1e-38	0.09
222234	FAM185A	4.9999999999999996e-26	0.06
55100	WDR70	3e-22	0.06
83716	CRISPLD2	4e-20	0.05
2006	ELN	3e-19	0.06
28	ABO	3e-19	0.05
116931	MED12L	3e-19	0.05
6281	S100A10	3e-19	0.05
783	CACNB2	1e-18	0.05
797	CALCB	3e-18	0.05
11060	WWP2	6e-18	0.07
256158	HMCN2	9e-18	0.15
123591	TMEM266	1e-17	0.06
1292	COL6A2	2e-17	0.05
658	BMPR1B	2e-15	0.04
5125	PCSK5	8e-15	0.04
7145	TNS1	4e-14	0.05
1140	CHRNB1	9e-14	0.04
26051	PPP1R16B	9e-14	0.04
79109	MAPKAP1	1e-13	0.04
10283	CWC27	2e-13	0.05
131965	METTL6	3e-13	0.07
9637	FEZ2	4e-13	0.04
8292	COLQ	5e-13	0.05
55107	ANO1	7e-13	0.04
11344	TWF2	8e-13	0.05
63895	PIEZO2	9e-13	0.04
9644	SH3PXD2A	1e-12	0.04
55083	KIF26B	1e-12	0.05
64105	CENPK	1e-11	0.04
23085	ERC1	2e-11	0.04
64399	HHIP	4e-11	0.06
7227	TRPS1	6e-11	0.04
80790	CMIP	8e-11	0.04
3206	HOXA10	1e-10	0.04
55007	FAM118A	1e-10	0.04
60312	AFAP1	1e-10	0.04
4052	LTBP1	2e-10	0.05
81532	MOB2	3e-10	0.04
65059	RAPH1	3e-10	0.03
59338	PLEKHA1	3e-10	0.08
23787	MTCH1	3e-10	0.09
5592	PRKG1	5e-10	0.04
84619	ZGPAT	5e-10	0.04
25855	BRMS1	8e-10	0.03
23140	ZZEF1	1e-09	0.07
6091	ROBO1	2e-09	0.04
196740	VSTM4	2e-09	0.04
25777	SUN2	2e-09	0.04
161835	FSIP1	2e-09	0.04
686	BTD	2e-09	0.06
800	CALD1	2e-09	0.04
8028	MLLT10	2e-09	0.03
3720	JARID2	2e-09	0.08
23387	SIK3	3e-09	0.06
392617	ELFN1	4e-09	0.04
10071	MUC12	5e-09	0.05
4166	CHST6	6e-09	0.03
23293	SMG6	6e-09	0.03
80210	ARMC9	7e-09	0.03
4661	MYT1	7e-09	0.04
28966	SNX24	1e-08	0.03
256764	WDR72	1e-08	0.04
8398	PLA2G6	1e-08	0.03
10951	CBX1	2e-08	0.04
1730	DIAPH2	2e-08	0.04
5784	PTPN14	2e-08	0.03
392	ARHGAP1	2e-08	0.04
6239	RREB1	2e-08	0.05
64283	ARHGEF28	2e-08	0.03
6550	SLC9A3	2e-08	0.07
80333	KCNIP4	2e-08	0.03
90627	STARD13	2e-08	0.03
9780	PIEZO1	3e-08	0.03
79817	MOB3B	3e-08	0.03
5195	PEX14	4e-08	0.06
221895	JAZF1	4e-08	0.03
9658	ZNF516	5e-08	0.03
286133	SCARA5	5e-08	0.05
