Entrez	Gene Symbol	Ensembl ID	P-value
100423062	IGLL5	ENSG00000254709	2.9999999999999995e-54
22821	RASA3	ENSG00000280477	3e-20
5922	RASA2	ENSG00000155903	4e-18
8877	SPHK1	ENSG00000176170	6e-13
11200	CHEK2	ENSG00000183765	9e-12
23218	NBEAL2	ENSG00000160796	1e-11
3683	ITGAL	ENSG00000005844	1e-11
10235	RASGRP2	ENSG00000068831	7e-11
56848	SPHK2	ENSG00000063176	8e-11
23253	ANKRD12	ENSG00000101745	8e-11
10019	SH2B3	ENSG00000111252	1e-10
8698	S1PR4	ENSG00000125910	2e-10
4615	MYD88	ENSG00000172936	4e-10
55843	ARHGAP15	ENSG00000075884	7e-09
22904	SBNO2	ENSG00000278788	7e-09
2870	GRK6	ENSG00000198055	3e-08
374403	TBC1D10C	ENSG00000175463	3e-08
3717	JAK2	ENSG00000096968	3e-08
6793	STK10	ENSG00000072786	2e-07
59307	SIGIRR	ENSG00000185187	2e-07
7412	VCAM1	ENSG00000162692	2e-07
7852	CXCR4	ENSG00000121966	3e-07
54790	TET2	ENSG00000168769	4e-07
472	ATM	ENSG00000149311	4e-07
197358	NLRC3	ENSG00000167984	3e-06
23526	ARHGAP45	ENSG00000180448	3e-06
64766	S100PBP	ENSG00000116497	3e-06
156	GRK2	ENSG00000173020	4e-06
1901	S1PR1	ENSG00000170989	4e-06
2516	NR5A1	ENSG00000136931	6e-06
27250	PDCD4	ENSG00000150593	6e-06
150468	CKAP2L	ENSG00000169607	7e-06
5310	PKD1	ENSG00000008710	1e-05
64926	RASAL3	ENSG00000105122	3e-05
10146	G3BP1	ENSG00000145907	3e-05
22890	ZBTB1	ENSG00000126804	3e-05
84166	NLRC5	ENSG00000140853	4e-05
9402	GRAP2	ENSG00000100351	4e-05
6093	ROCK1	ENSG00000067900	4e-05
8879	SGPL1	ENSG00000166224	5e-05
54518	APBB1IP	ENSG00000077420	5e-05
2529	FUT7	ENSG00000180549	6e-05
23370	ARHGEF18	ENSG00000104880	8e-05
