Entrez	Gene Symbol	P-value	Beta
84629	TNRC18	6e-61	0.7881
149233	IL23R	8.000000000000001e-49	0.452
327	APEH	1e-36	0.1645
2859	GPR35	9e-33	0.163
22806	IKZF3	9.999999999999999e-33	0.1374
150962	PUS10	1.9999999999999997e-28	0.1427
6774	STAT3	5e-20	0.1158
6621	SNAPC4	2e-18	0.1052
345611	IRGM	6e-18	0.144
400935	IL17REL	1e-17	0.1014
2768	GNA12	1e-16	0.1064
8764	TNFRSF14	6e-16	0.0936
8809	IL18R1	5e-15	0.0914
2581	GALC	1e-13	0.1345
6097	RORC	2e-12	0.1015
2494	NR5A2	3e-12	0.1477
4046	LSP1	2e-11	0.0847
5579	PRKCB	2e-11	0.0932
64784	CRTC3	2e-11	0.1362
84458	LCOR	3e-11	0.1605
9516	LITAF	3e-11	0.0769
1788	DNMT3A	4e-11	0.084
54901	CDKAL1	1e-10	0.0908
5771	PTPN2	2e-10	0.0904
9180	OSMR	2e-10	0.0739
4088	SMAD3	2e-10	0.0931
57222	ERGIC1	4e-10	0.0784
84072	HORMAD1	5e-10	0.0755
7297	TYK2	5e-10	0.1405
940	CD28	6e-10	0.1134
1997	ELF1	7e-10	0.1564
253430	IPMK	2e-09	0.0829
150280	HORMAD2	2e-09	0.0698
81669	CCNL2	4e-09	0.0932
85007	PHYKPL	9e-09	0.1443
3676	ITGA4	1e-08	0.0688
283450	HECTD4	2e-08	0.0758
9404	LPXN	2e-08	0.0896
5129	CDK18	2e-08	0.0739
639	PRDM1	2e-08	0.0679
7227	TRPS1	2e-08	0.0702
8945	BTRC	2e-08	0.2028
1611	DAP	3e-08	0.0675
4026	LPP	3e-08	0.0884
5336	PLCG2	4e-08	0.1932
1912	PHC2	4e-08	0.0646
51564	HDAC7	6e-08	0.0693
57178	ZMIZ1	8e-08	0.0646
116984	ARAP2	1e-07	0.0637
256987	SERINC5	1e-07	0.0633
51741	WWOX	2e-07	0.083
22904	SBNO2	2e-07	0.0725
337867	UBAC2	3e-07	0.082
8631	SKAP1	3e-07	0.0746
923	CD6	4e-07	0.0653
124491	TMEM170A	5e-07	0.0587
27086	FOXP1	6e-07	0.0743
274	BIN1	6e-07	0.0592
140688	NOL4L	7e-07	0.0649
128611	ZNF831	8e-07	0.061
8454	CUL1	1e-06	0.0601
80762	NDFIP1	1e-06	0.0575
64332	NFKBIZ	2e-06	0.0624
7049	TGFBR3	2e-06	0.0742
23051	ZHX3	3e-06	0.0766
55520	ELAC1	3e-06	0.0577
11113	CIT	4e-06	0.1097
3559	IL2RA	5e-06	0.0743
79934	COQ8B	5e-06	0.055
4925	NUCB2	6e-06	0.0635
5788	PTPRC	7e-06	0.08
