Entrez	Gene Symbol	P-value	Beta
10019	SH2B3	4.0000000000000005e-298	0.0652
3567	IL5	2.0000000000000002e-159	0.0551
51274	KLF3	4e-101	0.0458
861	RUNX1	3e-79	0.0637
23274	CLEC16A	5.999999999999998e-76	0.0322
10767	HBS1L	3e-73	0.0334
6464	SHC1	4e-57	0.1765
60468	BACH2	5e-52	0.0277
1021	CDK6	7e-51	0.0382
80762	NDFIP1	2e-48	0.0269
2029	ENSA	2.9999999999999997e-47	0.0295
596	BCL2	1e-46	0.0744
30008	EFEMP2	2e-40	0.0223
1053	CEBPE	2e-40	0.0217
10581	IFITM2	2e-35	0.0222
23135	KDM6B	6e-35	0.0533
5468	PPARG	2.0000000000000003e-34	0.0203
1902	LPAR1	3e-34	0.0205
3566	IL4R	5e-34	0.0206
54518	APBB1IP	2e-33	0.0211
8794	TNFRSF10C	4e-31	0.0226
4025	LPO	5e-31	0.2532
2186	BPTF	2.0000000000000002e-29	0.0228
2720	GLB1	6e-29	0.0187
51676	ASB2	9.999999999999999e-29	0.0399
161882	ZFPM1	1e-27	0.0198
3568	IL5RA	3e-27	0.0205
6911	TBX6	7e-26	0.0176
5728	PTEN	7e-26	0.0176
23308	ICOSLG	8.999999999999998e-25	0.0178
1795	DOCK3	5e-24	0.0243
55809	TRERF1	7.000000000000001e-24	0.0241
4026	LPP	9e-24	0.0192
6778	STAT6	3e-23	0.0276
4088	SMAD3	4.0000000000000004e-23	0.0201
55636	CHD7	4.0000000000000004e-23	0.0209
81858	SHARPIN	5e-23	0.0357
473	RERE	7.000000000000001e-23	0.0169
2687	GGT5	2e-22	0.0188
59269	HIVEP3	4e-22	0.016
4345	CD200	1e-21	0.0157
9844	ELMO1	1e-21	0.028
3635	INPP5D	2e-21	0.0193
472	ATM	3e-21	0.0156
10394	PRG3	4e-21	0.0309
132612	ADAD1	4e-21	0.018
3716	JAK1	2e-20	0.026
50	ACO2	6e-20	0.0204
5293	PIK3CD	7e-20	0.016
23526	ARHGAP45	1e-19	0.0274
23765	IL17RA	1e-19	0.105
146198	ZFP90	9e-19	0.0177
23228	PLCL2	3e-18	0.0182
2316	FLNA	8e-17	0.0137
8019	BRD3	8e-17	0.0153
23387	SIK3	1e-16	0.0283
79890	RIN3	1e-16	0.0147
196	AHR	2e-16	0.0139
84969	TOX2	4e-16	0.0151
55892	MYNN	5e-16	0.0152
6238	RRBP1	7e-16	0.0135
1870	E2F2	1e-15	0.0131
22823	MTF2	2e-15	0.0153
91445	RNF185	2e-15	0.0137
940	CD28	3e-15	0.0254
5913	RAPSN	5e-15	0.0139
3559	IL2RA	7e-15	0.0524
55196	RESF1	7e-15	0.0165
3656	IRAK2	8e-15	0.0291
1373	CPS1	9e-15	0.0141
1859	DYRK1A	1e-14	0.0209
146894	CD300LG	2e-14	0.0382
10301	DLEU1	2e-14	0.0217
28960	DCPS	3e-14	0.0156
651746	ANKRD33B	4e-14	0.0157
7090	TLE3	5e-14	0.0239
6387	CXCL12	7e-14	0.0176
581	BAX	8e-14	0.0197
6095	RORA	1e-13	0.0173
10219	KLRG1	1e-13	0.0122
84166	NLRC5	2e-13	0.0126
5465	PPARA	2e-13	0.0208
26094	DCAF4	3e-13	0.013
57149	LYRM1	4e-13	0.0134
10318	TNIP1	5e-13	0.0138
7292	TNFSF4	6e-13	0.0126
5770	PTPN1	9e-13	0.0213
2901	GRIK5	1e-12	0.03
83605	CCM2	1e-12	0.0132
8912	CACNA1H	2e-12	0.0135
4092	SMAD7	2e-12	0.0163
10666	CD226	3e-12	0.0114
2078	ERG	3e-12	0.0427
11262	SP140	4e-12	0.0156
8099	CDK2AP1	6e-12	0.018
57187	THOC2	6e-12	0.0104
4087	SMAD2	7e-12	0.0284
1232	CCR3	9e-12	0.1788
7158	TP53BP1	1e-11	0.0144
3663	IRF5	2e-11	0.0112
29091	STXBP6	2e-11	0.0113
115727	RASGRP4	2e-11	0.0235
200734	SPRED2	3e-11	0.012
374900	ZNF568	4e-11	0.0128
3026	HABP2	5e-11	0.0287
1523	CUX1	5e-11	0.0128
10584	COLEC10	6e-11	0.0126
55612	FERMT1	6e-11	0.0201
51291	GMIP	7e-11	0.0111
3706	ITPKA	7e-11	0.011
3707	ITPKB	7e-11	0.0114
919	CD247	1e-10	0.0113
2677	GGCX	1e-10	0.0112
92	ACVR2A	1e-10	0.0118
1390	CREM	1e-10	0.0113
56952	PRTFDC1	2e-10	0.0116
10402	ST3GAL6	2e-10	0.0129
7132	TNFRSF1A	3e-10	0.0104
10743	RAI1	4e-10	0.0108
115701	ALPK2	4e-10	0.0128
55107	ANO1	5e-10	0.0105
63892	THADA	6e-10	0.0205
53347	UBASH3A	8e-10	0.0156
317649	EIF4E3	8e-10	0.0112
51496	CTDSPL2	9e-10	0.0295
