Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	0.0	0.2179
348	APOE	0.0	0.6015
10452	TOMM40	0.0	0.1897
4059	BCAM	0.0	0.302
3949	LDLR	0.0	0.2412
255738	PCSK9	0.0	0.4782
53345	TM6SF2	3e-228	0.1453
4018	LPA	9e-193	0.1334
26974	ZNF285	1e-164	0.1709
28	ABO	1e-157	0.083
338	APOB	1e-155	0.1631
6597	SMARCA4	1e-155	0.0729
1952	CELSR2	1e-139	0.0605
341	APOC1	3e-137	0.2101
25959	KANK2	1e-136	0.0633
6301	SARS1	3e-136	0.1164
343263	MYBPHL	3e-115	0.0982
3250	HPR	3e-112	0.0683
2646	GCKR	2e-105	0.0536
94039	ZNF101	5.999999999999999e-97	0.0874
116519	APOA5	7e-89	0.0982
23358	USP24	7e-87	0.2093
1785	DNM2	2e-83	0.0501
64241	ABCG8	1e-62	0.0515
100129278	TDRD15	2e-61	0.1009
84722	PSRC1	5.0000000000000005e-61	0.0967
10053	AP1M2	2e-59	0.0798
93436	ARMC6	1e-55	0.0868
6484	ST3GAL4	3.9999999999999995e-54	0.0692
1762	DMWD	4e-53	0.1477
7769	ZNF226	8e-51	0.0663
60526	LDAH	1e-48	0.0895
169436	STKLD1	2e-47	0.0605
432	ASGR1	9e-46	0.0434
147841	SPC24	8.000000000000001e-45	0.0411
350	APOH	2e-40	0.0937
3482	IGF2R	9e-38	0.0612
1071	CETP	2e-37	0.0373
2773	GNAI3	6e-35	0.1068
6580	SLC22A1	5e-34	0.1094
6581	SLC22A3	6e-34	0.158
29989	OBP2B	9e-34	0.0476
284348	LYPD5	2e-33	0.079
134359	POC5	8e-33	0.0347
10349	ABCA10	9e-33	0.0424
6582	SLC22A2	9.999999999999999e-33	0.0417
10498	CARM1	2e-31	0.0382
2523	FUT1	2.0000000000000002e-29	0.0298
10221	TRIB1	3e-29	0.0348
3172	HNF4A	4.0000000000000003e-29	0.0773
9785	DHX38	9.999999999999999e-29	0.0907
342372	PKD1L3	1.9999999999999997e-28	0.036
9415	FADS2	1e-27	0.0392
675	BRCA2	6e-27	0.0255
5971	RELB	3e-26	0.0262
51301	GCNT4	3e-24	0.0405
164	AP1G1	8.000000000000001e-24	0.0549
51141	INSIG2	2.0000000000000002e-23	0.0465
125	ADH1B	3e-23	0.0774
342908	ZNF404	3e-23	0.0974
8439	NSMAF	3e-23	0.0263
6311	ATXN2	1e-22	0.0236
8701	DNAH11	1e-22	0.0232
271	AMPD2	3e-22	0.1158
114609	TIRAP	7e-22	0.0807
84875	PARP10	8e-22	0.0234
1209	CLPTM1	5e-21	0.0306
51143	DYNC1LI1	5e-21	0.0414
728780	ANKDD1B	1e-20	0.0448
6272	SORT1	2e-20	0.0887
51092	SIDT2	3e-20	0.0361
23387	SIK3	4e-20	0.0354
3098	HK1	5e-20	0.0324
57535	ELAPOR1	9e-20	0.0373
9388	LIPG	2e-19	0.0941
337	APOA4	2e-19	0.0861
11129	CLASRP	4e-19	0.0603
130271	PLEKHH2	1e-18	0.0405
949	SCARB1	2e-18	0.0296
463	ZFHX3	2e-18	0.0501
7150	TOP1	3e-18	0.0281
28983	TMPRSS11E	4e-18	0.0231
5608	MAP2K6	4e-18	0.0602
9101	USP8	8e-18	0.0352
8189	SYMPK	1e-17	0.0376
5781	PTPN11	1e-17	0.0208
9516	LITAF	2e-17	0.039
7227	TRPS1	2e-17	0.0211
51085	MLXIPL	9e-17	0.0489
6734	SRPRA	1e-16	0.0308
23369	PUM2	2e-16	0.0236
9310	ZNF235	2e-16	0.0862
64757	MTARC1	3e-16	0.0196
84971	ATG4D	4e-16	0.0345
5578	PRKCA	5e-16	0.0611
57035	RSRP1	7e-16	0.0224
56895	AGPAT4	1e-15	0.0574
29886	SNX8	1e-15	0.1584
19	ABCA1	2e-15	0.0264
83449	PMFBP1	2e-15	0.0727
5265	SERPINA1	3e-15	0.0446
8854	ALDH1A2	5e-15	0.0235
4547	MTTP	6e-15	0.066
147699	PPM1N	7e-15	0.0294
6884	TAF13	1e-14	0.0382
64240	ABCG5	1e-14	0.0213
84868	HAVCR2	2e-14	0.0232
37	ACADVL	2e-14	0.0311
255809	C19orf38	3e-14	0.0355
23621	BACE1	3e-14	0.058
91937	TIMD4	3e-14	0.0336
3083	HGFAC	3e-14	0.0303
9033	PKD2L1	7e-14	0.0235
57404	CYP20A1	1e-13	0.0254
9545	RAB3D	1e-13	0.048
10087	CERT1	1e-13	0.0543
57153	SLC44A2	1e-13	0.023
57718	PPP4R4	2e-13	0.0447
23011	RAB21	2e-13	0.0639
2524	FUT2	3e-13	0.0349
5335	PLCG1	3e-13	0.0403
81890	QTRT1	3e-13	0.0396
51657	STYXL1	4e-13	0.0231
57463	AMIGO1	4e-13	0.105
3995	FADS3	4e-13	0.0197
4690	NCK1	5e-13	0.0212
