Entrez	Gene Symbol	P-value	Beta
2646	GCKR	2e-144	0.106394
8882	ZPR1	5e-130	0.145494
8854	ALDH1A2	5e-122	0.100722
85440	DOCK7	6.999999999999999e-84	0.0824895
4018	LPA	2e-76	0.309662
57794	SUGP1	3e-52	0.117425
51085	MLXIPL	4e-43	0.069736
338	APOB	4.999999999999999e-32	0.0479441
9388	LIPG	1.9999999999999997e-28	0.196646
116519	APOA5	1.0000000000000001e-23	0.236383
19	ABCA1	4e-15	0.0363629
57572	DOCK6	5e-15	0.0865727
746	TMEM258	8e-15	0.0330544
1071	CETP	3e-13	0.0388432
22837	COBLL1	7e-13	0.0299221
26291	FGF21	2e-12	0.030032
3990	LIPC	3e-12	0.323607
4598	MVK	2e-11	0.0283753
6927	HNF1A	3e-11	0.0279927
3083	HGFAC	4e-11	0.0277641
23387	SIK3	6e-11	0.0587495
7405	UVRAG	1e-10	0.0456634
1952	CELSR2	1e-10	0.0317661
51426	POLK	2e-10	0.0267472
6580	SLC22A1	2e-10	0.0507871
55616	ASAP3	3e-10	0.0388345
4299	AFF1	3e-10	0.0320809
51129	ANGPTL4	4e-10	0.0910716
54536	EXOC6	2e-09	0.0251196
10274	STAG1	5e-09	0.0263328
4482	MSRA	6e-09	0.0237001
255738	PCSK9	1e-08	0.0882842
6581	SLC22A3	3e-08	0.0729443
158219	TTC39B	4e-08	0.025975
9701	PPP6R2	4e-08	0.0231042
3250	HPR	5e-08	0.0284117
