Entrez	Gene Symbol	P-value	Beta
463	ZFHX3	1e-146	0.1846
9148	NEURL1	9e-77	0.1426
857	CAV1	1e-73	0.1068
23066	CAND2	5e-35	0.0753
23177	CEP68	1e-33	0.0722
84909	AOPEP	1e-33	0.0716
26010	SPATS2L	9e-31	0.0687
9472	AKAP6	3e-30	0.0747
89797	NAV2	7e-28	0.0726
221656	KDM1B	6e-25	0.0691
3781	KCNN2	6e-24	0.0616
387119	CEP85L	7e-22	0.0661
3752	KCND3	1e-20	0.0779
1026	CDKN1A	7e-20	0.0701
7456	WIPF1	2e-19	0.0529
83938	LRMDA	4e-18	0.0634
79658	ARHGAP10	6e-18	0.0957
64395	GMCL1	6e-18	0.0506
221035	REEP3	8e-17	0.049
23039	XPO7	2e-16	0.0751
5318	PKP2	2e-16	0.0689
3797	KIF3C	3e-16	0.0612
8082	SSPN	3e-16	0.0533
54897	CASZ1	4e-16	0.0496
845	CASQ2	2e-15	0.0468
7068	THRB	2e-15	0.0509
1607	DGKB	3e-15	0.0529
817	CAMK2D	4e-15	0.0542
8110	DPF3	4e-15	0.0478
26018	LRIG1	1e-14	0.0476
6123	RPL3L	1e-14	0.0579
6310	ATXN1	2e-14	0.049
2042	EPHA3	2e-14	0.047
3757	KCNH2	5e-14	0.0563
51807	TUBA8	9e-14	0.0469
4624	MYH6	1e-13	0.0471
23036	ZNF292	1e-13	0.044
3480	IGF1R	3e-13	0.0435
27145	FILIP1	4e-13	0.0665
152002	XXYLT1	7e-13	0.0484
10418	SPON1	7e-13	0.0432
5747	PTK2	1e-12	0.0416
4092	SMAD7	1e-12	0.0443
6586	SLIT3	4e-12	0.0858
84700	MYO18B	1e-11	0.0411
28965	SLC27A6	1e-11	0.0565
29915	HCFC2	2e-11	0.0511
4137	MAPT	2e-11	0.0414
85449	KIAA1755	2e-11	0.0391
2066	ERBB4	3e-11	0.0423
8022	LHX3	6e-11	0.0425
5523	PPP2R3A	8e-11	0.0396
23150	FRMD4B	9e-11	0.0394
22955	SCMH1	1e-10	0.0394
2702	GJA5	4e-10	0.0433
9586	CREB5	4e-10	0.0451
23353	SUN1	6e-10	0.0372
282996	RBM20	7e-10	0.0554
57178	ZMIZ1	8e-10	0.0398
1021	CDK6	8e-10	0.0417
84660	CCDC62	1e-09	0.0513
79741	CCDC7	1e-09	0.0524
132660	LIN54	1e-09	0.0359
9948	WDR1	1e-09	0.0378
64710	NUCKS1	2e-09	0.0353
29998	BICRA	2e-09	0.0381
4629	MYH11	2e-09	0.0383
4772	NFATC1	3e-09	0.0372
23013	SPEN	5e-09	0.0585
11278	KLF12	6e-09	0.0357
222256	CDHR3	7e-09	0.0372
55777	MBD5	8e-09	0.0345
5430	POLR2A	9e-09	0.0338
9612	NCOR2	1e-08	0.0439
8451	CUL4A	2e-08	0.0378
92597	MOB1B	2e-08	0.0339
9736	USP34	2e-08	0.0334
6786	STIM1	3e-08	0.0322
23316	CUX2	3e-08	0.0538
54873	PALMD	3e-08	0.0349
57666	FBRSL1	4e-08	0.0344
2131	EXT1	4e-08	0.0411
221154	MICU2	4e-08	0.0329
81575	APOLD1	5e-08	0.0497
150365	MEI1	4e-07	0.0316
10529	NEBL	6e-06	0.0527
