Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	0.0	0.1615
4023	LPL	3e-141	0.1113
9415	FADS2	8e-104	0.0886
348	APOE	2e-68	0.0975
146894	CD300LG	4e-47	0.1746
51129	ANGPTL4	1e-43	0.2086
51085	MLXIPL	4.999999999999999e-32	0.0592
10062	NR1H3	4.9999999999999996e-26	0.0434
57572	DOCK6	3e-23	0.0868
949	SCARB1	8.000000000000001e-23	0.0439
22837	COBLL1	2e-21	0.0386
57678	GPAM	1e-18	0.0395
57610	RANBP10	1e-17	0.0523
23499	MACF1	3e-17	0.037
2646	GCKR	1e-16	0.0334
19	ABCA1	3e-16	0.0385
64757	MTARC1	5e-16	0.0345
54887	BLTP3A	1e-15	0.0487
23042	PDXDC1	2e-14	0.0339
7227	TRPS1	6e-14	0.0311
84870	RSPO3	2e-13	0.0686
83892	KCTD10	2e-13	0.0297
3117	HLA-DQA1	1e-12	0.0313
7332	UBE2L3	2e-12	0.0337
220972	MARCHF8	2e-11	0.0318
23161	SNX13	2e-10	0.0264
4018	LPA	3e-10	0.0433
168537	GIMAP7	6e-10	0.0279
