Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.349375
10452	TOMM40	4e-161	0.358087
8882	ZPR1	1e-111	0.150255
4023	LPL	9e-75	0.13793
51085	MLXIPL	2e-70	0.119606
4018	LPA	1e-61	0.138721
8854	ALDH1A2	8e-57	0.07887
2646	GCKR	1e-46	0.0666421
1952	CELSR2	2e-38	0.070797
28	ABO	2e-35	0.0729195
23460	ABCA6	2e-35	0.189608
146894	CD300LG	8e-22	0.124009
350	APOH	8e-19	0.117098
7158	TP53BP1	4e-17	0.125871
221037	JMJD1C	9e-17	0.0377611
23387	SIK3	1e-14	0.176131
64241	ABCG8	1e-13	0.0679453
3117	HLA-DQA1	3e-13	0.0353531
85440	DOCK7	3e-12	0.0330854
22837	COBLL1	5e-12	0.0330477
80790	CMIP	3e-11	0.0329346
3949	LDLR	2e-10	0.0294097
6311	ATXN2	5e-10	0.0282344
6002	RGS12	5e-10	0.0286894
255738	PCSK9	8e-10	0.0291494
