Entrez	Gene Symbol	Ensembl ID	P-value
116085	SLC22A12	ENSG00000197891	1.36e-20
9429	ABCG2	ENSG00000118777	1.52e-09
79068	FTO	ENSG00000140718	2.66e-06
55867	SLC22A11	ENSG00000168065	3.08e-06
2220	FCN2	ENSG00000160339	3.63e-06
1632	ECI1	ENSG00000167969	6.7e-06
7837	PXDN	ENSG00000130508	8.08e-06
7385	UQCRC2	ENSG00000140740	1.11e-05
55799	CACNA2D3	ENSG00000157445	1.63e-05
57835	SLC4A5	ENSG00000188687	1.9e-05
440590	ZYG11A	ENSG00000203995	2.55e-05
8550	MAPKAPK5	ENSG00000089022	2.7e-05
10321	CRISP3	ENSG00000096006	3.03e-05
4218	RAB8A	ENSG00000167461	3.19e-05
8503	PIK3R3	ENSG00000117461	3.2e-05
30	ACAA1	ENSG00000060971	3.21e-05
6506	SLC1A2	ENSG00000110436	3.25e-05
8927	BSN	ENSG00000164061	3.3e-05
23639	DNAAF11	ENSG00000129295	3.87e-05
57125	PLXDC1	ENSG00000161381	3.98e-05
342132	ZNF774	ENSG00000196391	4.22e-05
54981	NMRK1	ENSG00000106733	4.77e-05
2323	FLT3LG	ENSG00000090554	5.01e-05
27154	BRPF3	ENSG00000096070	5.13e-05
9943	OXSR1	ENSG00000172939	5.14e-05
55101	DMAC2	ENSG00000105341	5.32e-05
29842	TFCP2L1	ENSG00000115112	5.43e-05
399473	SPRED3	ENSG00000188766	5.6e-05
3200	HOXA3	ENSG00000105997	6.32e-05
50862	RNF141	ENSG00000110315	6.64e-05
53632	PRKAG3	ENSG00000115592	6.65e-05
84947	SERAC1	ENSG00000122335	6.87e-05
10561	IFI44	ENSG00000137965	7.02e-05
26133	TRPC4AP	ENSG00000100991	7.08e-05
56133	PCDHB2	ENSG00000112852	7.45e-05
122748	OR11H6	ENSG00000176219	7.47e-05
5207	PFKFB1	ENSG00000158571	7.51e-05
1080	CFTR	ENSG00000001626	7.58e-05
196	AHR	ENSG00000106546	7.78e-05
5757	PTMA	ENSG00000187514	8.5e-05
4824	NKX3-1	ENSG00000167034	8.68e-05
9247	GCM2	ENSG00000124827	8.74e-05
441024	MTHFD2L	ENSG00000163738	9.2e-05
