Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.3459
8854	ALDH1A2	2e-238	0.1327
255738	PCSK9	3e-136	0.3616
9415	FADS2	3e-90	0.0821
85440	DOCK7	3.9999999999999997e-32	0.0487
64240	ABCG5	5e-28	0.0896
9785	DHX38	5e-20	0.0448
3482	IGF2R	3e-19	0.0693
8701	DNAH11	8e-18	0.041
2646	GCKR	1e-17	0.0352
29881	NPC1L1	2e-16	0.0441
23460	ABCA6	4e-15	0.133
84310	C7orf50	6e-15	0.0434
350	APOH	8e-15	0.108
126695	KDF1	2e-14	0.0977
4023	LPL	2e-14	0.0341
5265	SERPINA1	5e-14	0.0339
7227	TRPS1	1e-13	0.0324
388323	GLTPD2	1e-13	0.1398
675	BRCA2	1e-13	0.0352
28983	TMPRSS11E	3e-13	0.0368
6484	ST3GAL4	4e-13	0.0527
144108	SPTY2D1	6e-13	0.0307
55219	MACO1	1e-12	0.0284
6311	ATXN2	1e-11	0.0275
29116	MYLIP	6e-11	0.0267
54899	PXK	3e-10	0.0434
