Entrez	Gene Symbol	Ensembl ID	P-value
10661	KLF1	ENSG00000105610	7.87e-46
5589	PRKCSH	ENSG00000130175	1.09e-30
10723	SLC12A7	ENSG00000276482	1.9500000000000002e-29
3313	HSPA9	ENSG00000113013	2.36e-24
3043	HBB	ENSG00000244734	3.8700000000000004e-21
345	APOC3	ENSG00000110245	1.27e-19
164656	TMPRSS6	ENSG00000187045	4.37e-17
10483	SEC23B	ENSG00000101310	5.26e-17
85409	NKD2	ENSG00000276920	8.91e-15
7037	TFRC	ENSG00000072274	1.51e-13
81628	TSC22D4	ENSG00000166925	1.69e-12
1677	DFFB	ENSG00000169598	4.24e-12
340024	SLC6A19	ENSG00000174358	9.86e-12
3717	JAK2	ENSG00000096968	1.32e-11
286	ANK1	ENSG00000029534	1.52e-10
327	APEH	ENSG00000164062	2.15e-10
3931	LCAT	ENSG00000213398	2.15e-10
2766	GMPR	ENSG00000137198	4.51e-10
147138	TMC8	ENSG00000167895	5.91e-10
10615	SPAG5	ENSG00000076382	2.91e-09
171023	ASXL1	ENSG00000171456	5.03e-09
10107	TRIM10	ENSG00000237703	8.46e-09
7036	TFR2	ENSG00000106327	8.95e-09
558	AXL	ENSG00000167601	2.74e-08
6521	SLC4A1	ENSG00000004939	3.08e-08
80325	ABTB1	ENSG00000114626	2.8e-07
2035	EPB41	ENSG00000159023	2.87e-07
5922	RASA2	ENSG00000155903	6.12e-07
