Entrez	Gene Symbol	P-value	Beta
6311	ATXN2	3.9999999999999995e-54	0.0369
57139	RGL3	2e-38	0.0256
1185	CLCN6	1e-37	0.0412
3777	KCNK3	6.999999999999999e-30	0.024
2242	FES	3.9999999999999994e-28	0.0258
51196	PLCE1	6e-24	0.0246
3643	INSR	1.0000000000000001e-23	0.0357
783	CACNB2	1e-22	0.0252
64116	SLC39A8	1e-21	0.0432
5136	PDE1A	1e-21	0.0195
7482	WNT2B	2e-21	0.028
6499	SKIC2	3e-21	0.02
4846	NOS3	1e-20	0.0195
898	CCNE1	5e-20	0.0213
128611	ZNF831	6e-20	0.0352
54897	CASZ1	3e-19	0.0188
23075	SWAP70	1e-18	0.0176
22978	NT5C2	3e-18	0.0263
4046	LSP1	3e-18	0.0187
6494	SIPA1	2e-17	0.0199
4482	MSRA	1e-16	0.0197
4836	NMT1	4e-16	0.0169
776	CACNA1D	1e-15	0.0167
11173	ADAMTS7	2e-15	0.0176
91012	CERS5	3e-15	0.0204
63976	PRDM16	5e-15	0.0269
79628	SH3TC2	2e-14	0.0188
10198	MPHOSPH9	3e-14	0.0223
183	AGT	4e-14	0.0162
5795	PTPRJ	6e-14	0.0174
151	ADRA2B	8e-14	0.0188
26053	AUTS2	1e-13	0.0165
152273	FGD5	1e-13	0.0157
406	BMAL1	1e-13	0.0157
204474	PDILT	1e-13	0.0182
7871	SLMAP	2e-13	0.0176
285025	CCDC141	2e-13	0.0308
51319	RSRC1	3e-13	0.0176
10287	RGS19	4e-13	0.02
2078	ERG	4e-13	0.0163
5314	PKHD1	4e-13	0.0146
2028	ENPEP	1e-12	0.0172
55553	SOX6	3e-12	0.0168
4650	MYO9B	4e-12	0.0152
4881	NPR1	4e-12	0.0631
9351	NHERF2	4e-12	0.0998
6655	SOS2	4e-12	0.0789
1107	CHD3	5e-12	0.0213
445815	PALM2AKAP2	6e-12	0.0145
1012	CDH13	7e-12	0.0155
1879	EBF1	8e-12	0.014
26579	MYEOV	9e-12	0.0198
23334	SZT2	1e-11	0.0145
54620	FBXL19	1e-11	0.0171
137682	NDUFAF6	2e-11	0.023
79875	THSD4	2e-11	0.0143
58489	ABHD17C	2e-11	0.0161
63895	PIEZO2	4e-11	0.0178
63892	THADA	5e-11	0.0154
133482	SLCO6A1	6e-11	0.0143
57282	SLC4A10	7e-11	0.0211
57787	MARK4	8e-11	0.0178
152110	NEK10	1e-10	0.0266
3693	ITGB5	1e-10	0.013
56913	C1GALT1	2e-10	0.0154
8502	PKP4	2e-10	0.0149
162494	RHBDL3	2e-10	0.0172
80790	CMIP	2e-10	0.0133
51312	SLC25A37	2e-10	0.0142
100101267	POM121C	3e-10	0.0153
5530	PPP3CA	3e-10	0.013
54932	EXD3	4e-10	0.0157
440275	EIF2AK4	4e-10	0.015
10801	SEPTIN9	5e-10	0.0126
57480	PLEKHG1	5e-10	0.0264
5596	MAPK4	6e-10	0.0139
64167	ERAP2	7e-10	0.0148
2917	GRM7	7e-10	0.0137
2201	FBN2	8e-10	0.0124
7145	TNS1	9e-10	0.0149
90637	ZFAND2A	9e-10	0.0416
5754	PTK7	1e-09	0.0637
5581	PRKCE	1e-09	0.0135
29945	ANAPC4	1e-09	0.0172
255743	NPNT	1e-09	0.0136
2099	ESR1	1e-09	0.0238
8654	PDE5A	2e-09	0.0119
10846	PDE10A	2e-09	0.0125
51347	TAOK3	2e-09	0.3183
7325	UBE2E2	3e-09	0.0139
5607	MAP2K5	3e-09	0.0125
1284	COL4A2	3e-09	0.0145
6546	SLC8A1	3e-09	0.0142
57597	BAHCC1	3e-09	0.015
1602	DACH1	4e-09	0.0188
594	BCKDHB	5e-09	0.0119
7525	YES1	5e-09	0.0147
2200	FBN1	5e-09	0.0152
51594	NBAS	6e-09	0.0118
27327	TNRC6A	6e-09	0.0159
5000	ORC4	6e-09	0.0154
9267	CYTH1	7e-09	0.0139
8476	CDC42BPA	8e-09	0.0115
7156	TOP3A	8e-09	0.0117
6625	SNRNP70	8e-09	0.0184
583	BBS2	9e-09	0.0146
253461	ZBTB38	9e-09	0.0325
341019	DCDC1	9e-09	0.0144
905	CCNT2	1e-08	0.013
10461	MERTK	1e-08	0.0152
1781	DYNC1I2	1e-08	0.0151
9759	HDAC4	1e-08	0.0168
10397	NDRG1	1e-08	0.0135
100533496	TVP23C-CDRT4	2e-08	0.0245
10084	PQBP1	2e-08	0.0097
27153	ZNF777	2e-08	0.0115
51564	HDAC7	2e-08	0.0156
9612	NCOR2	2e-08	0.0119
6542	SLC7A2	2e-08	0.0283
342371	ATXN1L	3e-08	0.0141
57553	MICAL3	3e-08	0.0153
23031	MAST3	3e-08	0.0111
7153	TOP2A	3e-08	0.0759
51421	AMOTL2	3e-08	0.0138
64093	SMOC1	4e-08	0.0109
254251	LCORL	4e-08	0.0188
55105	GPATCH2	4e-08	0.0121
10946	SF3A3	4e-08	0.0123
479	ATP12A	4e-08	0.0167
288	ANK3	4e-08	0.0108
10769	PLK2	5e-08	0.0112
23028	KDM1A	5e-08	0.0147
1654	DDX3X	5e-08	0.0099
55308	DDX19A	5e-08	0.0135
22839	DLGAP4	5e-08	0.0297
