Entrez	Gene Symbol	P-value	Beta
341	APOC1	4e-323	0.216585
4018	LPA	3e-321	0.135534
8882	ZPR1	2e-316	0.106826
6301	SARS1	8e-304	0.124867
28	ABO	2e-228	0.079807
3250	HPR	1e-177	0.0700152
23460	ABCA6	3e-169	0.17887
8701	DNAH11	2e-87	0.0462388
2621	GAS6	2.9999999999999997e-47	0.0296194
3083	HGFAC	1e-43	0.0275204
57523	NYNRIN	5e-43	0.0267004
85363	TRIM5	2.9999999999999998e-40	0.0493409
79673	ZNF329	9e-35	0.0322757
84875	PARP10	2.0000000000000003e-34	0.0243881
144108	SPTY2D1	9.999999999999999e-29	0.0241684
2244	FGB	6e-26	0.138318
9388	LIPG	3e-24	0.0851286
91748	MIDEAS	8.000000000000001e-24	0.0219466
7436	VLDLR	1.0000000000000001e-23	0.0385591
201292	TRIM65	1.0000000000000001e-23	0.0207389
9516	LITAF	5e-23	0.0363752
84310	C7orf50	3e-19	0.0210319
6919	TCEA2	8e-19	0.0170833
283358	B4GALNT3	2e-18	0.0191123
1964	EIF1AX	8e-18	0.0172508
5408	PNLIPRP2	1e-17	0.0164643
55616	ASAP3	3e-17	0.0240988
56261	GPCPD1	2e-16	0.0490853
23203	PMPCA	6e-16	0.0166194
63929	XPNPEP3	8e-16	0.0163988
4923	NTSR1	1e-15	0.0159772
9701	PPP6R2	4e-15	0.0158614
57537	SORCS2	6e-14	0.0148487
1284	COL4A2	7e-14	0.0151199
2192	FBLN1	9e-14	0.0455362
161882	ZFPM1	1e-13	0.0365414
955	ENTPD6	4e-13	0.0139532
114134	SLC2A13	5e-13	0.028411
6497	SKI	6e-12	0.0135788
196951	FAM227B	6e-12	0.0137315
10616	RBCK1	2e-11	0.0221474
7064	THOP1	4e-11	0.0134802
220972	MARCHF8	6e-11	0.0134821
4676	NAP1L4	7e-11	0.018856
124997	WDR81	3e-10	0.0138204
6484	ST3GAL4	4e-10	0.0371287
196	AHR	4e-10	0.0122478
54897	CASZ1	5e-10	0.0122107
9980	DOP1B	5e-10	0.0127873
1801	DPH1	6e-10	0.0134091
80339	PNPLA3	6e-10	0.0141373
11278	KLF12	6e-10	0.0475502
10042	HMGXB4	7e-10	0.012491
84717	HDGFL2	9e-10	0.0190674
26064	RAI14	1e-09	0.0577472
64784	CRTC3	2e-09	0.016099
3607	FOXK2	2e-09	0.0119093
5577	PRKAR2B	2e-09	0.0143025
4864	NPC1	2e-09	0.0116266
54436	SH3TC1	2e-09	0.0130536
1312	COMT	3e-09	0.0114996
9855	FARP2	4e-09	0.0116418
10301	DLEU1	4e-09	0.0124182
221895	JAZF1	4e-09	0.0204948
9197	SLC33A1	5e-09	0.0795274
830	CAPZA2	9e-09	0.0111724
146712	B3GNTL1	1e-08	0.0154801
783	CACNB2	1e-08	0.0154368
1315	COPB1	2e-08	0.0114474
54622	ARL15	2e-08	0.0171391
7332	UBE2L3	2e-08	0.0141391
55196	RESF1	2e-08	0.0130497
3709	ITPR2	2e-08	0.010901
2625	GATA3	3e-08	0.0141513
5747	PTK2	3e-08	0.0106387
51290	ERGIC2	3e-08	0.0117868
168850	ZNF800	3e-08	0.0386871
2120	ETV6	3e-08	0.0303073
1185	CLCN6	4e-08	0.0169696
83852	SETDB2	5e-08	0.0177064
