Entrez	Gene Symbol	P-value	Beta
22978	NT5C2	9e-47	0.0408
57139	RGL3	3e-46	0.0268
783	CACNB2	1e-37	0.0312
2242	FES	1e-36	0.0282
4046	LSP1	5e-34	0.0245
54897	CASZ1	3e-32	0.0235
3643	INSR	4.999999999999999e-32	0.0397
4836	NMT1	2.0000000000000002e-29	0.0223
7482	WNT2B	3e-28	0.0309
11060	WWP2	7.000000000000001e-23	0.0495
23075	SWAP70	4e-21	0.0179
27327	TNRC6A	6e-21	0.0244
776	CACNA1D	9e-21	0.0186
83478	ARHGAP24	3e-20	0.0244
1445	CSK	3e-20	0.0188
128611	ZNF831	6e-20	0.0278
4846	NOS3	4e-19	0.0178
1021	CDK6	2e-18	0.0193
4607	MYBPC3	3e-18	0.0194
84890	ADO	5e-18	0.0173
255743	NPNT	9e-18	0.0181
1879	EBF1	2e-17	0.0161
84444	DOT1L	7e-17	0.0249
5076	PAX2	2e-16	0.0297
4482	MSRA	2e-16	0.0187
64641	EBF2	8e-16	0.0169
58489	ABHD17C	8e-16	0.0173
6625	SNRNP70	2e-15	0.0241
1192	CLIC1	2e-15	0.0202
93166	PRDM6	4e-15	0.0151
23293	SMG6	5e-15	0.0177
2122	MECOM	5e-15	0.016
152273	FGD5	6e-15	0.0158
399909	PCNX3	7e-15	0.0163
7525	YES1	1e-14	0.0176
57158	JPH2	1e-14	0.019
3693	ITGB5	2e-14	0.0147
54212	SNTG1	2e-14	0.0177
3221	HOXC4	2e-14	0.0155
2201	FBN2	2e-14	0.015
9351	NHERF2	2e-14	0.1044
9457	FHL5	3e-14	0.0192
10801	SEPTIN9	4e-14	0.0146
4289	MKLN1	4e-14	0.0143
4881	NPR1	5e-14	0.0649
183	AGT	6e-14	0.0152
59269	HIVEP3	9e-14	0.0174
9902	MRC2	9e-14	0.0144
23335	WDR7	1e-13	0.0148
57282	SLC4A10	2e-13	0.0234
79142	PHF23	2e-13	0.0142
57480	PLEKHG1	3e-13	0.0296
10287	RGS19	5e-13	0.0189
79628	SH3TC2	5e-13	0.0168
63976	PRDM16	7e-13	0.0232
55553	SOX6	9e-13	0.0163
440275	EIF2AK4	2e-12	0.0163
4773	NFATC2	2e-12	0.0132
80315	CPEB4	3e-12	0.0157
57602	USP36	4e-12	0.0156
3632	INPP5A	5e-12	0.0187
79783	SUGCT	5e-12	0.0175
57580	PREX1	7e-12	0.0206
54858	PGPEP1	7e-12	0.0139
151242	PPP1R1C	8e-12	0.0155
10184	LHFPL2	9e-12	0.0139
51319	RSRC1	9e-12	0.0156
65110	UPF3A	1e-11	0.0268
80114	BICC1	1e-11	0.0128
50507	NOX4	1e-11	0.0146
26053	AUTS2	2e-11	0.0142
65986	ZBTB10	2e-11	0.0197
221692	PHACTR1	2e-11	0.0132
26579	MYEOV	2e-11	0.0186
64116	SLC39A8	3e-11	0.0284
421	ARVCF	4e-11	0.0142
23263	MCF2L	4e-11	0.0143
285527	FRYL	4e-11	0.015
28996	HIPK2	5e-11	0.0147
10533	ATG7	5e-11	0.0154
83696	TRAPPC9	6e-11	0.0156
6655	SOS2	6e-11	0.0705
84251	SGIP1	6e-11	0.0148
100101267	POM121C	7e-11	0.0151
57623	ZFAT	8e-11	0.1088
4650	MYO9B	8e-11	0.0136
7364	UGT2B7	1e-10	0.0122
23030	KDM4B	1e-10	0.0125
57120	GOPC	2e-10	0.0145
10979	FERMT2	2e-10	0.016
8379	MAD1L1	2e-10	0.0147
23207	PLEKHM2	2e-10	0.0156
84624	FNDC1	2e-10	0.0206
6575	SLC20A2	2e-10	0.012
2669	GEM	3e-10	0.0207
81578	COL21A1	5e-10	0.2062
9807	IP6K1	5e-10	0.0144
169981	SPIN3	5e-10	0.0113
57597	BAHCC1	5e-10	0.0149
7483	WNT9A	5e-10	0.0117
6259	RYK	6e-10	0.0142
53349	ZFYVE1	7e-10	0.0249
1621	DBH	9e-10	0.1038
57666	FBRSL1	1e-09	0.0303
7145	TNS1	1e-09	0.0115
10769	PLK2	1e-09	0.0119
3680	ITGA9	1e-09	0.0121
4624	MYH6	1e-09	0.0135
4000	LMNA	2e-09	0.0123
9759	HDAC4	2e-09	0.0161
2273	FHL1	2e-09	0.0095
2355	FOSL2	2e-09	0.0118
23683	PRKD3	2e-09	0.0164
81575	APOLD1	2e-09	0.0114
63892	THADA	2e-09	0.0134
7015	TERT	2e-09	0.0133
254251	LCORL	2e-09	0.0151
79987	SVEP1	2e-09	0.0145
3097	HIVEP2	2e-09	0.0184
5467	PPARD	2e-09	0.0174
