Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	9.07e-80
1071	CETP	ENSG00000087237	1.44e-71
255738	PCSK9	ENSG00000169174	9.57e-22
338	APOB	ENSG00000084674	4.25e-20
3990	LIPC	ENSG00000166035	2.08e-18
9388	LIPG	ENSG00000101670	7.08e-16
4318	MMP9	ENSG00000100985	1.35e-15
53345	TM6SF2	ENSG00000213996	1.91e-15
169436	STKLD1	ENSG00000281245	4.37e-15
3931	LCAT	ENSG00000213398	4.6e-13
23173	METAP1	ENSG00000164024	7.61e-13
1463	NCAN	ENSG00000130287	3.39e-12
221037	JMJD1C	ENSG00000171988	3.6e-12
27329	ANGPTL3	ENSG00000132855	6.19e-12
19	ABCA1	ENSG00000165029	5.26e-11
4023	LPL	ENSG00000175445	2.16e-10
1589	CYP21A2	ENSG00000235134	4.12e-10
432	ASGR1	ENSG00000141505	3.02e-08
3949	LDLR	ENSG00000130164	2.73e-05
