Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	0.0	0.2291
2646	GCKR	2e-123	0.0983
338	APOB	5e-120	0.1072
51129	ANGPTL4	2e-64	0.2644
85440	DOCK7	2.9999999999999995e-54	0.0648
53345	TM6SF2	3e-48	0.1135
6597	SMARCA4	2.0000000000000002e-29	0.073
388323	GLTPD2	7e-26	0.1976
146894	CD300LG	3e-25	0.1225
2590	GALNT2	8e-22	0.0395
4299	AFF1	5e-21	0.0372
3482	IGF2R	9e-20	0.072
255738	PCSK9	1e-17	0.1243
126695	KDF1	3e-16	0.1059
1643	DDB2	2e-15	0.0331
2621	GAS6	6e-13	0.0312
221035	REEP3	6e-13	0.0282
84870	RSPO3	1e-11	0.0616
7227	TRPS1	3e-11	0.03
5265	SERPINA1	1e-10	0.1001
5184	PEPD	2e-10	0.0272
196	AHR	3e-10	0.0263
10599	SLCO1B1	4e-10	0.0339
5140	PDE3B	8e-10	0.485
201625	DNAH12	1e-09	0.0259
