Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	0.0	0.157681
2646	GCKR	2e-61	0.0652765
3990	LIPC	1.0000000000000001e-29	0.498349
19	ABCA1	2e-27	0.0475662
6927	HNF1A	1e-17	0.0341902
57678	GPAM	1e-16	0.0355502
949	SCARB1	2e-16	0.0319983
3172	HNF4A	3e-16	0.0921772
146894	CD300LG	1e-15	0.0883146
10658	CELF1	2e-15	0.0321729
28983	TMPRSS11E	3e-15	0.0355022
3106	HLA-B	2e-14	0.0309477
283446	MYO1H	5e-14	0.0290006
7332	UBE2L3	1e-13	0.0373631
220972	MARCHF8	2e-13	0.0339564
64757	MTARC1	6e-13	0.030394
2590	GALNT2	7e-13	0.0318714
4018	LPA	2e-12	0.11202
51426	POLK	3e-12	0.027753
51085	MLXIPL	1e-11	0.0293891
158219	TTC39B	1e-11	0.0305232
7227	TRPS1	3e-11	0.0260857
64116	SLC39A8	4e-11	0.0485053
2524	FUT2	6e-11	0.0253584
23387	SIK3	1e-10	0.0538306
64771	ILRUN	1e-10	0.039177
55959	SULF2	5e-10	0.0278572
55616	ASAP3	3e-09	0.0344924
1508	CTSB	4e-09	0.0251262
3931	LCAT	8e-09	0.0616522
255738	PCSK9	1e-08	0.0835336
102	ADAM10	3e-08	0.0495714
