Entrez	Gene Symbol	P-value	Beta
6499	SKIC2	3e-12	0.1102
3305	HSPA1L	1e-08	0.1635
4340	MOG	2e-07	0.3024
5774	PTPN3	4e-07	0.0608
26047	CNTNAP2	5e-07	5.5775
135644	TRIM40	6e-07	0.324
84187	TMEM164	1e-06	0.2852
1607	DGKB	2e-06	1.5752
81037	CLPTM1L	2e-06	0.0572
43847	KLK14	2e-06	0.0614
7270	TTF1	2e-06	1.8562
445815	PALM2AKAP2	3e-06	0.1565
7042	TGFB2	3e-06	0.166
23030	KDM4B	4e-06	2.5415
23261	CAMTA1	5e-06	0.1135
7809	BSND	5e-06	0.8906
26266	SLC13A4	5e-06	0.0711
442186	OR2J3	7e-06	0.0757
55238	SLC38A7	7e-06	2.3999
147	ADRA1B	8e-06	0.114
55728	N4BP2	9e-06	0.2184
