Entrez	Gene Symbol	P-value	Beta
84870	RSPO3	2e-293	0.1624
10144	FAM13A	1e-51	0.0259
80790	CMIP	7e-46	0.0265
84133	ZNRF3	4e-44	0.0243
127579	DCST2	1e-35	0.0243
2138	EYA1	6e-34	0.0414
7423	VEGFB	1e-33	0.059
80017	DGLUCY	4.999999999999999e-32	0.0229
19	ABCA1	1e-31	0.0271
128553	TSHZ2	3e-25	0.0187
51085	MLXIPL	3e-25	0.0244
3912	LAMB1	7.000000000000001e-24	0.0309
57104	PNPLA2	1e-22	0.0848
25816	TNFAIP8	4e-22	0.0185
51621	KLF13	9e-22	0.0189
6934	TCF7L2	1e-21	0.0181
6239	RREB1	3e-21	0.0171
222194	RSBN1L	3e-21	0.0172
596	BCL2	1e-20	0.017
64399	HHIP	2e-20	0.0284
130399	ACVR1C	3e-20	0.0859
341	APOC1	3e-20	0.0216
64864	RFX7	3e-20	0.0199
3516	RBPJ	4e-20	0.0174
221895	JAZF1	6e-20	0.0159
9093	DNAJA3	7e-20	0.0181
23299	BICD2	9e-20	0.0218
6494	SIPA1	1e-19	0.0224
64116	SLC39A8	4e-19	0.0306
84456	L3MBTL3	2e-18	0.0168
80314	EPC1	3e-18	0.0215
91768	CABLES1	6e-18	0.0187
10644	IGF2BP2	6e-17	0.0152
10411	RAPGEF3	8e-17	0.0812
84677	DSCR8	1e-16	0.0146
5225	PGC	3e-16	0.029
9671	WSCD2	5e-16	0.0159
6919	TCEA2	6e-16	0.0149
64778	FNDC3B	6e-16	0.0149
3899	AFF3	8e-16	0.0188
22808	MRAS	2e-15	0.0187
338557	FFAR4	2e-15	0.0163
23005	MAPKBP1	3e-15	0.0151
84286	TMEM175	3e-15	0.0205
4211	MEIS1	5e-15	0.0145
4883	NPR3	1e-14	0.0136
2070	EYA4	6e-14	0.0222
5934	RBL2	6e-14	0.0146
54826	GIN1	8e-14	0.0147
22885	ABLIM3	9e-14	0.0137
57623	ZFAT	1e-13	0.0135
7150	TOP1	2e-13	0.0138
65981	CAPRIN2	2e-13	0.0152
5140	PDE3B	4e-13	0.2523
3680	ITGA9	6e-13	0.014
51099	ABHD5	7e-13	0.0401
83938	LRMDA	1e-12	0.0142
10400	PEMT	1e-12	0.029
55188	RIC8B	1e-12	0.0132
1282	COL4A1	2e-12	0.018
3643	INSR	2e-12	0.0141
4016	LOXL1	3e-12	0.0126
4784	NFIX	3e-12	0.0334
64641	EBF2	3e-12	0.012
974	CD79B	5e-12	0.013
84444	DOT1L	8e-12	0.0135
10042	HMGXB4	8e-12	0.0133
5346	PLIN1	9e-12	0.2393
54360	CYTL1	1e-11	0.0334
1292	COL6A2	2e-11	0.0121
3696	ITGB8	2e-11	0.0151
63892	THADA	3e-11	0.0144
58497	PRUNE1	3e-11	0.014
4009	LMX1A	6e-11	0.0191
91445	RNF185	8e-11	0.0118
9516	LITAF	1e-10	0.0115
6091	ROBO1	1e-10	0.0137
116328	C8orf34	2e-10	0.0138
84159	ARID5B	2e-10	0.0112
79899	PRR5L	2e-10	0.0135
51684	SUFU	3e-10	0.0109
4775	NFATC3	3e-10	0.0272
54875	CNTLN	4e-10	0.0197
285590	SH3PXD2B	4e-10	0.012
4650	MYO9B	4e-10	0.0141
56938	BMAL2	4e-10	0.0112
84883	AIFM2	5e-10	0.073
445815	PALM2AKAP2	7e-10	0.0129
57594	HOMEZ	9e-10	0.0134
22899	ARHGEF15	1e-09	0.0109
1306	COL15A1	1e-09	0.0112
51735	RAPGEF6	2e-09	0.0251
100526842	RPL17-C18orf32	2e-09	0.0336
23199	GSE1	2e-09	0.0136
57794	SUGP1	5e-09	0.0191
84034	EMILIN2	7e-09	0.0126
54662	TBC1D13	7e-09	0.0119
11173	ADAMTS7	1e-08	0.0131
2744	GLS	1e-08	0.0204
63982	ANO3	2e-08	0.0122
949	SCARB1	2e-08	0.0098
111	ADCY5	2e-08	0.011
375449	MAST4	3e-08	0.01
54331	GNG2	4e-08	0.0366
26086	GPSM1	5e-08	0.0126
80114	BICC1	6e-08	0.0134
56987	BBX	6e-08	0.0095
23245	ASTN2	6e-08	0.0115
10236	HNRNPR	7e-08	0.0193
84717	HDGFL2	7e-08	0.0116
3910	LAMA4	8e-08	0.0161
8829	NRP1	9e-08	0.0097
4261	CIITA	1e-07	0.0113
665	BNIP3L	1e-07	0.01
64757	MTARC1	2e-07	0.0094
29	ABR	2e-07	0.0399
1739	DLG1	2e-07	0.0104
79192	IRX1	3e-07	0.0112
9844	ELMO1	3e-07	0.0098
126526	C19orf47	5e-07	0.0099
11011	TLK2	7e-07	0.013
9654	TTLL4	2e-06	0.0222
4524	MTHFR	3e-06	0.0178
84071	ARMC2	3e-06	0.0097
8777	MPDZ	5e-06	0.0186
