Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
23624	CBLC	ENSG00000142273	0.0
255738	PCSK9	ENSG00000169174	0.0
338	APOB	ENSG00000084674	0.0
587	BCAT2	ENSG00000105552	0.0
5817	PVR	ENSG00000073008	6.88e-192
3949	LDLR	ENSG00000130164	4.05e-143
343263	MYBPHL	ENSG00000221986	2.49e-123
11183	MAP4K5	ENSG00000012983	2.76e-107
1952	CELSR2	ENSG00000143126	2e-96
64241	ABCG8	ENSG00000143921	2.6399999999999997e-81
64240	ABCG5	ENSG00000138075	4.18e-76
125931	CEACAM20	ENSG00000273777	2.77e-71
11129	CLASRP	ENSG00000104859	6.3e-71
1071	CETP	ENSG00000087237	4.8e-68
284612	SYPL2	ENSG00000143028	2.7600000000000002e-65
116519	APOA5	ENSG00000110243	5.73e-61
728780	ANKDD1B	ENSG00000189045	2.4e-59
10087	CERT1	ENSG00000113163	1.48e-57
8882	ZPR1	ENSG00000109917	3.07e-57
256006	ANKRD31	ENSG00000145700	4.58e-57
84811	BUD13	ENSG00000137656	3.53e-53
23460	ABCA6	ENSG00000154262	8.63e-53
134359	POC5	ENSG00000152359	5.73e-51
2524	FUT2	ENSG00000176920	1.03e-50
7772	ZNF229	ENSG00000278318	3.71e-46
94039	ZNF101	ENSG00000181896	6.35e-45
6580	SLC22A1	ENSG00000175003	1.39e-43
284358	MAMSTR	ENSG00000176909	9.81e-41
11321	GPN1	ENSG00000198522	2.31e-40
3837	KPNB1	ENSG00000108424	5.59e-34
353355	ZNF233	ENSG00000159915	8.13e-34
1209	CLPTM1	ENSG00000104853	8.7e-34
23461	ABCA5	ENSG00000154265	1.6100000000000002e-33
7771	ZNF112	ENSG00000062370	1.52e-32
284352	PPP1R37	ENSG00000104866	4.61e-31
26762	HAVCR1	ENSG00000113249	6.07e-29
4018	LPA	ENSG00000198670	4.71e-28
284359	IZUMO1	ENSG00000182264	2.3400000000000003e-27
5335	PLCG1	ENSG00000124181	2.35e-27
26291	FGF21	ENSG00000105550	4.6800000000000005e-27
675	BRCA2	ENSG00000139618	2.89e-25
78992	YIPF2	ENSG00000130733	1.24e-24
345	APOC3	ENSG00000110245	2.27e-24
85363	TRIM5	ENSG00000132256	2.34e-24
1760	DMPK	ENSG00000104936	1.48e-22
350	APOH	ENSG00000091583	3.47e-22
57153	SLC44A2	ENSG00000129353	6.15e-22
2948	GSTM4	ENSG00000168765	9.61e-21
9755	TBKBP1	ENSG00000198933	1.49e-20
114609	TIRAP	ENSG00000150455	1.95e-20
147700	KLC3	ENSG00000104892	3.06e-20
6927	HNF1A	ENSG00000135100	7.34e-20
85302	FBF1	ENSG00000188878	1.14e-19
124989	EFCAB13	ENSG00000178852	2.74e-19
54938	SARS2	ENSG00000283104	3.49e-19
3717	JAK2	ENSG00000096968	5.76e-19
432	ASGR1	ENSG00000141505	2.9e-18
79574	EPS8L3	ENSG00000198758	3.62e-18
8890	EIF2B4	ENSG00000115211	7.08e-18
8647	ABCB11	ENSG00000276582	1.78e-17
54520	CCDC93	ENSG00000125633	1.93e-17
51374	ATRAID	ENSG00000138085	2.72e-17
57535	ELAPOR1	ENSG00000116299	3.11e-17
8884	SLC5A6	ENSG00000138074	5.01e-17
26160	IFT172	ENSG00000138002	8.73e-17
4318	MMP9	ENSG00000100985	1.35e-16
29974	A1CF	ENSG00000148584	1.65e-16
1723	DHODH	ENSG00000102967	2.11e-16
9785	DHX38	ENSG00000140829	2.39e-16
57523	NYNRIN	ENSG00000205978	2.93e-16
54854	FAM83E	ENSG00000105523	6.27e-16
29116	MYLIP	ENSG00000007944	7.49e-16
57035	RSRP1	ENSG00000117616	2.56e-15
4023	LPL	ENSG00000175445	2.67e-15
337	APOA4	ENSG00000110244	3.46e-15
26974	ZNF285	ENSG00000267508	7.59e-15
57159	TRIM54	ENSG00000138100	8.64e-15
7448	VTN	ENSG00000109072	9.82e-15
28983	TMPRSS11E	ENSG00000274058	1.94e-14
169436	STKLD1	ENSG00000281245	4.19e-14
23317	DNAJC13	ENSG00000138246	4.51e-14
27329	ANGPTL3	ENSG00000132855	5.53e-14
3626	INHBC	ENSG00000175189	6.95e-14
51301	GCNT4	ENSG00000176928	9.25e-14
57463	AMIGO1	ENSG00000181754	9.52e-14
55602	CDKN2AIP	ENSG00000168564	1.44e-13
55759	WDR12	ENSG00000138442	1.92e-13
9031	BAZ1B	ENSG00000009954	2.3e-13
10072	DPP3	ENSG00000254986	2.39e-13
582	BBS1	ENSG00000174483	4.84e-13
84875	PARP10	ENSG00000178685	5.69e-13
140873	C20orf173	ENSG00000125975	8.63e-13
10849	POLR1G	ENSG00000117877	8.8e-13
6006	RHCE	ENSG00000188672	9.84e-13
5819	NECTIN2	ENSG00000130202	1.1e-12
64599	GIGYF1	ENSG00000146830	1.3e-12
3083	HGFAC	ENSG00000109758	1.38e-12
8701	DNAH11	ENSG00000105877	1.39e-12
6581	SLC22A3	ENSG00000146477	1.73e-12
254359	ZDHHC24	ENSG00000174165	3.8e-12
5190	PEX6	ENSG00000124587	4.28e-12
84226	C2orf16	ENSG00000221843	4.39e-12
54014	BRWD1	ENSG00000185658	5.65e-12
7673	ZNF222	ENSG00000159885	1.22e-11
5834	PYGB	ENSG00000100994	1.53e-11
51085	MLXIPL	ENSG00000009950	1.65e-11
23035	PHLPP2	ENSG00000040199	1.68e-11
6238	RRBP1	ENSG00000125844	2.16e-11
8624	PSMG1	ENSG00000183527	2.8e-11
91862	MARVELD3	ENSG00000140832	2.83e-11
5339	PLEC	ENSG00000178209	7.81e-11
415	ARSL	ENSG00000157399	8.22e-11
81890	QTRT1	ENSG00000213339	1.08e-10
22981	NINL	ENSG00000101004	1.23e-10
164	AP1G1	ENSG00000166747	1.24e-10
51143	DYNC1LI1	ENSG00000144635	1.32e-10
7768	ZNF225	ENSG00000256294	2.48e-10
84868	HAVCR2	ENSG00000135077	3.83e-10
29881	NPC1L1	ENSG00000015520	4.02e-10
29989	OBP2B	ENSG00000280584	4.42e-10
2444	FRK	ENSG00000111816	4.64e-10
23358	USP24	ENSG00000162402	6.91e-10
8431	NR0B2	ENSG00000131910	7.28e-10
22837	COBLL1	ENSG00000082438	8.75e-10
57572	DOCK6	ENSG00000130158	9.6e-10
79748	LMAN1L	ENSG00000140506	1.07e-09
56261	GPCPD1	ENSG00000125772	1.29e-09
126695	KDF1	ENSG00000175707	1.44e-09
54657	UGT1A4	ENSG00000244474	1.46e-09
55119	PRPF38B	ENSG00000134186	1.52e-09
125	ADH1B	ENSG00000196616	1.73e-09
2068	ERCC2	ENSG00000104884	1.9e-09
56269	IRGC	ENSG00000124449	1.95e-09
23203	PMPCA	ENSG00000165688	1.95e-09
4299	AFF1	ENSG00000172493	2.21e-09
2949	GSTM5	ENSG00000134201	2.61e-09
493901	RNASE12	ENSG00000258436	2.61e-09
10780	ZNF234	ENSG00000263002	2.86e-09
84722	PSRC1	ENSG00000134222	2.98e-09
23303	KIF13B	ENSG00000197892	3.09e-09
84456	L3MBTL3	ENSG00000198945	3.58e-09
89894	TMEM116	ENSG00000198270	3.71e-09
10443	N4BP2L2	ENSG00000244754	4.38e-09
7767	ZNF224	ENSG00000267680	4.83e-09
5265	SERPINA1	ENSG00000277377	4.89e-09
4351	MPI	ENSG00000178802	4.99e-09
653583	PHLDB3	ENSG00000176531	4.99e-09
2907	GRINA	ENSG00000178719	5.37e-09
54536	EXOC6	ENSG00000138190	5.56e-09
7571	ZNF23	ENSG00000167377	6.52e-09
80212	CCDC92	ENSG00000275035	7.06e-09
83666	PARP9	ENSG00000138496	7.45e-09
8904	CPNE1	ENSG00000214078	7.77e-09
199731	CADM4	ENSG00000105767	8.39e-09
3482	IGF2R	ENSG00000197081	9.09e-09
6521	SLC4A1	ENSG00000004939	1.56e-07
3156	HMGCR	ENSG00000113161	4.72e-07
5140	PDE3B	ENSG00000152270	3.11e-06
91937	TIMD4	ENSG00000145850	8.42e-06
2621	GAS6	ENSG00000183087	1.27e-05
