Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.441868
4059	BCAM	1e-200	0.407894
8854	ALDH1A2	1e-200	0.159213
8882	ZPR1	2e-94	0.140462
4023	LPL	3e-72	0.138082
9415	FADS2	2e-61	0.0798545
2646	GCKR	2e-46	0.0676578
51085	MLXIPL	3e-41	0.0844037
7158	TP53BP1	9e-37	0.185812
255738	PCSK9	3e-28	0.194791
1952	CELSR2	5e-17	0.0466006
63935	PCIF1	3e-16	0.0484927
4018	LPA	3e-15	0.0593352
221037	JMJD1C	3e-13	0.0336903
28	ABO	5e-13	0.0433371
146894	CD300LG	3e-12	0.0919659
64241	ABCG8	4e-12	0.0342472
2590	GALNT2	4e-11	0.0312623
22837	COBLL1	1e-10	0.0304963
