Entrez	Gene Symbol	P-value	Beta
116519	APOA5	1e-300	19.23
2646	GCKR	1e-118	9.23
9784	SNX17	5.999999999999999e-97	8.38
4023	LPL	8.000000000000001e-81	11.33
84450	ZNF512	1e-74	7.22
23387	SIK3	1e-61	8.64
9159	PCSK7	6e-46	8.45
51085	MLXIPL	1e-35	8.13
9031	BAZ1B	8e-33	7.73
85440	DOCK7	6e-24	5.25
9577	BABAM2	6e-22	4.53
53345	TM6SF2	4e-18	6.56
7781	SLC30A3	4e-15	4.64
3083	HGFAC	4e-14	3.01
9415	FADS2	5e-14	3.14
338	APOB	1e-13	4.52
80714	PBX4	3e-12	4.68
7407	VARS1	2e-11	6.5
54815	GATAD2A	4e-11	3.81
4299	AFF1	2e-10	2.62
56896	DPYSL5	4e-10	3.09
221037	JMJD1C	1e-09	2.48
57468	SLC12A5	9e-09	5.27
84938	ATG4C	1e-08	2.32
5465	PPARA	2e-08	5.09
57572	DOCK6	3e-08	2.44
55790	CSGALNACT1	1e-07	7.284
7917	BAG6	2e-07	6.083
2217	FCGRT	2e-07	2.913
23141	ANKLE2	3e-07	2.072
717	C2	3e-07	5.958
80790	CMIP	3e-07	2.106
3990	LIPC	6e-07	2.083
29119	CTNNA3	1e-06	7.245
5184	PEPD	1e-06	2.314
80339	PNPLA3	2e-06	1.912
6386	SDCBP	2e-06	2.061
1071	CETP	2e-06	2.126
7068	THRB	3e-06	5.395
23199	GSE1	3e-06	1.948
5046	PCSK6	4e-06	1.839
28987	NOB1	5e-06	3.533
55275	VPS53	5e-06	1.894
57678	GPAM	5e-06	1.959
19	ABCA1	5e-06	2.082
3784	KCNQ1	6e-06	1.817
8648	NCOA1	6e-06	1.942
8910	SGCE	7e-06	3.301
344658	SAMD7	7e-06	4.7
124590	USH1G	7e-06	5.359
51458	RHCG	7e-06	4.713
91133	L3MBTL4	7e-06	2.482
23140	ZZEF1	7e-06	2.913
8516	ITGA8	7e-06	6.294
84071	ARMC2	8e-06	2.023
2257	FGF12	9e-06	1.959
51170	HSD17B11	1e-05	1.978
