Entrez	Gene Symbol	P-value	Beta
2539	G6PD	7e-322	0.334
3421	IDH3G	2e-92	
11322	TMC6	8.999999999999999e-70	0.027
164656	TMPRSS6	9e-51	0.019
169026	SLC30A8	9e-28	0.015
146712	B3GNTL1	6e-22	0.015
23075	SWAP70	1e-21	0.013
3098	HK1	2e-21	0.025
26086	GPSM1	7e-17	0.013
6514	SLC2A2	2e-13	0.013
388931	MFSD2B	1e-12	0.072
63892	THADA	3e-12	0.014
121274	ZNF641	2e-11	0.009
272	AMPD3	2e-10	0.037
3043	HBB	4e-10	
29956	CERS2	7e-10	0.01
6239	RREB1	4e-09	0.01
51085	MLXIPL	6e-09	0.011
8567	MADD	1e-08	0.015
388531	RGS9BP	1e-08	0.02
6710	SPTB	3e-08	0.007
63891	RNF123	4e-08	0.025
22987	SV2C	6e-08	0.012
283600	SLC25A47	6e-08	0.008
1798	DPAGT1	2e-07	0.006
25853	DCAF12	2e-07	0.009
5198	PFAS	4e-07	
23139	MAST2	4e-07	
10095	ARPC1B	5e-07	
10869	USP19	6e-07	
645	BLVRB	7e-07	
23334	SZT2	7e-07	
1950	EGF	1e-06	0.007
78994	PRR14	2e-06	0.009
5211	PFKL	2e-06	
56172	ANKH	3e-06	
2995	GYPC	3e-06	
3792	KEL	4e-06	
26094	DCAF4	4e-06	
64283	ARHGEF28	4e-06	
747	DAGLA	5e-06	
9254	CACNA2D2	5e-06	
4925	NUCB2	7e-06	
85413	SLC22A16	7e-06	
4782	NFIC	8e-06	
23410	SIRT3	9e-06	
5794	PTPRH	1e-05	
