Entrez	Gene Symbol	P-value	Beta
80339	PNPLA3	2e-154	0.0759
23316	CUX2	2.9999999999999998e-55	0.0566
1435	CSF1	5e-47	0.0475
4855	NOTCH4	5e-33	0.0449
948	CD36	4.9999999999999996e-26	0.0685
24145	PANX1	2.0000000000000002e-23	0.037
2646	GCKR	8.000000000000001e-23	0.0278
2683	B4GALT1	3e-22	0.0308
2806	GOT2	4e-18	0.0259
152485	ZNF827	3e-17	0.0247
9846	GAB2	1e-16	0.0242
1601	DAB2	1e-16	0.0258
80303	EFHD1	3e-16	0.0275
10767	HBS1L	9e-16	0.0241
23179	RGL1	2e-15	0.0245
9231	DLG5	1e-13	0.0345
85363	TRIM5	3e-13	0.0209
10788	IQGAP2	5e-13	0.052
79991	STN1	6e-13	0.0213
57619	SHROOM3	9e-13	0.0204
51196	PLCE1	1e-12	0.0201
6205	RPS11	2e-12	0.0269
9480	ONECUT2	9e-12	0.0402
4814	NINJ1	2e-11	0.023
9332	CD163	3e-11	0.0215
54677	CROT	1e-10	0.0193
50619	DEF6	1e-10	0.0194
28	ABO	7e-10	0.0227
256227	STEAP1B	2e-09	0.021
346288	SEPTIN14	3e-09	0.0177
55553	SOX6	4e-09	0.0166
9411	ARHGAP29	4e-09	0.018
