Entrez	Gene Symbol	P-value	Beta
80339	PNPLA3	6e-315	0.0131
10613	ERLIN1	9e-86	0.0054
57794	SUGP1	9e-53	0.0084
5265	SERPINA1	3e-50	0.0131
24145	PANX1	7e-49	0.0054
152485	ZNF827	9e-46	0.0047
80709	AKNA	8.000000000000001e-39	0.0033
55532	SLC30A10	5e-31	0.0419
203859	ANO5	9e-31	0.0031
8743	TNFSF10	6.999999999999999e-30	0.0062
80833	APOL3	2.0000000000000002e-23	0.0033
350	APOH	2e-22	0.0072
80201	HKDC1	3e-22	0.0024
3250	HPR	2e-21	0.0029
4360	MRC1	5e-21	0.12660414
5586	PKN2	9e-21	0.0026
3821	KLRC1	5e-20	0.0022
9638	FEZ1	5e-19	0.0037
9231	DLG5	2e-18	0.0024
5184	PEPD	8e-18	0.0027
80303	EFHD1	4e-17	0.0025
5468	PPARG	2e-16	0.0034
2138	EYA1	2e-16	0.0041
6517	SLC2A4	9e-16	0.0062
1997	ELF1	2e-15	0.0032
84456	L3MBTL3	5e-15	0.0021
2444	FRK	5e-15	0.0021
4860	PNP	1e-14	0.002
80381	CD276	4e-14	0.002
146754	DNAH2	8e-14	0.0097
64757	MTARC1	1e-12	0.0019
9235	IL32	3e-12	0.003
290	ANPEP	4e-12	0.003
54822	TRPM7	5e-12	0.0018
8178	ELL	1e-11	0.0033
596	BCL2	1e-11	0.0017
10461	MERTK	3e-11	0.0016
2937	GSS	3e-11	0.0026
8019	BRD3	4e-11	0.0018
1021	CDK6	7e-11	0.0023
6723	SRM	1e-10	0.0017
1026	CDKN1A	1e-10	0.0017
64241	ABCG8	1e-10	0.0016
11200	CHEK2	2e-10	0.002
27134	TJP3	4e-10	0.0014
57678	GPAM	1e-09	0.0023
84870	RSPO3	2e-09	0.0033
6919	TCEA2	4e-09	0.002
5725	PTBP1	4e-09	0.0017
1946	EFNA5	5e-09	0.0017
51735	RAPGEF6	1e-08	0.0028
6928	HNF1B	1e-08	0.0021
11138	TBC1D8	1e-08	0.0022
80017	DGLUCY	2e-08	0.0016
55553	SOX6	2e-08	0.0014
58497	PRUNE1	3e-08	0.0061
6470	SHMT1	3e-08	0.0016
5029	P2RY2	5e-08	0.0033
