Entrez	Gene Symbol	P-value	Beta
3988	LIPA	3e-16	1.07
23316	CUX2	3e-13	1.06
4088	SMAD3	5e-13	1.08
8613	PLPP3	2e-12	1.11
1143	CHRNB4	3e-12	1.06
375056	MIA3	6e-12	1.07
2982	GUCY1A1	3e-11	1.07
8673	VAMP8	4e-11	1.05
54828	BCAS3	5e-11	1.07
89910	UBE3B	1e-10	1.19
1284	COL4A2	4e-10	1.06
3250	HPR	5e-10	1.06
54838	WBP1L	9e-10	1.06
22808	MRAS	1e-09	1.05
6597	SMARCA4	2e-09	1.05
3570	IL6R	3e-09	1.05
7148	TNXB	3e-09	1.08
23293	SMG6	3e-09	1.05
2321	FLT1	3e-09	1.05
28	ABO	4e-09	1.05
22895	RPH3A	7e-09	1.06
1520	CTSS	9e-09	1.04
5175	PECAM1	1e-08	1.05
57608	JCAD	2e-08	1.04
399909	PCNX3	2e-08	1.05
55967	NDUFA12	2e-08	1.07
64241	ABCG8	2e-08	1.11
221692	PHACTR1	3e-08	1.05
23075	SWAP70	3e-08	1.04
490	ATP2B1	3e-08	1.06
4023	LPL	3e-08	1.07
152273	FGD5	4e-08	1.07
11022	TDRKH	4e-08	1.05
153020	RASGEF1B	4e-08	1.05
10428	CFDP1	4e-08	1.04
10972	TMED10	4e-08	1.04
153090	DAB2IP	4e-08	1.05
84439	HHIPL1	5e-08	1.04
