Entrez	Gene Symbol	P-value	Beta
2766	GMPR	8e-80	0.395292
8131	NPRL3	1e-61	1.1722
7018	TF	4e-59	0.436218
7036	TFR2	4.0000000000000006e-34	0.374057
54855	TENT5C	3e-26	0.426721
79866	BORA	3e-23	0.150094
5933	RBL1	2e-18	0.227877
3042	HBM	4e-15	0.184437
23495	TNFRSF13B	6e-15	0.0880558
11200	CHEK2	7e-13	0.143139
10661	KLF1	2e-12	1.81189
10845	CLPX	4e-12	0.114162
2120	ETV6	5e-12	0.0651186
4299	AFF1	3e-11	0.323683
1775	DNASE1L2	7e-11	0.755851
9440	MED17	5e-10	0.61668
64388	GREM2	6e-10	0.0959966
63922	CHTF18	7e-09	1.35988
1463	NCAN	2e-08	0.361752
25914	RTTN	4e-08	0.172123
