Entrez	Gene Symbol	Ensembl ID	P-value
1471	CST3	ENSG00000101439	0.0
128822	CST9	ENSG00000173335	0.0
10019	SH2B3	ENSG00000111252	1.12e-174
10636	RGS14	ENSG00000169220	3.01e-82
5310	PKD1	ENSG00000008710	3.63e-72
92912	UBE2Q2	ENSG00000140367	6.01e-65
100129583	FAM47E	ENSG00000189157	3.01e-62
128817	CSTL1	ENSG00000125823	4.7399999999999994e-54
6927	HNF1A	ENSG00000135100	2.2e-49
22862	FNDC3A	ENSG00000102531	7.06e-44
22918	CD93	ENSG00000125810	1.48e-41
142680	SLC34A3	ENSG00000198569	8e-37
6198	RPS6KB1	ENSG00000108443	2.67e-36
29956	CERS2	ENSG00000143418	1.08e-33
3626	INHBC	ENSG00000175189	1.7200000000000002e-31
6754	SSTR4	ENSG00000132671	1.58e-30
89845	ABCC10	ENSG00000124574	3.21e-30
91734	IDI2	ENSG00000148377	7.66e-30
9071	CLDN10	ENSG00000134873	1.65e-29
256764	WDR72	ENSG00000166415	1.21e-28
3717	JAK2	ENSG00000096968	6.26e-28
6239	RREB1	ENSG00000124782	7.91e-28
91646	TDRD12	ENSG00000173809	2.32e-27
11183	MAP4K5	ENSG00000012983	6.02e-26
51174	TUBD1	ENSG00000108423	4.22e-25
51276	ZNF571	ENSG00000180479	9.17e-25
7701	ZNF142	ENSG00000115568	3.58e-24
27148	STK36	ENSG00000163482	4.01e-24
4580	MTX1	ENSG00000173171	2.64e-22
4036	LRP2	ENSG00000081479	2.87e-22
25865	PRKD2	ENSG00000105287	6.24e-22
51032	CELA2B	ENSG00000215704	1.3e-21
92086	GGTLC1	ENSG00000149435	5.15e-21
100527963	PMF1-BGLAP	ENSG00000260238	6.87e-21
1062	CENPE	ENSG00000138778	1e-20
6565	SLC15A2	ENSG00000163406	1.11e-20
26291	FGF21	ENSG00000105550	1.96e-20
83889	WDR87	ENSG00000171804	2e-20
284076	TTLL6	ENSG00000170703	3.6e-20
79819	DNAI4	ENSG00000152763	3.68e-20
735	C9	ENSG00000113600	4.05e-20
114294	LACTB	ENSG00000103642	4.11e-20
57708	MIER1	ENSG00000198160	7.86e-20
26751	SH3YL1	ENSG00000035115	2.07e-19
5265	SERPINA1	ENSG00000277377	2.46e-19
399909	PCNX3	ENSG00000197136	1.22e-18
3652	IPP	ENSG00000197429	2.65e-18
84952	CGNL1	ENSG00000128849	2.82e-18
4126	MANBA	ENSG00000109323	4.04e-18
3043	HBB	ENSG00000244734	4.79e-18
23139	MAST2	ENSG00000086015	8.59e-18
8503	PIK3R3	ENSG00000117461	1.17e-17
89894	TMEM116	ENSG00000198270	1.19e-17
149483	CCDC17	ENSG00000159588	1.28e-17
91624	NEXN	ENSG00000162614	1.79e-17
8416	ANXA9	ENSG00000143412	2e-17
9654	TTLL4	ENSG00000135912	2.01e-17
284358	MAMSTR	ENSG00000176909	5.49e-17
2524	FUT2	ENSG00000176920	1.06e-16
84775	ZNF607	ENSG00000198182	1.28e-16
54790	TET2	ENSG00000168769	1.3e-16
29123	ANKRD11	ENSG00000167522	1.84e-16
51085	MLXIPL	ENSG00000009950	2.69e-16
7056	THBD	ENSG00000178726	3.04e-16
100131755	ARMCX4	ENSG00000196440	3.25e-16
9031	BAZ1B	ENSG00000009954	3.91e-16
161829	EXD1	ENSG00000178997	1.13e-15
79832	QSER1	ENSG00000060749	2.33e-15
10241	CALCOCO2	ENSG00000136436	2.8e-15
9507	ADAMTS4	ENSG00000158859	3.18e-15
10599	SLCO1B1	ENSG00000134538	3.36e-15
23608	MKRN1	ENSG00000133606	5.21e-15
1013	CDH15	ENSG00000129910	5.49e-15
80724	ACAD10	ENSG00000111271	9.35e-15
4595	MUTYH	ENSG00000132781	1.11e-14
197320	ZNF778	ENSG00000170100	1.21e-14
585	BBS4	ENSG00000140463	1.69e-14
11138	TBC1D8	ENSG00000204634	1.87e-14
51203	NUSAP1	ENSG00000137804	2.47e-14
51103	NDUFAF1	ENSG00000137806	4.97e-14
2064	ERBB2	ENSG00000141736	8.48e-14
2939	GSTA2	ENSG00000244067	9.65e-14
1800	DPEP1	ENSG00000015413	1.19e-13
63892	THADA	ENSG00000115970	1.19e-13
3769	KCNJ13	ENSG00000115474	1.2e-13
57659	ZBTB4	ENSG00000283868	1.21e-13
5314	PKHD1	ENSG00000170927	1.23e-13
128821	CST9L	ENSG00000101435	1.76e-13
5782	PTPN12	ENSG00000127947	1.87e-13
57619	SHROOM3	ENSG00000138771	1.96e-13
100652824	KIAA2012	ENSG00000182329	2.03e-13
1520	CTSS	ENSG00000163131	2.19e-13
22981	NINL	ENSG00000101004	2.46e-13
525	ATP6V1B1	ENSG00000116039	2.83e-13
6789	STK4	ENSG00000101109	3.46e-13
5523	PPP2R3A	ENSG00000073711	3.57e-13
10466	COG5	ENSG00000284369	3.64e-13
3693	ITGB5	ENSG00000082781	4.06e-13
2444	FRK	ENSG00000111816	4.61e-13
968	CD68	ENSG00000129226	8.24e-13
4286	MITF	ENSG00000187098	8.39e-13
229	ALDOB	ENSG00000136872	1.12e-12
8446	DUSP11	ENSG00000144048	1.2e-12
9777	TM9SF4	ENSG00000101337	1.27e-12
7528	YY1	ENSG00000100811	1.28e-12
285231	FBXW12	ENSG00000164049	1.31e-12
23059	CLUAP1	ENSG00000103351	1.66e-12
1806	DPYD	ENSG00000188641	1.73e-12
2264	FGFR4	ENSG00000160867	2.12e-12
284459	ZNF875	ENSG00000181666	2.43e-12
399818	EEF1AKMT2	ENSG00000203791	2.64e-12
1944	EFNA3	ENSG00000143590	2.72e-12
9526	MPDU1	ENSG00000129255	3.07e-12
26094	DCAF4	ENSG00000119599	3.93e-12
26058	GIGYF2	ENSG00000204120	5.27e-12
55170	PRMT6	ENSG00000198890	5.31e-12
8927	BSN	ENSG00000164061	5.39e-12
137075	CLDN23	ENSG00000285098	5.55e-12
27132	CPNE7	ENSG00000178773	5.78e-12
27237	ARHGEF16	ENSG00000130762	7.96e-12
5364	PLXNB1	ENSG00000164050	8.27e-12
51530	ZC3HC1	ENSG00000091732	1.07e-11
3630	INS	ENSG00000254647	1.14e-11
7185	TRAF1	ENSG00000056558	1.22e-11
26354	GNL3	ENSG00000163938	1.29e-11
4862	NPAS2	ENSG00000170485	2.18e-11
340024	SLC6A19	ENSG00000174358	2.21e-11
3397	ID1	ENSG00000125968	2.31e-11
23166	STAB1	ENSG00000010327	2.32e-11
284359	IZUMO1	ENSG00000182264	2.47e-11
55793	MINDY1	ENSG00000143409	2.48e-11
7105	TSPAN6	ENSG00000000003	2.81e-11
23464	GCAT	ENSG00000100116	2.87e-11
84902	CEP89	ENSG00000121289	2.98e-11
254102	EHBP1L1	ENSG00000173442	3.05e-11
3697	ITIH1	ENSG00000055957	3.65e-11
138307	LCN8	ENSG00000204001	3.94e-11
7156	TOP3A	ENSG00000284238	4.1e-11
64843	ISL2	ENSG00000159556	4.55e-11
219931	TPCN2	ENSG00000162341	4.71e-11
134359	POC5	ENSG00000152359	4.81e-11
6470	SHMT1	ENSG00000284320	5.02e-11
54810	GIPC2	ENSG00000137960	5.33e-11
132158	GLYCTK	ENSG00000168237	5.33e-11
100130933	SMIM6	ENSG00000259120	5.92e-11
140597	TCEAL2	ENSG00000184905	7.66e-11
84532	ACSS1	ENSG00000154930	7.95e-11
6569	SLC34A1	ENSG00000131183	8.63e-11
2876	GPX1	ENSG00000233276	9.18e-11
140775	SMCR8	ENSG00000283741	9.21e-11
26015	RPAP1	ENSG00000103932	9.96e-11
196513	DCP1B	ENSG00000284850	1.08e-10
53	ACP2	ENSG00000134575	1.15e-10
55193	PBRM1	ENSG00000163939	1.16e-10
7301	TYRO3	ENSG00000092445	1.17e-10
79154	DHRS11	ENSG00000278535	1.4e-10
126626	GABPB2	ENSG00000143458	1.41e-10
5913	RAPSN	ENSG00000165917	1.51e-10
5340	PLG	ENSG00000122194	1.51e-10
8567	MADD	ENSG00000110514	1.57e-10
26051	PPP1R16B	ENSG00000101445	1.59e-10
10990	LILRB5	ENSG00000278437	1.61e-10
55602	CDKN2AIP	ENSG00000168564	1.67e-10
23316	CUX2	ENSG00000111249	1.69e-10
2175	FANCA	ENSG00000187741	1.75e-10
9867	PJA2	ENSG00000198961	2e-10
10062	NR1H3	ENSG00000025434	2.32e-10
64236	PDLIM2	ENSG00000120913	2.34e-10
55759	WDR12	ENSG00000138442	2.34e-10
80179	MYO19	ENSG00000278372	2.35e-10
26084	ARHGEF26	ENSG00000277101	2.52e-10
84226	C2orf16	ENSG00000221843	2.99e-10
91056	AP5B1	ENSG00000254470	3.26e-10
11321	GPN1	ENSG00000198522	3.38e-10
10806	SDCCAG8	ENSG00000276111	3.57e-10
197322	ACSF3	ENSG00000176715	4.34e-10
84264	HAGHL	ENSG00000103253	4.36e-10
65065	NBEAL1	ENSG00000144426	4.45e-10
7318	UBA7	ENSG00000182179	4.74e-10
284110	GSDMA	ENSG00000167914	4.91e-10
152273	FGD5	ENSG00000154783	5.03e-10
10906	TRAFD1	ENSG00000135148	5.91e-10
83852	SETDB2	ENSG00000136169	6.39e-10
92285	ZNF585B	ENSG00000245680	6.79e-10
64798	DEPTOR	ENSG00000155792	6.85e-10
65989	DLK2	ENSG00000171462	6.89e-10
80267	EDEM3	ENSG00000116406	7.3e-10
987	LRBA	ENSG00000198589	7.3e-10
64943	NT5DC2	ENSG00000168268	9.48e-10
646424	SPINK8	ENSG00000229453	9.76e-10
83741	TFAP2D	ENSG00000008197	9.85e-10
23261	CAMTA1	ENSG00000171735	1.01e-09
51332	SPTBN5	ENSG00000137877	1.06e-09
2735	GLI1	ENSG00000111087	1.16e-09
129852	C2orf73	ENSG00000177994	1.23e-09
23259	DDHD2	ENSG00000085788	1.39e-09
64333	ARHGAP9	ENSG00000123329	1.44e-09
11136	SLC7A9	ENSG00000021488	1.66e-09
24149	ZNF318	ENSG00000171467	1.81e-09
1473	CST5	ENSG00000170367	1.83e-09
50940	PDE11A	ENSG00000128655	1.96e-09
4486	MST1R	ENSG00000164078	2.06e-09
54823	SWT1	ENSG00000116668	2.08e-09
6794	STK11	ENSG00000118046	2.19e-09
4035	LRP1	ENSG00000123384	2.26e-09
149428	BNIPL	ENSG00000163141	2.43e-09
7297	TYK2	ENSG00000105397	2.49e-09
57465	TBC1D24	ENSG00000162065	2.59e-09
4582	MUC1	ENSG00000185499	2.65e-09
79589	RNF128	ENSG00000133135	2.69e-09
22837	COBLL1	ENSG00000082438	2.75e-09
3428	IFI16	ENSG00000163565	2.9e-09
11243	PMF1	ENSG00000160783	3.08e-09
51473	DCDC2	ENSG00000146038	3.12e-09
55904	KMT2E	ENSG00000005483	3.13e-09
128869	PIGU	ENSG00000101464	3.59e-09
4763	NF1	ENSG00000196712	3.99e-09
286676	ILDR1	ENSG00000145103	4.04e-09
53345	TM6SF2	ENSG00000213996	4.05e-09
7166	TPH1	ENSG00000129167	5.13e-09
55839	CENPN	ENSG00000166451	5.53e-09
4157	MC1R	ENSG00000258839	6.13e-09
6654	SOS1	ENSG00000115904	6.68e-09
6787	NEK4	ENSG00000114904	7.48e-09
92822	ZNF276	ENSG00000158805	8.44e-09
80781	COL18A1	ENSG00000182871	8.52e-09
63891	RNF123	ENSG00000164068	8.53e-09
57805	CCAR2	ENSG00000158941	8.66e-09
51750	RTEL1	ENSG00000258366	9.35e-09
9091	PIGQ	ENSG00000007541	9.8e-09
