Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.5188
255738	PCSK9	2e-167	0.4015
8882	ZPR1	6e-63	0.0953
23383	MAU2	2.0000000000000003e-49	0.1225
2646	GCKR	8e-46	0.0591
64241	ABCG8	5.9999999999999996e-40	0.1084
19	ABCA1	6e-29	0.0525
8701	DNAH11	1e-22	0.0473
9785	DHX38	4e-22	0.0474
5265	SERPINA1	4e-22	0.1467
3482	IGF2R	3e-20	0.0719
29881	NPC1L1	2e-19	0.0485
126695	KDF1	3e-19	0.1149
23461	ABCA5	8e-18	0.1361
9415	FADS2	2e-17	0.035
6484	ST3GAL4	5e-15	0.044
55219	MACO1	7e-15	0.0316
29116	MYLIP	3e-14	0.0313
28983	TMPRSS11E	2e-11	0.0333
7227	TRPS1	4e-11	0.0292
9388	LIPG	5e-11	0.1304
85363	TRIM5	5e-11	0.0482
144108	SPTY2D1	5e-11	0.0283
1742	DLG4	1e-10	0.2386
5468	PPARG	1e-10	0.0262
54520	CCDC93	2e-10	0.05
675	BRCA2	3e-10	0.0304
57523	NYNRIN	1e-09	0.0244
54899	PXK	1e-09	0.0439
3172	HNF4A	1e-09	0.0691
