Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
255738	PCSK9	ENSG00000169174	3.46e-57
51085	MLXIPL	ENSG00000009950	1.9600000000000002e-56
84811	BUD13	ENSG00000137656	1.22e-51
9031	BAZ1B	ENSG00000009954	4.66e-49
11183	MAP4K5	ENSG00000012983	5.0499999999999997e-48
337	APOA4	ENSG00000110244	7.660000000000001e-35
587	BCAT2	ENSG00000105552	8.77e-35
23624	CBLC	ENSG00000142273	5.42e-27
338	APOB	ENSG00000084674	6.68e-27
4023	LPL	ENSG00000175445	1.36e-25
3949	LDLR	ENSG00000130164	3.37e-25
1071	CETP	ENSG00000087237	4.21e-19
23460	ABCA6	ENSG00000154262	4.27e-19
84226	C2orf16	ENSG00000221843	1.73e-18
343263	MYBPHL	ENSG00000221986	3.63e-18
11321	GPN1	ENSG00000198522	5.84e-18
5817	PVR	ENSG00000073008	4.45e-17
51129	ANGPTL4	ENSG00000167772	8.11e-17
23173	METAP1	ENSG00000164024	2.25e-16
26160	IFT172	ENSG00000138002	8.82e-16
8890	EIF2B4	ENSG00000115211	2.57e-15
64241	ABCG8	ENSG00000143921	3.11e-13
5866	RAB3IL1	ENSG00000167994	4.2e-13
221037	JMJD1C	ENSG00000171988	1.85e-12
78992	YIPF2	ENSG00000130733	2.16e-12
728780	ANKDD1B	ENSG00000189045	3.6e-12
23461	ABCA5	ENSG00000154265	7.79e-12
113201	GOLM2	ENSG00000166734	8.21e-12
64240	ABCG5	ENSG00000138075	1.31e-11
256006	ANKRD31	ENSG00000145700	1.73e-11
23387	SIK3	ENSG00000160584	2.68e-11
10087	CERT1	ENSG00000113163	6.21e-11
27329	ANGPTL3	ENSG00000132855	9.67e-10
284612	SYPL2	ENSG00000143028	1.25e-09
25764	HYPK	ENSG00000242028	1.33e-09
161497	STRC	ENSG00000242866	2.26e-09
4018	LPA	ENSG00000198670	2.5e-09
117155	CATSPER2	ENSG00000166762	3.03e-09
335	APOA1	ENSG00000118137	3.57e-09
345	APOC3	ENSG00000110245	5.24e-09
4212	MEIS2	ENSG00000134138	3.88e-07
