Entrez	Gene Symbol	P-value	Beta
249	ALPL	4e-157	1.7134
432	ASGR1	3e-146	1.4136
2822	GPLD1	2e-107	0.87
2523	FUT1	4e-68	0.0749
6484	ST3GAL4	5e-62	0.07
221037	JMJD1C	1e-36	0.0501
23187	PHLDB1	4e-14	0.0368
160897	GPR180	7e-14	0.0312
8792	TNFRSF11A	1e-13	0.0352
57678	GPAM	9e-13	0.0352
6927	HNF1A	1e-12	0.0287
4249	MGAT5	1e-11	0.0322
85363	TRIM5	2e-11	0.055
57130	ATP13A1	8e-11	0.0894
9031	BAZ1B	1e-10	0.0409
147798	TMC4	3e-10	0.0542
168850	ZNF800	5e-10	0.2208
5265	SERPINA1	2e-09	0.1633
10499	NCOA2	3e-09	0.0253
60685	ZFAND3	5e-09	0.6581
9784	SNX17	6e-09	0.0469
3426	CFI	1e-08	1.4825
80724	ACAD10	2e-08	0.0293
10466	COG5	3e-08	0.034
55876	GSDMB	4e-08	0.0242
127	ADH4	5e-08	0.0453
