Entrez	Gene Symbol	P-value	Beta
6934	TCF7L2	3e-203	
54901	CDKAL1	5e-31	
79068	FTO	4.0000000000000003e-29	
10644	IGF2BP2	3e-27	
3784	KCNQ1	3e-23	
221895	JAZF1	2e-18	
7466	WFS1	3e-18	
6928	HNF1B	2e-17	
116985	ARAP1	3e-17	
63892	THADA	9e-17	
4544	MTNR1B	2e-16	
54826	GIN1	4e-16	
2646	GCKR	1e-15	
286	ANK1	2e-15	
111	ADCY5	2e-15	
6239	RREB1	2e-15	
57178	ZMIZ1	6e-15	
56172	ANKH	3e-13	
8091	HMGA2	1e-12	
7021	TFAP2B	1e-11	
5468	PPARG	1e-11	
3172	HNF4A	2e-11	
7325	UBE2E2	2e-11	
10725	NFAT5	7e-10	
6480	ST6GAL1	2e-09	
5609	MAP2K7	2e-09	
50674	NEUROG3	3e-09	
5066	PAM	4e-09	
6314	ATXN7	5e-09	
169792	GLIS3	5e-09	
128866	CHMP4B	6e-09	
23456	ABCB10	9e-09	
3097	HIVEP2	2e-08	
6927	HNF1A	2e-08	
26086	GPSM1	2e-08	
4853	NOTCH2	2e-08	
9690	UBE3C	3e-08	
64400	AKTIP	4e-08	
56913	C1GALT1	7e-08	
80728	ARHGAP39	8e-08	
9732	DOCK4	8e-08	
11124	FAF1	2e-07	
