Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
4023	LPL	ENSG00000175445	1.72e-119
51085	MLXIPL	ENSG00000009950	8.18e-99
345	APOC3	ENSG00000110245	1.38e-86
11183	MAP4K5	ENSG00000012983	9.87e-86
9031	BAZ1B	ENSG00000009954	3.52e-84
116519	APOA5	ENSG00000110243	2.4100000000000003e-73
84811	BUD13	ENSG00000137656	1.6299999999999998e-67
587	BCAT2	ENSG00000105552	1.37e-49
337	APOA4	ENSG00000110244	1.89e-43
5049	PAFAH1B2	ENSG00000168092	1.02e-41
4018	LPA	ENSG00000198670	2.57e-40
23624	CBLC	ENSG00000142273	4.61e-40
84226	C2orf16	ENSG00000221843	9.72e-39
11321	GPN1	ENSG00000198522	1.96e-38
146894	CD300LG	ENSG00000161649	2.06e-34
8890	EIF2B4	ENSG00000115211	1.19e-28
26160	IFT172	ENSG00000138002	1.92e-27
23460	ABCA6	ENSG00000154262	7.32e-26
338	APOB	ENSG00000084674	3.26e-25
3949	LDLR	ENSG00000130164	6.2e-25
255738	PCSK9	ENSG00000169174	1.06e-24
5817	PVR	ENSG00000073008	1.7799999999999998e-23
350	APOH	ENSG00000091583	3.1499999999999995e-23
23173	METAP1	ENSG00000164024	1.06e-22
6580	SLC22A1	ENSG00000175003	3.18e-20
5140	PDE3B	ENSG00000152270	1.32e-17
113201	GOLM2	ENSG00000166734	5.72e-17
57159	TRIM54	ENSG00000138100	3.09e-16
84277	DNAJC30	ENSG00000176410	4.18e-16
4318	MMP9	ENSG00000100985	8.53e-16
94137	RP1L1	ENSG00000183638	6.3e-15
22837	COBLL1	ENSG00000082438	1.06e-14
23461	ABCA5	ENSG00000154265	2.54e-14
8884	SLC5A6	ENSG00000138074	2.44e-13
83650	SLC35G5	ENSG00000285084	2.54e-13
83706	FERMT3	ENSG00000149781	2.56e-12
64241	ABCG8	ENSG00000143921	3.33e-12
25764	HYPK	ENSG00000242028	3.92e-12
2696	GIPR	ENSG00000010310	4.48e-12
728780	ANKDD1B	ENSG00000189045	4.85e-12
161497	STRC	ENSG00000242866	7.3e-12
10087	CERT1	ENSG00000113163	1.98e-11
5331	PLCB3	ENSG00000149782	2.4e-11
64240	ABCG5	ENSG00000138075	4.28e-11
117155	CATSPER2	ENSG00000166762	6.25e-11
80237	ELL3	ENSG00000128886	7.31e-11
2923	PDIA3	ENSG00000167004	7.38e-11
169436	STKLD1	ENSG00000281245	2.17e-10
78992	YIPF2	ENSG00000130733	3.5e-10
6494	SIPA1	ENSG00000213445	3.99e-10
125931	CEACAM20	ENSG00000273777	5.21e-10
343263	MYBPHL	ENSG00000221986	1.1e-09
5468	PPARG	ENSG00000132170	1.92e-09
9919	SEC16A	ENSG00000148396	1.98e-09
7158	TP53BP1	ENSG00000067369	2.9e-09
10019	SH2B3	ENSG00000111252	3.22e-09
22932	POMZP3	ENSG00000276464	3.91e-09
137075	CLDN23	ENSG00000285098	4.99e-09
9836	LCMT2	ENSG00000168806	5.12e-09
5476	CTSA	ENSG00000064601	7e-09
23203	PMPCA	ENSG00000165688	7.82e-09
9122	SLC16A4	ENSG00000168679	1.39e-07
51005	AMDHD2	ENSG00000162066	3.85e-07
60485	SAV1	ENSG00000151748	3.85e-07
222967	RSPH10B	ENSG00000155026	3.85e-07
144983	HNRNPA1L2	ENSG00000139675	3.85e-07
3096	HIVEP1	ENSG00000095951	3.85e-07
6578	SLCO2A1	ENSG00000174640	3.85e-07
152877	FAM53A	ENSG00000174137	3.85e-07
127534	GJB4	ENSG00000189433	3.85e-07
7389	UROD	ENSG00000126088	3.85e-07
246243	RNASEH1	ENSG00000171865	3.85e-07
23175	LPIN1	ENSG00000134324	3.85e-07
23247	KATNIP	ENSG00000047578	3.85e-07
1429	CRYZ	ENSG00000116791	3.85e-07
55341	LSG1	ENSG00000041802	3.85e-07
151963	MB21D2	ENSG00000180611	3.85e-07
3990	LIPC	ENSG00000166035	3.85e-07
338657	CENATAC	ENSG00000280975	3.85e-07
51537	MTFP1	ENSG00000242114	3.85e-07
23154	NCDN	ENSG00000020129	3.85e-07
54439	RBM27	ENSG00000091009	3.85e-07
9891	NUAK1	ENSG00000074590	3.85e-07
341277	OVCH2	ENSG00000183378	3.85e-07
64866	CDCP1	ENSG00000163814	3.85e-07
9060	PAPSS2	ENSG00000198682	3.85e-07
2617	GARS1	ENSG00000106105	3.85e-07
136371	ASB10	ENSG00000146926	3.85e-07
56931	DUS3L	ENSG00000141994	3.85e-07
9451	EIF2AK3	ENSG00000172071	3.85e-07
9534	ZNF254	ENSG00000213096	3.85e-07
28965	SLC27A6	ENSG00000113396	5.28e-07
