Entrez	Gene Symbol	P-value	Beta
64241	ABCG8	0.0	2.07
7104	TM4SF4	9e-52	0.89
6822	SULT2A1	9e-52	0.85
987	LRBA	5e-46	1.13
220972	MARCHF8	2e-35	1.11
2524	FUT2	4.999999999999999e-32	1.09
6927	HNF1A	8e-27	1.09
2646	GCKR	1.0000000000000001e-23	1.08
221037	JMJD1C	3e-19	1.07
55107	ANO1	7e-16	1.12
290	ANPEP	3e-15	0.89
6928	HNF1B	4e-15	1.09
9972	NUP153	6e-15	0.95
9516	LITAF	2e-14	1.06
10430	TMEM147	6e-13	0.94
23112	TNRC6B	1e-12	1.06
103	ADAR	3e-12	1.05
389421	LIN28B	2e-11	0.92
28	ABO	4e-11	1.07
57619	SHROOM3	9e-11	1.05
282809	POC1B	2e-10	1.05
348	APOE	8e-10	1.09
4586	MUC5AC	1e-09	1.12
51085	MLXIPL	2e-09	1.06
83851	SYT16	2e-09	0.94
83873	GPR61	3e-09	1.13
130340	AP1S3	5e-09	1.05
754	PTTG1IP	1e-08	1.05
50650	ARHGEF3	1e-08	0.96
23677	SH3BP4	2e-08	1.05
7422	VEGFA	2e-08	1.05
9855	FARP2	3e-08	1.04
197131	UBR1	4e-08	1.16
89849	ATG16L2	9e-07	0.96
1366	CLDN7	8e-06	0.96
