Entrez	Gene Symbol	Ensembl ID	P-value
3949	LDLR	ENSG00000130164	2.02e-58
255738	PCSK9	ENSG00000169174	2.75e-50
348	APOE	ENSG00000130203	3.34e-39
338	APOB	ENSG00000084674	8.4e-35
23460	ABCA6	ENSG00000154262	4.45e-15
27329	ANGPTL3	ENSG00000132855	3.55e-11
64240	ABCG5	ENSG00000138075	7.52e-10
19	ABCA1	ENSG00000165029	1.09e-08
9388	LIPG	ENSG00000101670	1.86e-08
29881	NPC1L1	ENSG00000015520	6.47e-08
85302	FBF1	ENSG00000188878	2.41e-07
350	APOH	ENSG00000091583	3.84e-07
51594	NBAS	ENSG00000151779	6.18e-07
6580	SLC22A1	ENSG00000175003	9.8e-07
