Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
1071	CETP	ENSG00000087237	2.11e-159
4318	MMP9	ENSG00000100985	1.46e-119
345	APOC3	ENSG00000110245	2.83e-93
11183	MAP4K5	ENSG00000012983	6.12e-80
51085	MLXIPL	ENSG00000009950	1.3800000000000002e-64
90203	SNX21	ENSG00000124104	1.52e-62
335	APOA1	ENSG00000118137	9.15e-62
5476	CTSA	ENSG00000064601	5.479999999999999e-60
9031	BAZ1B	ENSG00000009954	2.76e-57
84226	C2orf16	ENSG00000221843	9.65e-38
11321	GPN1	ENSG00000198522	1.1800000000000001e-36
949	SCARB1	ENSG00000073060	4.41e-35
337	APOA4	ENSG00000110244	1.9400000000000002e-33
587	BCAT2	ENSG00000105552	3.59e-31
3990	LIPC	ENSG00000166035	6.73e-31
5049	PAFAH1B2	ENSG00000168092	5.52e-29
10005	ACOT8	ENSG00000101473	1.98e-26
116519	APOA5	ENSG00000110243	7.29e-26
8882	ZPR1	ENSG00000109917	2.86e-25
280664	WFDC10B	ENSG00000182931	2.88e-25
26160	IFT172	ENSG00000138002	6.2e-25
23624	CBLC	ENSG00000142273	4.33e-24
84811	BUD13	ENSG00000137656	7.91e-23
5360	PLTP	ENSG00000100979	2.5600000000000003e-22
259240	WFDC9	ENSG00000180205	1.71e-20
63925	ZNF335	ENSG00000198026	4.19e-20
10816	SPINT3	ENSG00000101446	6.77e-20
338	APOB	ENSG00000084674	1.98e-19
391253	SPINT4	ENSG00000149651	6.06e-18
22837	COBLL1	ENSG00000082438	4.99e-16
3949	LDLR	ENSG00000130164	1.08e-15
57468	SLC12A5	ENSG00000124140	1.22e-15
9507	ADAMTS4	ENSG00000158859	3.22e-15
140825	NEURL2	ENSG00000124257	4.09e-15
140686	WFDC3	ENSG00000124116	6.3e-15
5817	PVR	ENSG00000073008	3.05e-14
57159	TRIM54	ENSG00000138100	1.94e-13
83650	SLC35G5	ENSG00000285084	4.72e-13
55062	WIPI1	ENSG00000070540	7.67e-13
221037	JMJD1C	ENSG00000171988	9.9e-13
432	ASGR1	ENSG00000141505	2.29e-12
255738	PCSK9	ENSG00000169174	4.58e-12
64241	ABCG8	ENSG00000143921	3.52e-11
90204	ZSWIM1	ENSG00000168612	9.72e-11
6559	SLC12A3	ENSG00000070915	1.01e-10
8884	SLC5A6	ENSG00000138074	1.14e-10
64240	ABCG5	ENSG00000138075	4.02e-10
55861	DBNDD2	ENSG00000244274	5.49e-10
350	APOH	ENSG00000091583	6.74e-10
94137	RP1L1	ENSG00000183638	7.33e-10
5140	PDE3B	ENSG00000152270	7.62e-10
9709	HERPUD1	ENSG00000051108	1.19e-09
146894	CD300LG	ENSG00000161649	1.83e-09
57678	GPAM	ENSG00000119927	1.88e-09
23173	METAP1	ENSG00000164024	3.46e-09
5444	PON1	ENSG00000005421	3.63e-09
137075	CLDN23	ENSG00000285098	4.52e-09
127	ADH4	ENSG00000198099	4.59e-09
728780	ANKDD1B	ENSG00000189045	5.72e-09
3083	HGFAC	ENSG00000109758	6.18e-09
80321	CEP70	ENSG00000114107	3.06e-07
9545	RAB3D	ENSG00000105514	7.74e-07
