Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.3148
255738	PCSK9	2e-134	0.3591
338	APOB	6e-120	0.0923
8882	ZPR1	9e-106	0.1232
53345	TM6SF2	4e-62	0.129
85440	DOCK7	3e-49	0.061
2646	GCKR	1e-36	0.0521
4023	LPL	1e-36	0.0571
64241	ABCG8	6e-30	0.0924
3482	IGF2R	1e-22	0.0768
8701	DNAH11	1e-19	0.0437
29881	NPC1L1	4e-18	0.0464
9785	DHX38	9e-18	0.042
23460	ABCA6	2e-16	0.1396
126695	KDF1	7e-16	0.1035
388323	GLTPD2	2e-15	0.1487
7227	TRPS1	4e-15	0.0343
51129	ANGPTL4	5e-15	0.1202
6484	ST3GAL4	4e-14	0.0516
28983	TMPRSS11E	8e-14	0.0372
84310	C7orf50	1e-13	0.0297
675	BRCA2	1e-12	0.034
55219	MACO1	8e-12	0.0275
350	APOH	3e-11	0.0926
51085	MLXIPL	1e-10	0.0744
6514	SLC2A2	3e-10	0.0365
4299	AFF1	4e-10	0.0245
54899	PXK	8e-10	0.0425
22864	R3HDM2	1e-09	0.028
