Entrez	Gene Symbol	P-value	Beta
348	APOE	1e-200	0.314986
338	APOB	7e-95	0.0980258
8882	ZPR1	2e-62	0.116616
255738	PCSK9	2e-52	0.275776
53345	TM6SF2	5.999999999999999e-44	0.125237
85440	DOCK7	5e-28	0.0544288
10452	TOMM40	1.0000000000000001e-23	0.144409
64241	ABCG8	1e-19	0.0459356
28	ABO	3e-19	0.0550247
8854	ALDH1A2	2e-17	0.0423249
3250	HPR	2e-16	0.0496524
23460	ABCA6	6e-15	0.124392
5819	NECTIN2	1e-13	0.0354939
6580	SLC22A1	1e-12	0.0659503
6597	SMARCA4	9e-12	0.155532
9415	FADS2	1e-11	0.0335419
6484	ST3GAL4	2e-11	0.0577352
51085	MLXIPL	8e-11	0.0383064
10349	ABCA10	2e-10	0.0450359
7227	TRPS1	2e-10	0.0337954
