Entrez	Gene Symbol	Ensembl ID	P-value
84948	TIGD5	ENSG00000278016	5.01e-07
23408	SIRT5	ENSG00000124523	5.22e-07
4091	SMAD6	ENSG00000137834	7.38e-06
9058	SLC13A2	ENSG00000007216	1.23e-05
7554	ZNF8	ENSG00000278129	1.25e-05
23324	MAN2B2	ENSG00000013288	1.33e-05
113802	HENMT1	ENSG00000162639	1.49e-05
114971	PTPMT1	ENSG00000285206	2.43e-05
7475	WNT6	ENSG00000115596	4.1e-05
23086	EXPH5	ENSG00000110723	5.03e-05
84969	TOX2	ENSG00000124191	5.75e-05
526	ATP6V1B2	ENSG00000147416	5.85e-05
201516	ZSCAN4	ENSG00000180532	7.35e-05
1410	CRYAB	ENSG00000109846	7.6e-05
66008	TRAK2	ENSG00000115993	7.65e-05
6633	SNRPD2	ENSG00000125743	7.85e-05
1506	CTRL	ENSG00000141086	7.88e-05
22835	ZFP30	ENSG00000120784	9.13e-05
