Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
4023	LPL	ENSG00000175445	4.7e-135
51085	MLXIPL	ENSG00000009950	2.07e-103
345	APOC3	ENSG00000110245	4.81e-103
11183	MAP4K5	ENSG00000012983	5.74e-94
9031	BAZ1B	ENSG00000009954	6.53e-88
116519	APOA5	ENSG00000110243	2.37e-80
8882	ZPR1	ENSG00000109917	9.82e-80
84811	BUD13	ENSG00000137656	1.7800000000000002e-73
51129	ANGPTL4	ENSG00000167772	3.27e-52
255738	PCSK9	ENSG00000169174	1.49e-50
587	BCAT2	ENSG00000105552	5.15e-49
337	APOA4	ENSG00000110244	2.31e-46
4018	LPA	ENSG00000198670	1.05e-43
11321	GPN1	ENSG00000198522	3.41e-42
23624	CBLC	ENSG00000142273	1.24e-39
146894	CD300LG	ENSG00000161649	1.0400000000000001e-36
26160	IFT172	ENSG00000138002	4.6400000000000004e-29
23173	METAP1	ENSG00000164024	5.37e-24
221037	JMJD1C	ENSG00000171988	6.47e-24
5817	PVR	ENSG00000073008	5.0599999999999993e-23
23460	ABCA6	ENSG00000154262	7.379999999999999e-23
350	APOH	ENSG00000091583	1.98e-22
3949	LDLR	ENSG00000130164	5.0600000000000005e-22
338	APOB	ENSG00000084674	4.82e-20
5140	PDE3B	ENSG00000152270	1.06e-19
113201	GOLM2	ENSG00000166734	1.27e-17
57159	TRIM54	ENSG00000138100	1.52e-17
84277	DNAJC30	ENSG00000176410	3.52e-17
22837	COBLL1	ENSG00000082438	2.41e-16
94137	RP1L1	ENSG00000183638	1.23e-15
4318	MMP9	ENSG00000100985	2.74e-15
8884	SLC5A6	ENSG00000138074	1.76e-14
83650	SLC35G5	ENSG00000285084	1.26e-13
83706	FERMT3	ENSG00000149781	3.9e-13
23461	ABCA5	ENSG00000154265	9.65e-13
2696	GIPR	ENSG00000010310	1.64e-12
25764	HYPK	ENSG00000242028	2.11e-12
161497	STRC	ENSG00000242866	3.73e-12
5331	PLCB3	ENSG00000149782	8.38e-12
117155	CATSPER2	ENSG00000166762	4.39e-11
80237	ELL3	ENSG00000128886	4.69e-11
2923	PDIA3	ENSG00000167004	5.03e-11
64241	ABCG8	ENSG00000143921	1.14e-10
728780	ANKDD1B	ENSG00000189045	1.92e-10
125931	CEACAM20	ENSG00000273777	5.5e-10
10087	CERT1	ENSG00000113163	5.86e-10
6494	SIPA1	ENSG00000213445	9.37e-10
64240	ABCG5	ENSG00000138075	1.35e-09
7158	TP53BP1	ENSG00000067369	1.38e-09
5468	PPARG	ENSG00000132170	1.4e-09
9919	SEC16A	ENSG00000148396	1.58e-09
137075	CLDN23	ENSG00000285098	2.48e-09
169436	STKLD1	ENSG00000281245	3.14e-09
22932	POMZP3	ENSG00000276464	3.22e-09
9836	LCMT2	ENSG00000168806	4.05e-09
343263	MYBPHL	ENSG00000221986	4.32e-09
23203	PMPCA	ENSG00000165688	5.33e-09
6621	SNAPC4	ENSG00000165684	7.05e-09
5476	CTSA	ENSG00000064601	7.79e-09
9122	SLC16A4	ENSG00000168679	4.45e-07
9891	NUAK1	ENSG00000074590	7.34e-07
9451	EIF2AK3	ENSG00000172071	7.34e-07
3990	LIPC	ENSG00000166035	7.34e-07
51005	AMDHD2	ENSG00000162066	7.34e-07
6578	SLCO2A1	ENSG00000174640	7.34e-07
60485	SAV1	ENSG00000151748	7.34e-07
2617	GARS1	ENSG00000106105	7.34e-07
9534	ZNF254	ENSG00000213096	7.34e-07
23247	KATNIP	ENSG00000047578	7.34e-07
127534	GJB4	ENSG00000189433	7.34e-07
7389	UROD	ENSG00000126088	7.34e-07
152877	FAM53A	ENSG00000174137	7.34e-07
222967	RSPH10B	ENSG00000155026	7.34e-07
246243	RNASEH1	ENSG00000171865	7.34e-07
23154	NCDN	ENSG00000020129	7.34e-07
54439	RBM27	ENSG00000091009	7.34e-07
56931	DUS3L	ENSG00000141994	7.34e-07
55341	LSG1	ENSG00000041802	7.34e-07
151963	MB21D2	ENSG00000180611	7.34e-07
1429	CRYZ	ENSG00000116791	7.34e-07
51537	MTFP1	ENSG00000242114	7.34e-07
136371	ASB10	ENSG00000146926	7.34e-07
64866	CDCP1	ENSG00000163814	7.34e-07
3096	HIVEP1	ENSG00000095951	7.34e-07
338657	CENATAC	ENSG00000280975	7.34e-07
9060	PAPSS2	ENSG00000198682	7.34e-07
341277	OVCH2	ENSG00000183378	7.34e-07
23175	LPIN1	ENSG00000134324	7.34e-07
144983	HNRNPA1L2	ENSG00000139675	7.34e-07
