Entrez	Gene Symbol	Ensembl ID	P-value
1471	CST3	ENSG00000101439	0.0
142680	SLC34A3	ENSG00000198569	2e-43
9071	CLDN10	ENSG00000134873	5e-40
10019	SH2B3	ENSG00000111252	1.0000000000000001e-29
5310	PKD1	ENSG00000008710	1e-18
4763	NF1	ENSG00000196712	1e-12
6569	SLC34A1	ENSG00000131183	2e-11
340024	SLC6A19	ENSG00000174358	4e-11
25865	PRKD2	ENSG00000105287	4e-11
54790	TET2	ENSG00000168769	5e-11
55603	TENT5A	ENSG00000112773	1e-10
11136	SLC7A9	ENSG00000021488	2e-10
5314	PKHD1	ENSG00000170927	3e-09
6557	SLC12A1	ENSG00000074803	2e-08
4036	LRP2	ENSG00000081479	1e-07
6427	SRSF2	ENSG00000161547	2e-07
29842	TFCP2L1	ENSG00000115112	4e-07
3845	KRAS	ENSG00000133703	1e-06
5781	PTPN11	ENSG00000179295	4e-06
145957	NRG4	ENSG00000169752	6e-06
533	ATP6V0B	ENSG00000117410	7e-06
2538	G6PC1	ENSG00000131482	7e-06
23253	ANKRD12	ENSG00000101745	1e-05
5129	CDK18	ENSG00000117266	1e-05
3758	KCNJ1	ENSG00000151704	1e-05
23218	NBEAL2	ENSG00000160796	2e-05
55714	TENM3	ENSG00000218336	2e-05
3645	INSRR	ENSG00000027644	2e-05
22981	NINL	ENSG00000101004	3e-05
4091	SMAD6	ENSG00000137834	3e-05
4864	NPC1	ENSG00000141458	4e-05
3717	JAK2	ENSG00000096968	4e-05
6121	RPE65	ENSG00000116745	4e-05
8850	KAT2B	ENSG00000114166	4e-05
115098	CCDC124	ENSG00000007080	5e-05
144100	PLEKHA7	ENSG00000166689	5e-05
79832	QSER1	ENSG00000060749	6e-05
80781	COL18A1	ENSG00000182871	7e-05
