Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.3451
1952	CELSR2	9.999999999999999e-287	0.0934
57794	SUGP1	8e-151	0.1161
85440	DOCK7	4e-118	0.0509
28	ABO	2e-109	0.0532
19	ABCA1	2e-109	0.0487
2646	GCKR	1e-98	0.0417
64241	ABCG8	5.0000000000000004e-89	0.0495
3250	HPR	9e-85	0.0452
84811	BUD13	2e-80	0.0465
9388	LIPG	4e-64	0.1695
4018	LPA	1e-58	0.0686
23460	ABCA6	8.000000000000001e-45	0.1086
6311	ATXN2	2e-38	0.0302
64757	MTARC1	6e-37	0.0282
284359	IZUMO1	7e-36	0.0293
6927	HNF1A	6e-34	0.0249
7227	TRPS1	2.0000000000000002e-29	0.0245
57678	GPAM	4.0000000000000003e-29	0.0252
55219	MACO1	1.9999999999999997e-28	0.0226
8701	DNAH11	2e-27	0.0242
3083	HGFAC	7.9999999999999985e-25	0.0206
91851	CHRDL1	1.0000000000000001e-23	0.0196
2444	FRK	3e-23	0.0201
150864	FAM117B	5e-23	0.0231
8647	ABCB11	3e-22	0.0199
64116	SLC39A8	3e-21	0.0418
9489	PGS1	3e-21	0.0211
79673	ZNF329	6e-21	0.0309
64771	ILRUN	7e-21	0.0339
51614	ERGIC3	3e-20	0.0259
6101	RP1	4e-20	0.022
2932	GSK3B	1e-18	0.0181
51141	INSIG2	2e-18	0.0336
949	SCARB1	4e-18	0.0186
7332	UBE2L3	5e-18	0.0203
55616	ASAP3	8e-18	0.0223
90634	N4BP2L1	2e-17	0.0168
23301	EHBP1	2e-15	0.017
54918	CMTM6	6e-15	0.0292
55206	SBNO1	7e-15	0.0222
57523	NYNRIN	7e-15	0.0175
158219	TTC39B	1e-14	0.0247
23317	DNAJC13	2e-14	0.0396
10767	HBS1L	4e-14	0.0163
144108	SPTY2D1	4e-14	0.0161
84440	RAB11FIP4	4e-14	0.0151
80339	PNPLA3	1e-13	0.0165
151636	DTX3L	1e-13	0.0155
2322	FLT3	2e-13	0.078
1911	PHC1	3e-13	0.0197
9516	LITAF	3e-13	0.0208
3098	HK1	4e-13	0.0249
29941	PKN3	5e-13	0.0216
7455	ZAN	6e-13	0.0196
29886	SNX8	9e-13	0.1344
7813	EVI5	1e-12	0.0164
220972	MARCHF8	1e-12	0.0179
657	BMPR1A	3e-12	0.015
350	APOH	5e-12	0.0472
146894	CD300LG	6e-12	0.0454
7436	VLDLR	8e-12	0.0255
56252	YLPM1	1e-11	0.0132
1964	EIF1AX	1e-11	0.015
130399	ACVR1C	2e-11	0.021
5862	RAB2A	3e-11	0.0162
55667	DENND4C	6e-11	0.0246
84619	ZGPAT	6e-11	0.0141
23321	TRIM2	8e-11	0.0192
7064	THOP1	1e-10	0.0138
3931	LCAT	2e-10	0.0405
54897	CASZ1	2e-10	0.0136
415	ARSL	2e-10	0.0123
23303	KIF13B	2e-10	0.0565
2244	FGB	2e-10	0.0956
79982	DNAJB14	2e-10	0.1105
9648	GCC2	3e-10	0.0188
51778	MYOZ2	4e-10	0.0202
161882	ZFPM1	6e-10	0.013
3709	ITPR2	8e-10	0.0124
85363	TRIM5	1e-09	0.024
10948	STARD3	1e-09	0.0123
259230	SGMS1	1e-09	0.0471
5339	PLEC	1e-09	0.0147
54014	BRWD1	2e-09	0.0117
66002	CYP4F12	2e-09	0.0122
79068	FTO	2e-09	0.014
5184	PEPD	2e-09	0.0129
4286	MITF	3e-09	0.0124
9792	SERTAD2	3e-09	0.0145
4650	MYO9B	4e-09	0.0121
372	ARCN1	5e-09	0.0147
399687	MYO18A	5e-09	0.0422
23161	SNX13	6e-09	0.0113
170392	OIT3	1e-08	0.036
2625	GATA3	2e-08	0.0114
55007	FAM118A	2e-08	0.0111
388323	GLTPD2	2e-08	0.095
9197	SLC33A1	2e-08	0.0916
23203	PMPCA	2e-08	0.0124
6938	TCF12	4e-08	0.0246
11064	CNTRL	4e-08	0.0151
63929	XPNPEP3	4e-08	0.0128
2140	EYA3	4e-08	0.0114
6712	SPTBN2	5e-08	0.024
