Entrez	Gene Symbol	P-value	Beta
728294	D2HGDH	7e-70	0.090878
4088	SMAD3	5.000000000000001e-58	0.084596
60468	BACH2	1e-38	0.06332
23274	CLEC16A	2e-37	0.066501
6095	RORA	7e-37	0.074324
6778	STAT6	2e-33	0.093579
3566	IL4R	1.9999999999999998e-32	0.054133
80762	NDFIP1	6e-26	0.045911
2720	GLB1	3e-23	0.042791
5890	RAD51B	1e-22	0.047243
7096	TLR1	4e-21	0.054144
940	CD28	4e-19	0.069396
4026	LPP	4e-18	0.044017
2207	FCER1G	1e-17	0.040705
221895	JAZF1	8e-17	0.035887
54806	AHI1	2e-16	0.036337
919	CD247	3e-16	0.038009
134	ADORA1	3e-15	0.036038
25816	TNFAIP8	6e-15	0.034464
6777	STAT5B	6e-14	0.035384
2122	MECOM	2e-12	0.035309
7008	TEF	3e-12	0.037362818
51564	HDAC7	8e-12	0.035769
943	TNFRSF8	2e-11	0.16776
222256	CDHR3	1e-10	0.036008
64324	NSD1	1e-10	0.027369
864	RUNX3	1e-10	0.067524
8398	PLA2G6	2e-10	0.034969
5017	OVOL1	2e-10	0.030231
50514	DELEC1	3e-10	0.030246
3559	IL2RA	4e-10	0.13359
3570	IL6R	5e-10	0.027174
7037	TFRC	7e-10	0.028775
79718	TBL1XR1	2e-09	0.026812
5195	PEX14	3e-09	0.026156
5796	PTPRK	4e-09	0.031389
2592	GALT	5e-09	0.025003
10335	IRAG1	7e-09	0.026817
9644	SH3PXD2A	9e-09	0.025445
60678	EEFSEC	9e-09	0.041182
8942	KYNU	1e-08	0.05026
79899	PRR5L	1e-08	0.025658
596	BCL2	1e-08	0.027583
7103	TSPAN8	2e-08	0.026145
970	CD70	2e-08	0.027459
221002	RASGEF1A	2e-08	0.02978
79813	EHMT1	3e-08	0.074834
818	CAMK2G	4e-08	0.02528
54464	XRN1	4e-08	0.034364
84316	NAA38	4e-08	0.074729
8379	MAD1L1	5e-08	0.037673
2543	GAGE1	5e-08	0.091836
