Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
338	APOB	ENSG00000084674	4.81e-90
255738	PCSK9	ENSG00000169174	4.529999999999999e-89
23624	CBLC	ENSG00000142273	2.78e-65
3949	LDLR	ENSG00000130164	7.79e-38
5817	PVR	ENSG00000073008	5.28e-29
23460	ABCA6	ENSG00000154262	1.21e-28
728780	ANKDD1B	ENSG00000189045	1.02e-25
53345	TM6SF2	ENSG00000213996	5.75e-25
78992	YIPF2	ENSG00000130733	7.2e-25
10087	CERT1	ENSG00000113163	7.88e-25
1463	NCAN	ENSG00000130287	2.05e-22
64240	ABCG5	ENSG00000138075	2.57e-21
134359	POC5	ENSG00000152359	2.57e-18
256006	ANKRD31	ENSG00000145700	2.49e-16
343263	MYBPHL	ENSG00000221986	2.59e-16
3990	LIPC	ENSG00000166035	4.88e-16
2524	FUT2	ENSG00000176920	1.01e-15
9388	LIPG	ENSG00000101670	2.5e-15
23461	ABCA5	ENSG00000154265	4.06e-15
125931	CEACAM20	ENSG00000273777	4.15e-13
94039	ZNF101	ENSG00000181896	1.36e-12
3837	KPNB1	ENSG00000108424	1.91e-12
27329	ANGPTL3	ENSG00000132855	8.96e-12
6927	HNF1A	ENSG00000135100	9.53e-12
6580	SLC22A1	ENSG00000175003	1.03e-11
26762	HAVCR1	ENSG00000113249	1.15e-11
146894	CD300LG	ENSG00000161649	4.51e-11
169436	STKLD1	ENSG00000281245	5.52e-11
284358	MAMSTR	ENSG00000176909	1.18e-10
350	APOH	ENSG00000091583	1.52e-10
284612	SYPL2	ENSG00000143028	5.16e-10
54905	CYP2W1	ENSG00000073067	8.17e-10
57678	GPAM	ENSG00000119927	9.9e-10
221037	JMJD1C	ENSG00000171988	1.39e-09
85363	TRIM5	ENSG00000132256	3.87e-09
10072	DPP3	ENSG00000254986	4.38e-09
51301	GCNT4	ENSG00000176928	5.47e-09
10019	SH2B3	ENSG00000111252	5.82e-09
582	BBS1	ENSG00000174483	6.15e-09
8647	ABCB11	ENSG00000276582	7.14e-09
29881	NPC1L1	ENSG00000015520	2.72e-06
7772	ZNF229	ENSG00000278318	3.06e-06
