Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
338	APOB	ENSG00000084674	6.94e-98
255738	PCSK9	ENSG00000169174	4.26e-77
1071	CETP	ENSG00000087237	1.63e-44
587	BCAT2	ENSG00000105552	4.15e-39
3949	LDLR	ENSG00000130164	2e-35
23460	ABCA6	ENSG00000154262	1.55e-34
23624	CBLC	ENSG00000142273	3.2900000000000004e-32
3990	LIPC	ENSG00000166035	1.29e-25
728780	ANKDD1B	ENSG00000189045	3.01e-22
1463	NCAN	ENSG00000130287	4.59e-22
78992	YIPF2	ENSG00000130733	5.04e-22
10087	CERT1	ENSG00000113163	2.21e-20
23461	ABCA5	ENSG00000154265	1.43e-19
64241	ABCG8	ENSG00000143921	5.26e-19
2524	FUT2	ENSG00000176920	2.14e-18
64240	ABCG5	ENSG00000138075	3.25e-18
9388	LIPG	ENSG00000101670	6.43e-17
256006	ANKRD31	ENSG00000145700	5.88e-16
5817	PVR	ENSG00000073008	2.71e-15
6927	HNF1A	ENSG00000135100	4.48e-15
27329	ANGPTL3	ENSG00000132855	5.87e-15
134359	POC5	ENSG00000152359	8.48e-14
345	APOC3	ENSG00000110245	1.86e-13
26762	HAVCR1	ENSG00000113249	3.96e-13
54905	CYP2W1	ENSG00000073067	1.32e-12
284358	MAMSTR	ENSG00000176909	1.54e-12
94039	ZNF101	ENSG00000181896	4.19e-12
6580	SLC22A1	ENSG00000175003	4.77e-12
3837	KPNB1	ENSG00000108424	1.55e-11
350	APOH	ENSG00000091583	3.24e-11
169436	STKLD1	ENSG00000281245	3.92e-11
85363	TRIM5	ENSG00000132256	4.03e-11
343263	MYBPHL	ENSG00000221986	2.47e-10
10072	DPP3	ENSG00000254986	3.41e-10
582	BBS1	ENSG00000174483	4.5e-10
4318	MMP9	ENSG00000100985	1.17e-09
26291	FGF21	ENSG00000105550	1.7e-09
54854	FAM83E	ENSG00000105523	3.1e-09
254359	ZDHHC24	ENSG00000174165	4.82e-09
29881	NPC1L1	ENSG00000015520	4.59e-06
