Entrez	Gene Symbol	P-value	Beta
2646	GCKR	0.0	0.1053
116519	APOA5	0.0	0.2429
51092	SIDT2	7e-204	0.1192
338	APOB	1e-173	0.082
4023	LPL	6e-166	0.2466
51129	ANGPTL4	4e-161	0.2364
23621	BACE1	1e-140	0.1921
348	APOE	6.999999999999999e-136	0.1152
53345	TM6SF2	1e-134	0.1113
8890	EIF2B4	3e-103	0.0552
337	APOA4	8e-83	0.2209
4130	MAP1A	8.000000000000001e-82	0.1479
5049	PAFAH1B2	1e-80	0.2196
10452	TOMM40	4e-70	0.0497
5819	NECTIN2	7e-66	0.1136
51085	MLXIPL	3e-57	0.0935
2590	GALNT2	4e-47	0.0436
8669	EIF3J	8e-47	0.1145
10221	TRIB1	2e-44	0.0434
9415	FADS2	2e-41	0.0485
80790	CMIP	2e-36	0.0326
9031	BAZ1B	5e-36	0.1085
93436	ARMC6	8e-35	0.0679
9577	BABAM2	3e-34	0.0443
9159	PCSK7	3.0000000000000003e-31	0.0382
5140	PDE3B	4e-31	0.4315
7781	SLC30A3	7.0000000000000015e-31	0.0452
8854	ALDH1A2	2.0000000000000002e-29	0.0337
1071	CETP	2.0000000000000002e-29	0.0329
22950	SLC4A1AP	7.000000000000001e-29	0.0604
5331	PLCB3	5e-28	0.0539
57159	TRIM54	8.999999999999998e-25	0.085
32	ACACB	9e-24	0.2786
825	CAPN3	4.0000000000000004e-23	0.0869
341	APOC1	3e-22	0.0605
4018	LPA	3e-22	0.0437
3995	FADS3	3e-22	0.0263
345	APOC3	3e-22	0.5668
5496	PPM1G	4e-22	0.0761
350	APOH	4e-22	0.0679
10669	CGREF1	5e-22	0.0943
60509	AGBL5	1e-21	0.0565
3250	HPR	2e-21	0.0289
84811	BUD13	5e-21	0.0853
144347	RFLNA	1e-20	0.0346
9883	POM121	2e-20	0.0333
10599	SLCO1B1	2e-20	0.0301
114049	BUD23	9e-20	0.023
4607	MYBPC3	2e-19	0.0231
4299	AFF1	2e-19	0.0249
23387	SIK3	5e-19	0.0477
4358	MPV17	4e-18	0.0657
9784	SNX17	7e-18	0.0455
4542	MYO1F	2e-17	0.0333
22837	COBLL1	2e-17	0.0319
2939	GSTA2	1e-16	0.0202
23166	STAB1	1e-16	0.0278
56896	DPYSL5	2e-16	0.0227
55790	CSGALNACT1	3e-16	0.0292
3643	INSR	3e-16	0.0221
4059	BCAM	4e-16	0.055
9101	USP8	1e-15	0.0327
2735	GLI1	2e-15	0.0202
3482	IGF2R	6e-15	0.0372
79968	WDR76	6e-15	0.0317
1508	CTSB	8e-15	0.0224
345274	SLC10A6	8e-15	0.0262
23499	MACF1	1e-14	0.0227
10	NAT2	2e-14	0.0363
1643	DDB2	3e-14	0.0248
55582	KIF27	5e-14	0.0219
29959	NRBP1	5e-14	0.0306
90203	SNX21	6e-14	0.0639
84922	FIZ1	7e-14	0.0242
84938	ATG4C	7e-14	0.049
8439	NSMAF	8e-14	0.0198
345275	HSD17B13	1e-13	0.0199
1593	CYP27A1	2e-13	0.0175
4690	NCK1	3e-13	0.0214
83698	CALN1	3e-13	0.044
8404	SPARCL1	4e-13	0.0177
745	MYRF	5e-13	0.02
5602	MAPK10	6e-13	0.0261
746	TMEM258	6e-13	0.0236
10144	FAM13A	7e-13	0.0171
406	BMAL1	8e-13	0.0175
3083	HGFAC	8e-13	0.0286
10726	NUDC	9e-13	0.0309
28	ABO	1e-12	0.022
2645	GCK	1e-12	0.0233
6580	SLC22A1	1e-12	0.0638
81579	PLA2G12A	1e-12	0.2132
257160	RNF214	1e-12	0.0425
84226	SPATA31H1	1e-12	0.07
4482	MSRA	2e-12	0.0204
22864	R3HDM2	3e-12	0.0306
7422	VEGFA	4e-12	0.0258
196385	DNAH10	4e-12	0.0297
5468	PPARG	6e-12	0.0205
3064	HTT	6e-12	0.0178
51703	ACSL5	8e-12	0.0255
168537	GIMAP7	9e-12	0.0194
57453	DSCAML1	1e-11	0.0245
8468	FKBP6	3e-11	0.0656
85440	DOCK7	4e-11	0.0327
6804	STX1A	4e-11	0.0382
6002	RGS12	4e-11	0.0258
54819	ZCCHC10	6e-11	0.0319
640	BLK	6e-11	0.0185
11124	FAF1	8e-11	0.0269
3697	ITIH1	2e-10	0.0266
55687	TRMU	2e-10	0.0245
22897	CEP164	2e-10	0.0203
5578	PRKCA	2e-10	0.0482
84647	PLA2G12B	2e-10	0.0177
63925	ZNF335	3e-10	0.0235
3777	KCNK3	3e-10	0.0391
7157	TP53	4e-10	0.0171
84059	ADGRV1	4e-10	0.0169
7068	THRB	4e-10	0.0168
54536	EXOC6	4e-10	0.0266
5519	PPP2R1B	5e-10	0.0373
2626	GATA4	5e-10	0.0199
162427	RETREG3	5e-10	0.0276
6570	SLC18A1	5e-10	0.0788
23199	GSE1	5e-10	0.0187
5340	PLG	5e-10	0.0278
5682	PSMA1	5e-10	0.0453
1395	CRHR2	6e-10	0.018
259230	SGMS1	6e-10	0.0493
