Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
338	APOB	ENSG00000084674	1.98e-99
587	BCAT2	ENSG00000105552	7.32e-85
255738	PCSK9	ENSG00000169174	3.86e-63
11183	MAP4K5	ENSG00000012983	7.130000000000001e-47
53345	TM6SF2	ENSG00000213996	4.04e-39
1463	NCAN	ENSG00000130287	1.26e-33
5817	PVR	ENSG00000073008	6.660000000000001e-32
3949	LDLR	ENSG00000130164	6.6e-27
84226	C2orf16	ENSG00000221843	6.73e-26
11321	GPN1	ENSG00000198522	6.94e-24
78992	YIPF2	ENSG00000130733	4.61e-22
343263	MYBPHL	ENSG00000221986	3.46e-21
345	APOC3	ENSG00000110245	5.87e-20
728780	ANKDD1B	ENSG00000189045	2.38e-19
10087	CERT1	ENSG00000113163	3.07e-19
116519	APOA5	ENSG00000110243	3.34e-17
256006	ANKRD31	ENSG00000145700	6.22e-16
94039	ZNF101	ENSG00000181896	8.91e-16
8882	ZPR1	ENSG00000109917	4.4e-15
64241	ABCG8	ENSG00000143921	5.08e-15
134359	POC5	ENSG00000152359	3.2e-14
1071	CETP	ENSG00000087237	3.42e-14
64240	ABCG5	ENSG00000138075	4.65e-14
26762	HAVCR1	ENSG00000113249	1.09e-13
3837	KPNB1	ENSG00000108424	3.62e-13
84811	BUD13	ENSG00000137656	5.27e-13
284612	SYPL2	ENSG00000143028	7.52e-13
23460	ABCA6	ENSG00000154262	8.61e-13
8890	EIF2B4	ENSG00000115211	8.94e-13
125931	CEACAM20	ENSG00000273777	7.94e-12
51085	MLXIPL	ENSG00000009950	1.3e-11
1952	CELSR2	ENSG00000143126	1.46e-11
26160	IFT172	ENSG00000138002	2.46e-11
2524	FUT2	ENSG00000176920	4.52e-11
6580	SLC22A1	ENSG00000175003	5.95e-11
57159	TRIM54	ENSG00000138100	1.88e-10
9031	BAZ1B	ENSG00000009954	2.94e-10
8884	SLC5A6	ENSG00000138074	3.63e-10
57523	NYNRIN	ENSG00000205978	4.35e-10
27329	ANGPTL3	ENSG00000132855	6.22e-10
432	ASGR1	ENSG00000141505	1.19e-09
169436	STKLD1	ENSG00000281245	1.2e-09
5335	PLCG1	ENSG00000124181	1.94e-09
4318	MMP9	ENSG00000100985	4.57e-09
7772	ZNF229	ENSG00000278318	1.03e-06
