Entrez	Gene Symbol	Ensembl ID	P-value
83451	ABHD11	ENSG00000106077	9.49e-06
143888	POGLUT3	ENSG00000178202	2.34e-05
3767	KCNJ11	ENSG00000187486	2.46e-05
26145	IRF2BP1	ENSG00000170604	2.53e-05
4776	NFATC4	ENSG00000285485	2.54e-05
2956	MSH6	ENSG00000116062	3.23e-05
2896	GRN	ENSG00000030582	3.35e-05
54552	GNL3L	ENSG00000130119	3.36e-05
6916	TBXAS1	ENSG00000059377	3.71e-05
54737	MPHOSPH8	ENSG00000196199	3.72e-05
26140	TTLL3	ENSG00000214021	3.85e-05
908	CCT6A	ENSG00000146731	3.93e-05
4939	OAS2	ENSG00000111335	5.01e-05
430	ASCL2	ENSG00000183734	6.18e-05
93343	MVB12A	ENSG00000141971	6.26e-05
1815	DRD4	ENSG00000276825	6.26e-05
80262	PHAF1	ENSG00000125149	6.63e-05
51270	TFDP3	ENSG00000183434	7.36e-05
6678	SPARC	ENSG00000113140	9.32e-05
6584	SLC22A5	ENSG00000197375	9.34e-05
