Entrez	Gene Symbol	P-value	Beta
345	APOC3	0.0	0.837274
9388	LIPG	5e-159	0.537522
19	ABCA1	4e-90	1.1652
81579	PLA2G12A	3e-67	0.20303
3990	LIPC	4e-62	0.445543
4023	LPL	9e-51	0.785987
949	SCARB1	7.0000000000000006e-34	0.525339
5140	PDE3B	7.999999999999999e-26	0.329813
3931	LCAT	3e-20	1.30849
1071	CETP	5e-20	0.585083
6553	SLC9A5	2e-19	1.952
3172	HNF4A	5e-18	0.63516
338	APOB	6e-16	0.41292
10062	NR1H3	1e-14	0.319017
4782	NFIC	1e-14	0.195316
5346	PLIN1	1e-11	0.409625
229	ALDOB	2e-11	0.0952878
55532	SLC30A10	2e-10	0.191142
4547	MTTP	2e-10	0.885989
948	CD36	2e-10	0.342019
116519	APOA5	7e-10	0.394216
29886	SNX8	2e-09	0.0977546
32	ACACB	3e-09	0.150203
